gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,targetX,targetY,targetHex,alt1X,alt1Y,alt1Hex,alt2X,alt2Y,alt2Hex,clickX,clickY,clickHex
7314-4,1459886770176,43,equal,target,244,26,50,3,1,distr2,7,37,50,1,3,distr1,302,57,50,2,2,22,32,30,true,-11.39764981651602,-23.368645203778335,#635EA1,30.205398061292666,-48.33874148091628,#C837C3,36.72420761072891,4.509165705990457,#AF5B50,-11.39764981651602,-23.368645203778335,#635EA1
7314-4,1459886780433,44,equal,target,158,30,50,2,1,distr1,104,55,50,1,2,distr2,322,28,50,3,3,21,43,72,true,-27.81551563700362,11.238197802477368,#59A68A,-13.305704257981729,53.36626494517981,#5FC639,22.064301100988217,-17.23852130911843,#A35C89,-27.81551563700362,11.238197802477368,#59A68A
7314-4,1459886810190,45,closer,distr1,108,6,50,3,3,distr2,126,26,50,1,2,target,161,8,50,2,1,5,18,16,false,-7.564148604794535,2.6045452356572527,#758A83,-1.854101966249684,5.706339097770922,#7B8778,-15.282416559604298,21.034441853748632,#5EA165,-1.854101966249684,5.706339097770922,#7B8778
7314-4,1459886820631,46,further,target,49,64,50,3,2,distr2,196,76,50,1,3,distr1,34,86,50,2,1,19,53,52,true,41.987777855392466,48.30141313425741,#D1B32E,71.29723123973358,48.09058969848424,#ED8E12,-73.05588889131224,-20.948439042091923,#1FADE0,41.987777855392466,48.30141313425741,#D1B32E
7314-4,1459886833626,47,equal,target,328,7,50,2,2,distr2,349,75,50,3,1,distr1,181,56,50,1,3,47,26,65,true,5.936336673094981,-3.709434849632435,#887780,-55.99147092875791,-0.9773347604878837,#38C5C7,73.6220387585748,-14.31067465324085,#DF2043,5.936336673094981,-3.709434849632435,#887780
7314-4,1459886848393,48,equal,target,15,91,50,3,3,distr1,213,58,50,1,2,distr2,53,61,50,2,1,49,44,60,true,87.89925019230522,23.552533104329388,#F4450B,-48.64289294083459,-31.589064030871572,#3678C9,36.71071641227494,48.71676611288486,#CDBB32,87.89925019230522,23.552533104329388,#F4450B
7314-4,1459886866366,49,closer,target,325,28,50,3,1,distr2,342,72,50,1,3,distr1,340,57,50,2,2,12,16,5,true,22.936257240091763,-16.0601402178293,#A35C85,53.56247938479678,-19.49514816956311,#C83767,68.47606917325105,-22.249223594996227,#DB245B,22.936257240091763,-16.0601402178293,#A35C85
7314-4,1459886889186,50,closer,target,277,10,50,3,3,distr2,198,11,50,1,1,distr1,11,6,50,2,2,13,19,16,true,1.2186934340514768,-9.92546151641322,#82738C,5.889763100685984,1.1448539722592688,#877B78,-10.46162167924669,-3.39918693812442,#71858E,1.2186934340514768,-9.92546151641322,#82738C
4139-d,1459886116084,1,further,target,179,20,50,3,3,distr2,222,29,50,1,2,distr1,61,12,50,2,1,18,25,36,true,-19.996953903127825,0.34904812874566876,#669998,5.817715442956045,10.495436485672748,#8E8F70,-21.551199938844434,-19.40478758440689,#5B71A4,-19.996953903127825,0.34904812874566876,#669998
4139-d,1459886150426,2,further,target,322,74,50,3,1,distr1,338,32,50,2,2,distr2,244,93,50,1,3,13,31,32,true,58.31279576689743,-45.55894917409871,#DE2199,29.669883346137194,-11.987410989309195,#A85775,-40.76851665138423,-83.58784630582251,#1909F6,58.31279576689743,-45.55894917409871,#DE2199
4139-d,1459886286894,3,closer,target,153,99,50,1,1,distr1,162,93,50,3,3,distr2,133,60,50,2,2,7,11,14,true,-88.20964589464842,44.94505947421514,#01FE8C,-88.44825601544927,28.73858047687012,#09F6AF,-40.9199016037499,43.881222097150236,#33CC54,-88.20964589464842,44.94505947421514,#01FE8C
4139-d,1459886300788,4,further,target,141,8,50,2,2,distr1,178,36,50,1,1,distr2,358,54,50,3,3,17,41,56,true,-6.217167691655767,5.034563128398699,#758A7C,-35.97806977268745,1.2563818812900411,#52ADAA,53.96710465903117,-1.8845728219350444,#C43B3F,-6.217167691655767,5.034563128398699,#758A7C
4139-d,1459886310311,5,equal,target,341,94,50,2,2,distr2,245,68,50,3,3,distr1,36,35,50,1,1,37,42,60,true,88.87874610633578,-30.60340651897273,#F70854,28.31559480312316,20.57248383023656,#AC8853,-28.738041798367544,-61.6289295184922,#3729D6,88.87874610633578,-30.60340651897273,#F70854
4139-d,1459886320126,6,equal,target,291,66,50,3,1,distr2,217,56,50,2,3,distr1,105,67,50,1,2,100,29,65,true,23.652284669989825,-61.616308148815314,#BA2BD4,-17.340876021868898,64.71703036136758,#55D52A,-44.7235885626484,-33.70164129651471,#386FC7,23.652284669989825,-61.616308148815314,#BA2BD4
4139-d,1459886365191,7,further,target,169,13,50,3,2,distr1,131,25,50,1,3,distr2,54,85,50,2,1,16,38,33,true,-12.761153384819632,2.4805169398950846,#6F908A,-16.40147572476268,18.867739505569304,#609F6B,49.96174644486022,68.76644452187054,#ECD613,-12.761153384819632,2.4805169398950846,#6F908A
4139-d,1459886376369,8,equal,target,241,74,50,3,3,distr2,296,64,50,2,1,distr1,354,5,50,1,2,37,24,29,true,-35.87591189822893,-64.72185832831529,#2421DE,4.972609476841367,-0.5226423163382671,#86797A,28.055753394500954,-57.52281896314669,#C62ED1,-35.87591189822893,-64.72185832831529,#2421DE
4139-d,1459886389358,9,equal,target,11,41,50,2,1,distr2,247,57,50,1,2,distr1,171,68,50,3,3,58,42,59,true,40.24671452135422,7.823168810438337,#B45E4B,-67.16280716046936,10.637543622735707,#29D6BC,-22.271674323888607,-52.468776646789095,#4837C8,40.24671452135422,7.823168810438337,#B45E4B
4139-d,1459886443847,10,further,target,117,20,50,2,2,distr1,152,31,50,1,1,distr2,315,28,50,3,3,8,57,44,true,-9.079809994790935,17.820130483767358,#699966,-27.371375378626738,14.553618446362611,#58A782,19.798989873223327,-19.798989873223334,#A35C91,-9.079809994790935,17.820130483767358,#699966
4139-d,1459886454584,11,equal,target,65,94,50,2,1,distr1,198,2,50,3,3,distr2,279,90,50,1,2,43,98,24,true,39.72611660362575,85.1929319814451,#E3F708,-1.9021130325903073,-0.6180339887498946,#7D8182,14.079101853620761,-88.8919506535624,#A20DF2,39.72611660362575,85.1929319814451,#E3F708
4139-d,1459886489576,12,closer,target,40,36,50,1,2,distr2,37,53,50,2,3,distr1,30,10,50,3,1,15,6,19,true,27.577599952283208,23.140353948715415,#AD8F52,8.660254037844387,4.999999999999999,#8C8073,42.32768203250652,31.896196227058557,#C38F3C,27.577599952283208,23.140353948715415,#AD8F52
4139-d,1459886518586,13,further,target,42,62,50,2,2,distr2,328,40,50,3,3,distr1,38,24,50,1,1,15,54,39,true,46.074979179598444,41.48609759424921,#CF9F30,18.912258086561327,14.7758754078158,#9E8861,33.92192384625703,-21.1967705693282,#B34D83,46.074979179598444,41.48609759424921,#CF9F30
4139-d,1459886576241,14,closer,target,149,91,50,3,1,distr2,136,90,50,1,3,distr1,87,84,50,2,2,13,6,9,true,-78.0022243638922,46.86846481681495,#0BF47C,4.3962203244072935,83.8848809193842,#8AEB14,-64.74058203047862,62.51925334130974,#0DF24A,-78.0022243638922,46.86846481681495,#0BF47C
4139-d,1459886585377,15,equal,target,39,94,50,1,2,distr2,181,44,50,2,3,distr1,85,62,50,3,1,36,44,34,true,73.05172037695526,59.15611675868472,#F7A308,5.403656050354805,61.764071281688224,#8DCF30,-43.99329858688122,-0.76790588324048,#47B6B8,73.05172037695526,59.15611675868472,#F7A308
4139-d,1459886606075,16,further,target,244,11,50,3,3,distr1,294,12,50,2,2,distr2,359,74,50,1,1,9,34,31,true,-4.822082614679855,-9.886734509290836,#73718E,4.880839716909597,-10.962545491711213,#8C708F,73.98872944157296,-1.2914780763589835,#DE2124,-4.822082614679855,-9.886734509290836,#73718E
4139-d,1459886673582,17,further,target,322,68,50,3,2,distr1,297,76,50,1,3,distr2,188,40,50,2,1,12,50,38,true,53.584731245257096,-41.86498032214476,#D62997,34.503277980205546,-67.71649583831596,#D71FE0,-39.61072274966281,-5.566924038402621,#4DA5B3,53.584731245257096,-41.86498032214476,#D62997
4139-d,1459886694638,18,closer,target,317,61,50,3,2,distr1,296,46,50,2,1,distr2,283,37,50,1,3,7,12,6,true,44.61257579876941,-41.60189996381239,#CD32A1,20.16507275229756,-41.34452612976168,#B245BA,8.323189010723002,-36.051692397053706,#9450AF,44.61257579876941,-41.60189996381239,#CD32A1
4139-d,1459886723860,19,further,target,303,29,50,3,2,distr2,110,62,50,1,3,distr1,255,25,50,2,1,13,82,57,true,15.794532015435772,-24.321446470417303,#A45BA1,-6.470476127563016,-24.148145657226706,#70609F,-21.20524888619146,58.26094248872632,#4BCF30,15.794532015435772,-24.321446470417303,#A45BA1
4139-d,1459886747080,20,further,target,188,18,50,3,2,distr2,36,69,50,2,3,distr1,198,58,50,1,1,12,37,49,true,-17.824825237348264,-2.5051158172811796,#699096,-55.16127794511891,-17.922985673746943,#369DC9,55.82217261187137,40.557182408180644,#D79128,-17.824825237348264,-2.5051158172811796,#699096
4139-d,1459886774379,21,closer,target,334,82,50,1,2,distr1,330,63,50,3,1,distr2,313,87,50,2,3,6,14,12,true,73.70111179653168,-35.94643403670438,#E81772,54.559600438419615,-31.50000000000003,#D02F80,59.33385732543738,-63.62777204086782,#EE11BE,73.70111179653168,-35.94643403670438,#E81772
4139-d,1459886795400,22,closer,target,318,67,50,2,2,distr1,330,78,50,3,3,distr2,332,48,50,1,1,8,8,7,true,49.790703306985414,-44.831750626043494,#D52AA2,67.54998149518619,-39.000000000000036,#E31C80,42.381484457228495,-22.53463501372276,#BD427B,49.790703306985414,-44.831750626043494,#D52AA2
4139-d,1459886805080,23,equal,target,293,67,50,2,3,distr2,97,64,50,1,1,distr1,353,74,50,3,2,33,97,78,true,26.178985608781325,-61.67382518131351,#C12AD5,73.44841522145784,-9.018331411980895,#DE2137,-7.799637977929431,63.522953705044614,#6CD12E,26.178985608781325,-61.67382518131351,#C12AD5
4139-d,1459886823294,24,equal,target,141,7,50,2,1,distr2,342,27,50,3,2,distr1,156,88,50,1,3,32,38,72,true,-5.440021730198796,4.405242737348861,#77887D,-80.39200027254887,35.792824590670435,#0FF096,25.678525939969145,-8.343458848123586,#A25D72,-5.440021730198796,4.405242737348861,#77887D
4139-d,1459886834408,25,equal,target,344,65,50,3,3,distr2,302,42,50,2,1,distr1,118,78,50,1,2,89,21,95,true,62.48201023599073,-17.916428128104933,#D22D59,-36.61878189729949,68.86991224299629,#23E31C,22.256609097794595,-35.618020038569895,#B54AB1,62.48201023599073,-17.916428128104933,#D22D59
4139-d,1459886842990,26,equal,target,241,75,50,1,1,distr2,54,42,50,3,3,distr1,294,2,50,2,2,37,80,32,true,-36.360721518475266,-65.5964780354547,#2320DF,0.8134732861515995,-1.8270909152852022,#827D82,24.68698059628387,33.97871376374779,#B5AA4A,-36.360721518475266,-65.5964780354547,#2320DF
4139-d,1459886857816,27,closer,target,201,65,50,1,2,distr1,220,7,50,2,3,distr2,205,74,50,3,1,19,5,19,true,-60.68272772231811,-23.29391672044453,#2D98D2,-5.362311101832847,-4.499513267805774,#777D88,-67.0667762407121,-31.273751368811745,#218FDE,-60.68272772231811,-23.29391672044453,#2D98D2
4139-d,1459886873816,28,further,distr1,330,71,50,3,2,target,301,82,50,1,1,distr2,182,35,50,2,3,17,38,54,false,42.23312214262444,-70.28771865757321,#E817E5,61.48780366869512,-35.50000000000003,#DA2580,-34.97867894566835,-1.2214823845875316,#53A9AC,61.48780366869512,-35.50000000000003,#DA2580
4139-d,1459886884587,29,equal,target,231,52,50,2,2,distr2,15,97,50,1,3,distr1,148,51,50,3,1,57,51,68,true,-32.72466033459157,-40.41158999576247,#3D51C2,-43.25045290397773,27.02588247589345,#3EC17B,93.69480515003963,25.10544737494451,#FB4204,-32.72466033459157,-40.41158999576247,#3D51C2
4139-d,1459886897265,30,equal,target,326,82,50,3,1,distr2,167,35,50,2,2,distr1,286,7,50,1,3,24,50,36,true,67.98108094951343,-45.853818084601215,#E8178D,1.9294614907189958,-6.728831871568231,#847788,-34.10295226748323,7.873286902035282,#53AC99,67.98108094951343,-45.853818084601215,#E8178D
4139-d,1459886935656,31,closer,target,336,66,50,3,2,distr1,304,36,50,2,1,distr2,304,72,50,1,3,16,18,9,true,60.29400020441167,-26.84461844300281,#D42B6F,20.13094452494689,-29.845352611981497,#AD52A7,40.26188904989378,-59.69070522396299,#DB24CF,60.29400020441167,-26.84461844300281,#D42B6F
4139-d,1459886946081,32,equal,target,119,69,50,2,3,distr2,327,56,50,1,1,distr1,242,65,50,3,2,76,91,30,true,-33.45186379699725,60.34875979261832,#2AD728,-30.5156515810829,-57.39159353583025,#322DD2,46.96555180494374,-30.49978596084151,#C73887,-33.45186379699725,60.34875979261832,#2AD728
4139-d,1459886968027,33,closer,target,106,41,50,2,1,distr2,134,97,50,3,3,distr1,144,79,50,1,2,13,18,8,true,-11.301131588496961,39.411729533471075,#64B44B,-63.912342555620846,46.435034931105385,#1BE46B,-67.38186193452275,69.77596063284915,#04FB3E,-11.301131588496961,39.411729533471075,#64B44B
4139-d,1459886982790,34,closer,target,203,17,50,1,1,distr2,218,34,50,2,2,distr1,208,57,50,3,3,11,11,9,true,-15.648582508691486,-6.64242918431765,#6A8595,-50.32801279295883,-26.75987907879578,#3784C8,-26.792365622628548,-20.93249016107238,#5474AB,-15.648582508691486,-6.64242918431765,#6A8595
4139-d,1459886995271,35,equal,target,82,25,50,1,3,distr1,273,27,50,3,1,distr2,287,2,50,2,2,57,29,21,true,3.479327524001637,24.756701718539258,#889F60,1.4130708185594865,-26.962997438373492,#835DA2,0.5847434094454734,-1.9126095119260709,#817D82,3.479327524001637,24.756701718539258,#889F60
4139-d,1459887004077,36,further,target,249,64,50,1,2,distr1,284,56,50,3,3,distr2,12,49,50,2,1,15,44,38,true,-22.935548770899246,-59.749147295820904,#462ED1,13.547626153581378,-54.33656067145581,#A138C7,47.92923243595648,10.187672850070207,#BE5A41,-22.935548770899246,-59.749147295820904,#462ED1
4139-d,1459887018128,37,equal,target,179,98,50,1,3,distr1,198,71,50,2,2,distr2,293,39,50,3,1,29,61,44,true,-97.98507412532635,1.710335830853777,#03FCF8,-67.52501265695591,-21.940206600621256,#25A4DA,15.238514011081666,-35.89968928464518,#A64EB1,-97.98507412532635,1.710335830853777,#03FCF8
4139-d,1459887031889,38,further,target,105,58,50,1,1,distr1,130,27,50,3,2,distr2,286,92,50,2,3,16,100,51,true,-15.01150461594621,56.02369792476596,#5BC936,-17.35526546153656,20.683199964212406,#5DA269,25.358636735163945,-88.43607602632532,#BE0AF5,-15.01150461594621,56.02369792476596,#5BC936
4139-d,1459887136957,39,closer,target,291,98,50,1,1,distr1,316,57,50,3,2,distr2,272,75,50,2,3,14,15,18,true,35.120059055439434,-91.49088179672577,#D703FC,41.0023686193031,-39.59552711616286,#C837A1,2.617462252687596,-74.95431202643218,#8620DF,35.120059055439434,-91.49088179672577,#D703FC
4139-d,1459887151230,40,further,target,32,9,50,3,1,distr1,194,15,50,2,2,distr2,60,96,50,1,3,17,41,48,true,7.632432865407834,4.769273378098844,#8B8074,-14.55443589413995,-3.6288284339950128,#6C8A93,48.000000000000014,83.13843876330611,#FAFA05,7.632432865407834,4.769273378098844,#8B8074
4139-d,1459887165269,41,closer,target,142,57,50,3,3,distr1,94,28,50,1,2,distr2,158,26,50,2,1,13,17,14,true,-44.91661295558314,35.09270409356253,#37C86C,-1.9531812648355094,27.931793407275077,#7BA35C,-24.10678021873647,9.739771428813718,#5EA188,-44.91661295558314,35.09270409356253,#37C86C
4139-d,1459887177326,42,closer,target,279,2,50,3,2,distr1,255,15,50,2,1,distr2,312,10,50,1,3,15,12,10,true,0.31286893008046135,-1.9753766811902755,#807D82,-3.8822856765378093,-14.488887394336025,#766C93,6.691306063588578,-7.4314482547739455,#8C7387,0.31286893008046135,-1.9753766811902755,#807D82
4139-d,1459887189454,43,closer,target,164,0,50,2,2,distr2,300,11,50,1,1,distr1,217,14,50,3,3,11,17,17,true,0,0,#808080,-11.1808971406621,-8.425410324128677,#6E7B91,5.500000000000001,-9.526279441628825,#8E718E,0,0,#808080
4139-d,1459887204468,44,closer,target,118,71,50,3,2,distr2,91,40,50,1,3,distr1,148,79,50,2,1,8,13,15,true,-33.33248095779825,62.68927909298381,#2BDA25,-66.99579959635766,41.86362187442319,#1BE479,-0.6980962574913391,39.99390780625565,#7EB34D,-33.33248095779825,62.68927909298381,#2BDA25
4139-d,1459887215941,45,further,target,117,31,50,3,2,distr2,0,62,50,1,1,distr1,98,72,50,2,3,16,66,77,true,-14.07370549192595,27.621202249839406,#5CA758,-10.020463269124706,71.29930094939307,#67DB24,62,0,#CF3030,-14.07370549192595,27.621202249839406,#5CA758
4139-d,1459887233672,46,further,target,79,24,50,1,1,distr1,123,24,50,3,3,distr2,170,0,50,2,2,9,22,24,true,4.579415889037078,23.559052402743937,#8B9E61,-13.071336840360651,20.128093630690177,#619E64,0,0,#808080,4.579415889037078,23.559052402743937,#8B9E61
4139-d,1459887245854,47,equal,target,22,47,50,2,3,distr2,282,33,50,1,1,distr1,90,36,50,3,2,40,40,70,true,43.57764116463901,17.606509890547866,#BB7044,2.204364238465236e-15,36,#80AD52,6.861085796986061,-32.27887082421558,#9055AA,43.57764116463901,17.606509890547866,#BB7044
4139-d,1459887259326,48,further,target,210,13,50,1,1,distr2,251,87,50,3,2,distr1,337,4,50,2,3,13,25,36,true,-11.258330249197702,-6.500000000000002,#6F7F90,3.682019413809761,-1.5629245139570955,#857A7E,-28.32442943777263,-82.26011607714057,#3911EE,-11.258330249197702,-6.500000000000002,#6F7F90
4139-d,1459887283566,49,equal,target,340,92,50,2,3,distr2,54,37,50,1,1,distr1,208,93,50,3,2,47,54,62,true,86.45172111230357,-31.46585318596151,#F50A58,-82.1141261358802,-43.66085533908785,#0987F6,21.748054334821507,29.933628791873055,#AFA550,86.45172111230357,-31.46585318596151,#F50A58
4139-d,1459887334440,50,closer,target,286,37,50,2,3,distr2,323,49,50,3,1,distr1,304,20,50,1,2,10,12,11,true,10.198582165228977,-35.56668274971779,#9950AF,11.18385806941494,-16.58075145110083,#996696,39.133139992317346,-29.488936134450366,#BE418E,10.198582165228977,-35.56668274971779,#9950AF
3618-3,1459886247138,1,equal,target,220,8,50,1,3,distr2,85,53,50,3,2,distr1,283,92,50,2,1,24,41,93,true,-6.128355544951825,-5.142300877492314,#757C8A,20.695496999635573,-89.64204596024165,#B20AF5,4.619254365625881,52.79831899886251,#8BC33C,-6.128355544951825,-5.142300877492314,#757C8A
3618-3,1459886288441,2,further,target,107,82,50,2,1,distr1,145,83,50,1,2,distr2,193,60,50,3,3,8,49,43,true,-23.974479787264407,78.41698998896891,#44E817,-67.98961967598633,47.60684421713681,#16E96E,-58.462203887114114,-13.497063260631899,#33ABCC,-23.974479787264407,78.41698998896891,#44E817
3618-3,1459886302210,3,equal,target,53,91,50,1,2,distr1,311,54,50,2,3,distr2,250,93,50,3,1,78,93,26,true,54.765167106836394,72.67583141430364,#F4D80B,35.42718756548738,-40.75431733202969,#C43BAB,-31.807873329287176,-87.39141373308948,#3009F6,54.765167106836394,72.67583141430364,#F4D80B
3618-3,1459886325634,4,further,target,323,18,50,2,2,distr2,66,55,50,3,3,distr1,266,26,50,1,1,14,56,69,true,14.37543918085127,-10.83267041673687,#966985,-1.8136683173472652,-25.93666530675543,#7B5EA1,22.370515369169013,50.24500017034305,#B8C639,14.37543918085127,-10.83267041673687,#966985
3618-3,1459886344112,5,equal,target,47,69,50,1,2,distr2,316,40,50,3,1,distr1,97,94,50,2,3,31,63,91,true,47.05788684431239,50.46340541172276,#D7B128,-11.455718280083852,93.29933825428428,#64F708,28.773592013546036,-27.786334818359904,#B34D97,47.05788684431239,50.46340541172276,#D7B128
3618-3,1459886445896,6,closer,distr1,316,61,50,3,2,target,300,97,50,1,1,distr2,328,98,50,2,3,14,18,12,false,48.500000000000014,-84.00446416709055,#FB04FB,43.8797278206577,-42.37416059799885,#CD32A4,83.10871342332973,-51.93208789485409,#FC0388,43.8797278206577,-42.37416059799885,#CD32A4
3618-3,1459886460961,7,equal,target,230,59,50,1,1,distr2,160,70,50,3,2,distr1,358,79,50,2,3,46,59,76,true,-37.92446897150583,-45.1966221440197,#344DCB,78.95187533450857,-2.757060239497565,#E41B21,-65.77848345501359,23.94141003279682,#26D99D,-37.92446897150583,-45.1966221440197,#344DCB
3618-3,1459886491779,8,further,target,312,30,50,1,2,distr2,100,48,50,3,1,distr1,276,23,50,2,3,8,73,69,true,20.073918190765735,-22.29434476432184,#A65996,2.4041546551560184,-22.874003593470288,#85629D,-8.335112528012655,47.27077214458598,#6BBD42,20.073918190765735,-22.29434476432184,#A65996
3618-3,1459886516065,9,closer,distr2,330,66,50,3,2,target,321,70,50,2,1,distr1,287,40,50,1,3,13,5,17,false,54.40021730198793,-44.05242737348865,#D9269A,11.694868188909469,-38.252190238521415,#9C4DB3,57.15767664977293,-33.00000000000003,#D42B80,57.15767664977293,-33.00000000000003,#D42B80
3618-3,1459886536329,10,equal,target,145,40,50,1,3,distr2,225,8,50,3,2,distr1,358,71,50,2,1,69,33,34,true,-32.766081771559676,22.94305745404184,#4DB377,70.9567487183558,-2.4778642658775585,#DA252B,-5.6568542494923815,-5.65685424949238,#757A8A,-32.766081771559676,22.94305745404184,#4DB377
3618-3,1459886564981,11,further,target,76,54,50,1,3,distr2,230,10,50,3,2,distr1,63,25,50,2,1,14,46,35,true,13.063782362382055,52.39596921890381,#A0C43B,11.349762493488672,22.275163104709193,#9C9F60,-6.427876096865395,-7.660444431189779,#73778C,13.063782362382055,52.39596921890381,#A0C43B
3618-3,1459886577428,12,equal,target,73,54,50,3,3,distr1,343,28,50,1,2,distr2,189,2,50,2,1,59,33,21,true,15.788072055027786,51.64045682200391,#A7C43B,26.776533166964988,-8.18640773223664,#A35C70,-1.9753766811902755,-0.31286893008046146,#7D8182,15.788072055027786,51.64045682200391,#A7C43B
3618-3,1459886591792,13,equal,target,347,96,50,1,2,distr1,269,57,50,2,1,distr2,81,21,50,3,3,40,53,67,true,93.53952621938257,-21.595301217011073,#FA053A,-0.9947871669251593,-56.9913186239143,#7D37C8,3.2851237658448493,20.741455152497892,#889A65,93.53952621938257,-21.595301217011073,#FA053A
3618-3,1459886625924,14,equal,target,144,17,50,3,1,distr1,297,85,50,1,3,distr2,262,11,50,2,2,41,30,25,true,-13.753288904374106,9.992349288972045,#6A957B,38.58919247786147,-75.73555455601128,#E113EC,-1.5309041105607242,-10.892948756157272,#7C718E,-13.753288904374106,9.992349288972045,#6A957B
3618-3,1459886646107,15,closer,target,38,28,50,2,3,distr2,48,2,50,1,1,distr1,126,3,50,3,2,18,16,5,true,22.064301100988214,17.238521309118433,#A3895C,-1.7633557568774192,2.4270509831248424,#7C837C,1.3382612127177165,1.4862896509547885,#82817D,22.064301100988214,17.238521309118433,#A3895C
3618-3,1459886679648,16,further,distr2,105,75,50,2,3,distr1,312,49,50,1,1,target,273,10,50,3,2,19,49,93,false,0.5233595624294395,-9.986295347545738,#81738C,32.78739971158403,-36.414096448392336,#BE41A5,-19.411428382689063,72.44443697168012,#50DF20,-19.411428382689063,72.44443697168012,#50DF20
3618-3,1459886737302,17,closer,target,320,64,50,1,1,distr1,332,70,50,3,2,distr2,288,49,50,2,3,7,12,18,true,49.026844359614586,-41.13840701993853,#D12E9B,61.80633150012489,-32.863009395012355,#D9267A,15.141832724372414,-46.60176929846253,#A541BE,49.026844359614586,-41.13840701993853,#D12E9B
3618-3,1459886757884,18,further,target,7,18,50,2,1,distr1,290,7,50,3,2,distr2,318,60,50,1,3,13,25,22,true,17.865830729543795,2.1936481812926547,#966E69,2.394141003279683,-6.5778483455013586,#857788,44.588689528643656,-40.14783638153149,#CC339E,17.865830729543795,2.1936481812926547,#966E69
3618-3,1459886780784,19,further,target,295,84,50,1,3,distr2,90,28,50,3,1,distr1,280,68,50,2,2,11,77,77,true,35.499933986218764,-76.12985411107859,#D914EB,11.808076081351238,-66.96692720483016,#9C29D6,1.7145055188062944e-15,28,#80A35C,35.499933986218764,-76.12985411107859,#D914EB
3618-3,1459886804172,20,closer,target,328,65,50,1,2,distr2,313,37,50,3,3,distr1,328,16,50,2,1,16,9,13,true,55.12312625016768,-34.44475217515833,#D22D85,13.568769538502814,-8.47870822773128,#946B81,25.233939322312448,-27.060086959909302,#AF509A,55.12312625016768,-34.44475217515833,#D22D85
3618-3,1459886836596,21,closer,distr1,96,60,50,1,2,distr2,122,58,50,3,3,target,62,42,50,2,1,15,19,5,false,19.717805637007416,37.08379890007493,#B1B54A,-6.271707796059213,59.6713137220964,#70CC33,-30.735317325525877,49.18678957707271,#36C93A,-6.271707796059213,59.6713137220964,#70CC33
3618-3,1459886878653,22,closer,distr1,103,62,50,1,2,target,124,34,50,3,3,distr2,118,48,50,2,1,12,7,6,false,-19.012558718005387,28.187277466871418,#54AB5A,-13.946965369319631,60.41094401668459,#5DCF30,-22.534635013722763,42.38148445722849,#46BD42,-13.946965369319631,60.41094401668459,#5DCF30
3618-3,1459886919565,23,equal,target,270,73,50,3,2,distr2,60,85,50,1,1,distr1,339,17,50,2,3,28,94,58,true,-1.3409882450663516e-14,-73,#7F22DD,15.870867250452427,-6.092255142270113,#956A79,42.50000000000001,73.61215932167728,#ECEC13,-1.3409882450663516e-14,-73,#7F22DD
3618-3,1459886961219,24,closer,target,343,29,50,3,3,distr2,313,84,50,2,2,distr1,329,20,50,1,1,6,19,19,true,27.732837922928024,-8.478779436959378,#A45B6F,17.143346014042244,-10.30076149820109,#996680,57.28786224524988,-61.43371093601031,#EB14BC,27.732837922928024,-8.478779436959378,#A45B6F
3618-3,1459886987195,25,closer,target,294,17,50,1,2,distr2,12,15,50,3,3,distr1,330,10,50,2,1,10,19,9,true,6.914522932288596,-15.530272779924218,#916A95,8.660254037844384,-5.000000000000004,#8C7380,14.672214011007085,3.1186753622663903,#93746C,6.914522932288596,-15.530272779924218,#916A95
3618-3,1459887006140,26,equal,target,319,93,50,2,1,distr2,348,95,50,1,3,distr1,121,6,50,3,2,49,26,44,true,70.18799096071778,-61.01348969611719,#F609AB,-3.0902284494603256,5.143003804212674,#788778,92.92402206971153,-19.75161062768719,#F90637,70.18799096071778,-61.01348969611719,#F609AB
3618-3,1459887029712,27,closer,distr1,317,19,50,1,1,target,256,37,50,3,2,distr2,256,12,50,2,3,19,16,11,false,-8.951110137187708,-35.90094187221187,#6950AF,13.895720330764243,-12.957968841187467,#98678A,-2.9030627471960133,-11.643548715311958,#78708F,13.895720330764243,-12.957968841187467,#98678A
3618-3,1459887051449,28,closer,target,292,56,50,3,2,distr2,243,39,50,1,1,distr1,267,43,50,2,3,11,19,8,true,20.97796923129107,-51.922295855740096,#B438C7,-2.250446118446605,-42.94106999444667,#7A49B6,-17.70562948984233,-34.749254443346345,#534EB1,20.97796923129107,-51.922295855740096,#B438C7
3618-3,1459887093147,29,closer,distr2,86,8,50,2,1,distr1,148,13,50,3,2,target,58,3,50,1,3,14,8,8,false,1.5897577926996147,2.544144288469278,#83837C,-11.024625250033539,6.8889504350316635,#6F907E,0.5580517899530019,7.980512402078594,#818A75,0.5580517899530019,7.980512402078594,#818A75
3618-3,1459887117912,30,further,target,258,24,50,2,3,distr1,240,44,50,3,2,distr2,174,91,50,1,1,13,53,60,true,-4.989880579626234,-23.475542417611333,#73619E,-22.00000000000002,-38.10511776651529,#4747B8,-90.50149247851287,9.51209015735649,#0BF4DC,-4.989880579626234,-23.475542417611333,#73619E
