x,y,hex
-12.096094779983389,48.514786313799824,#62BF40
-12.579938571182725,50.455377766351816,#61C23D
-13.06378236238206,52.39596921890381,#5FC43B
-13.547626153581396,54.3365606714558,#5EC738
-14.031469944780731,56.2771521240078,#5DC936
-14.515313735980067,58.21774357655979,#5CCC33
-14.999157527179403,60.15833502911178,#5BCF30
-15.483001318378738,62.098926481663774,#59D12E
-15.966845109578074,64.03951793421577,#58D42B
-16.450688900777408,65.98010938676777,#57D629
-16.934532691976745,67.92070083931975,#56D926
-17.41837648317608,69.86129229187175,#55DB24
-17.902220274375416,71.80188374442373,#53DE21
-18.38606406557475,73.74247519697573,#52E01F
-18.869907856774088,75.68306664952773,#51E31C
-19.35375164797342,77.62365810207972,#50E619
-19.83759543917276,79.56424955463172,#4FE817
-20.321439230372093,81.5048410071837,#4EEB14
-20.80528302157143,83.4454324597357,#4CED12
-21.289126812770764,85.38602391228768,#4BF00F
-21.7729706039701,87.32661536483968,#4AF20D
-22.256814395169435,89.26720681739168,#49F50A
-22.740658186368773,91.20779826994367,#48F708
-23.224501977568107,93.14838972249566,#46FA05
-23.708345768767444,95.08898117504765,#45FC03
0,0,#808080
-0.5512747116339981,1.9225233918766378,#7E827D
-1.1025494232679962,3.8450467837532756,#7D857A
-1.6538241349019942,5.767570175629913,#7B8778
-2.2050988465359924,7.690093567506551,#7A8A75
-2.7563735581699906,9.612616959383189,#798C73
-3.3076482698039884,11.535140351259827,#778F70
-3.8589229814379866,13.457663743136465,#76916E
-4.410197693071985,15.380187135013102,#75946B
-4.961472404705983,17.30271052688974,#739669
-5.512747116339981,19.225233918766378,#729966
-6.0640218279739795,21.147757310643016,#719C63
-6.615296539607977,23.070280702519653,#6F9E61
-7.166571251241975,24.99280409439629,#6EA15E
-7.717845962875973,26.91532748627293,#6CA35C
-8.269120674509972,28.837850878149567,#6BA659
-8.82039538614397,30.760374270026205,#6AA857
-9.371670097777967,32.68289766190284,#68AB54
-9.922944809411966,34.60542105377948,#67AD52
-10.474219521045963,36.52794444565612,#66B04F
-11.025494232679963,38.450467837532756,#64B34D
-11.57676894431396,40.372991229409394,#63B54A
-12.128043655947959,42.29551462128603,#62B847
-12.679318367581956,44.21803801316267,#60BA45
-13.230593079215954,46.14056140503931,#5FBD42
-13.781867790849953,48.063084796915945,#5DBF40
-14.33314250248395,49.98560818879258,#5CC23D
-14.88441721411795,51.90813158066922,#5BC43B
-15.435691925751946,53.83065497254586,#59C738
-15.986966637385946,55.753178364422496,#58C936
-16.538241349019945,57.675701756299134,#57CC33
-17.089516060653942,59.59822514817577,#55CF30
-17.64079077228794,61.52074854005241,#54D12E
-18.192065483921937,63.44327193192905,#53D42B
-18.743340195555934,65.36579532380568,#51D629
-19.294614907189935,67.28831871568232,#50D926
-19.845889618823932,69.21084210755896,#4FDB24
-20.39716433045793,71.1333654994356,#4DDE21
-20.948439042091927,73.05588889131224,#4CE01F
-21.499713753725928,74.97841228318887,#4AE31C
-22.050988465359925,76.90093567506551,#49E619
-22.602263176993922,78.82345906694215,#48E817
-23.15353788862792,80.74598245881879,#46EB14
-23.704812600261917,82.66850585069542,#45ED12
-24.256087311895918,84.59102924257206,#44F00F
-24.807362023529915,86.5135526344487,#42F20D
-25.358636735163913,88.43607602632534,#41F50A
-25.90991144679791,90.35859941820198,#40F708
-26.461186158431907,92.28112281007861,#3EFA05
-27.012460870065908,94.20364620195525,#3DFC03
0,0,#808080
-0.6180339887498947,1.9021130325903073,#7E827D
-1.2360679774997894,3.8042260651806146,#7C857A
-1.854101966249684,5.706339097770922,#7B8778
-2.4721359549995787,7.608452130361229,#798A75
-3.0901699437494736,9.510565162951536,#788C73
-3.708203932499368,11.412678195541844,#768F70
-4.3262379212492625,13.314791228132151,#75916E
-4.944271909999157,15.216904260722458,#73946B
-5.562305898749052,17.119017293312766,#729669
-6.180339887498947,19.021130325903073,#709966
-6.798373876248841,20.92324335849338,#6F9C63
-7.416407864998736,22.825356391083687,#6D9E61
-8.03444185374863,24.727469423673995,#6CA15E
-8.652475842498525,26.629582456264302,#6AA35C
-9.27050983124842,28.53169548885461,#69A659
-9.888543819998315,30.433808521444917,#67A857
-10.50657780874821,32.335921554035224,#65AB54
-11.124611797498105,34.23803458662553,#64AD52
-11.742645786248,36.14014761921584,#62B04F
-12.360679774997894,38.042260651806146,#61B34D
-12.978713763747788,39.94437368439645,#5FB54A
-13.596747752497683,41.84648671698676,#5EB847
-14.214781741247577,43.74859974957707,#5CBA45
-14.832815729997472,45.650712782167375,#5BBD42
-15.450849718747367,47.55282581475768,#59BF40
-16.06888370749726,49.45493884734799,#58C23D
-16.686917696247157,51.3570518799383,#56C43B
-17.30495168499705,53.259164912528604,#55C738
-17.922985673746947,55.16127794511891,#53C936
-18.54101966249684,57.06339097770922,#52CC33
-19.159053651246737,58.965504010299526,#50CF30
-19.77708763999663,60.86761704288983,#4FD12E
-20.395121628746523,62.76973007548014,#4DD42B
-21.01315561749642,64.67184310807045,#4BD629
-21.631189606246313,66.57395614066075,#4AD926
-22.24922359499621,68.47606917325106,#48DB24
-22.867257583746103,70.37818220584137,#47DE21
-23.485291572496,72.28029523843168,#45E01F
-24.103325561245892,74.18240827102198,#44E31C
-24.72135954999579,76.08452130361229,#42E619
-25.339393538745682,77.9866343362026,#41E817
-25.957427527495575,79.8887473687929,#3FEB14
-26.575461516245472,81.79086040138321,#3EED12
-27.193495504995365,83.69297343397352,#3CF00F
-27.81152949374526,85.59508646656383,#3BF20D
-28.429563482495155,87.49719949915414,#39F50A
-29.04759747124505,89.39931253174444,#38F708
-29.665631459994945,91.30142556433475,#36FA05
-30.283665448744838,93.20353859692506,#35FC03
0,0,#808080
-0.6840402866513374,1.8793852415718169,#7E827D
-1.3680805733026749,3.7587704831436337,#7C857A
-2.0521208599540124,5.638155724715451,#7A8778
-2.7361611466053497,7.517540966287267,#798A75
-3.420201433256687,9.396926207859085,#778C73
-4.104241719908025,11.276311449430901,#758F70
-4.788282006559362,13.155696691002717,#74916E
-5.472322293210699,15.035081932574535,#72946B
-6.156362579862037,16.914467174146353,#709669
-6.840402866513374,18.79385241571817,#6F9966
-7.524443153164712,20.673237657289985,#6D9C63
-8.20848343981605,22.552622898861802,#6B9E61
-8.892523726467386,24.43200814043362,#69A15E
-9.576564013118723,26.311393382005434,#68A35C
-10.260604299770062,28.190778623577252,#66A659
-10.944644586421399,30.07016386514907,#64A857
-11.628684873072736,31.949549106720887,#63AB54
-12.312725159724074,33.828934348292705,#61AD52
-12.996765446375411,35.70831958986452,#5FB04F
-13.680805733026748,37.58770483143634,#5EB34D
-14.364846019678087,39.46709007300815,#5CB54A
-15.048886306329424,41.34647531457997,#5AB847
-15.73292659298076,43.22586055615179,#58BA45
-16.4169668796321,45.105245797723605,#57BD42
-17.101007166283434,46.98463103929542,#55BF40
-17.785047452934773,48.86401628086724,#53C23D
-18.46908773958611,50.74340152243906,#52C43B
-19.153128026237447,52.62278676401087,#50C738
-19.837168312888785,54.502172005582686,#4EC936
-20.521208599540124,56.381557247154504,#4DCC33
-21.20524888619146,58.26094248872632,#4BCF30
-21.889289172842798,60.14032773029814,#49D12E
-22.573329459494136,62.01971297186996,#47D42B
-23.25736974614547,63.899098213441775,#46D629
-23.94141003279681,65.77848345501359,#44D926
-24.62545031944815,67.65786869658541,#42DB24
-25.309490606099484,69.53725393815722,#41DE21
-25.993530892750822,71.41663917972905,#3FE01F
-26.67757117940216,73.29602442130086,#3DE31C
-27.361611466053496,75.17540966287268,#3CE619
-28.045651752704835,77.05479490444449,#3AE817
-28.729692039356173,78.9341801460163,#38EB14
-29.41373232600751,80.81356538758813,#36ED12
-30.097772612658847,82.69295062915994,#35F00F
-30.781812899310186,84.57233587073176,#33F20D
-31.46585318596152,86.45172111230357,#31F50A
-32.14989347261286,88.3311063538754,#30F708
-32.8339337592642,90.21049159544721,#2EFA05
-33.51797404591554,92.08987683701902,#2CFC03
0,0,#808080
-0.7492131868318241,1.8543677091335748,#7E827D
-1.4984263736636483,3.7087354182671497,#7C857A
-2.2476395604954726,5.5631031274007245,#7A8778
-2.9968527473272966,7.417470836534299,#788A75
-3.7460659341591205,9.271838545667874,#768C73
-4.495279120990945,11.126206254801449,#748F70
-5.244492307822769,12.980573963935024,#72916E
-5.993705494654593,14.834941673068599,#71946B
-6.742918681486417,16.689309382202175,#6F9669
-7.492131868318241,18.54367709133575,#6D9966
-8.241345055150065,20.39804480046932,#6B9C63
-8.99055824198189,22.252412509602898,#699E61
-9.739771428813714,24.106780218736475,#67A15E
-10.488984615645538,25.961147927870048,#65A35C
-11.238197802477362,27.81551563700362,#63A659
-11.987410989309186,29.669883346137198,#62A857
-12.73662417614101,31.524251055270774,#60AB54
-13.485837362972834,33.37861876440435,#5EAD52
-14.235050549804658,35.23298647353792,#5CB04F
-14.984263736636482,37.0873541826715,#5AB34D
-15.733476923468308,38.941721891805074,#58B54A
-16.48269011030013,40.79608960093864,#56B847
-17.231903297131954,42.65045731007222,#54BA45
-17.98111648396378,44.504825019205796,#53BD42
-18.730329670795605,46.35919272833937,#51BF40
-19.47954285762743,48.21356043747295,#4FC23D
-20.228756044459253,50.06792814660652,#4DC43B
-20.977969231291077,51.922295855740096,#4BC738
-21.7271824181229,53.77666356487367,#49C936
-22.476395604954725,55.63103127400724,#47CC33
-23.22560879178655,57.48539898314082,#46CF30
-23.974821978618372,59.339766692274395,#44D12E
-24.724035165450196,61.19413440140797,#42D42B
-25.47324835228202,63.04850211054155,#40D629
-26.222461539113844,64.90286981967512,#3ED926
-26.971674725945668,66.7572375288087,#3CDB24
-27.720887912777492,68.61160523794227,#3ADE21
-28.470101099609316,70.46597294707584,#38E01F
-29.21931428644114,72.32034065620942,#37E31C
-29.968527473272964,74.174708365343,#35E619
-30.71774066010479,76.02907607447656,#33E817
-31.466953846936615,77.88344378361015,#31EB14
-32.216167033768436,79.73781149274372,#2FED12
-32.96538022060026,81.59217920187729,#2DF00F
-33.71459340743208,83.44654691101087,#2BF20D
-34.46380659426391,85.30091462014444,#29F50A
-35.21301978109573,87.15528232927802,#28F708
-35.96223296792756,89.00965003841159,#26FA05
-36.711446154759386,90.86401774754516,#24FC03
0,0,#808080
-0.8134732861516005,1.8270909152852017,#7D827D
-1.626946572303201,3.6541818305704035,#7B857A
-2.440419858454802,5.481272745855605,#798778
-3.253893144606402,7.308363661140807,#778A75
-4.067366430758002,9.135454576426008,#758C73
-4.880839716909604,10.96254549171121,#738F70
-5.694313003061204,12.789636406996411,#71916E
-6.507786289212804,14.616727322281614,#6F946B
-7.3212595753644045,16.443818237566816,#6D9669
-8.134732861516005,18.270909152852017,#6B9966
-8.948206147667605,20.098000068137218,#699C63
-9.761679433819207,21.92509098342242,#679E61
-10.575152719970808,23.752181898707622,#65A15E
-11.388626006122408,25.579272813992823,#63A35C
-12.202099292274008,27.406363729278027,#61A659
-13.015572578425608,29.233454644563228,#5FA857
-13.829045864577209,31.06054555984843,#5DAB54
-14.642519150728809,32.88763647513363,#5BAD52
-15.45599243688041,34.71472739041883,#59B04F
-16.26946572303201,36.541818305704034,#57B34D
-17.08293900918361,38.36890922098924,#55B54A
-17.89641229533521,40.196000136274435,#53B847
-18.709885581486812,42.02309105155964,#51BA45
-19.523358867638414,43.85018196684484,#4FBD42
-20.336832153790013,45.67727288213004,#4DBF40
-21.150305439941615,47.504363797415245,#4AC23D
-21.963778726093214,49.33145471270045,#48C43B
-22.777252012244816,51.158545627985646,#46C738
-23.590725298396414,52.98563654327085,#44C936
-24.404198584548016,54.812727458556054,#42CC33
-25.217671870699615,56.63981837384125,#40CF30
-26.031145156851217,58.466909289126455,#3ED12E
-26.84461844300282,60.29400020441166,#3CD42B
-27.658091729154417,62.12109111969686,#3AD629
-28.47156501530602,63.94818203498206,#38D926
-29.285038301457618,65.77527295026727,#36DB24
-30.09851158760922,67.60236386555246,#34DE21
-30.91198487376082,69.42945478083766,#32E01F
-31.72545815991242,71.25654569612287,#30E31C
-32.53893144606402,73.08363661140807,#2EE619
-33.352404732215625,74.91072752669326,#2CE817
-34.16587801836722,76.73781844197848,#2AEB14
-34.97935130451882,78.56490935726367,#28ED12
-35.79282459067042,80.39200027254887,#26F00F
-36.606297876822026,82.21909118783408,#24F20D
-37.419771162973625,84.04618210311928,#22F50A
-38.23324444912522,85.87327301840448,#20F708
-39.04671773527683,87.70036393368969,#1EFA05
-39.86019102142843,89.52745484897488,#1CFC03
0,0,#808080
-0.876742293578155,1.7975880925983339,#7D827D
-1.75348458715631,3.5951761851966677,#7B857A
-2.6302268807344653,5.392764277795002,#798778
-3.50696917431262,7.190352370393335,#778A75
-4.383711467890775,8.98794046299167,#748C73
-5.260453761468931,10.785528555590004,#728F70
-6.137196055047085,12.583116648188337,#70916E
-7.01393834862524,14.38070474078667,#6E946B
-7.890680642203395,16.178292833385004,#6C9669
-8.76742293578155,17.97588092598334,#699966
-9.644165229359706,19.77346901858167,#679C63
-10.520907522937861,21.571057111180007,#659E61
-11.397649816516015,23.36864520377834,#63A15E
-12.27439211009417,25.166233296376674,#61A35C
-13.151134403672325,26.963821388975006,#5EA659
-14.02787669725048,28.76140948157334,#5CA857
-14.904618990828636,30.558997574171677,#5AAB54
-15.78136128440679,32.35658566677001,#58AD52
-16.658103577984946,34.15417375936834,#56B04F
-17.5348458715631,35.95176185196668,#53B34D
-18.411588165141257,37.74934994456501,#51B54A
-19.28833045871941,39.54693803716334,#4FB847
-20.165072752297565,41.344526129761675,#4DBA45
-21.041815045875722,43.142114222360014,#4ABD42
-21.918557339453876,44.939702314958346,#48BF40
-22.79529963303203,46.73729040755668,#46C23D
-23.672041926610184,48.53487850015502,#44C43B
-24.54878422018834,50.33246659275335,#42C738
-25.425526513766496,52.13005468535168,#3FC936
-26.30226880734465,53.92764277795001,#3DCC33
-27.179011100922807,55.72523087054835,#3BCF30
-28.05575339450096,57.52281896314668,#39D12E
-28.932495688079115,59.320407055745015,#37D42B
-29.809237981657272,61.117995148343354,#34D629
-30.685980275235426,62.915583240941686,#32D926
-31.56272256881358,64.71317133354002,#30DB24
-32.43946486239174,66.51075942613835,#2EDE21
-33.31620715596989,68.30834751873668,#2CE01F
-34.192949449548045,70.10593561133501,#29E31C
-35.0696917431262,71.90352370393336,#27E619
-35.94643403670435,73.70111179653169,#25E817
-36.823176330282514,75.49869988913002,#23EB14
-37.69991862386067,77.29628798172836,#20ED12
-38.57666091743882,79.09387607432669,#1EF00F
-39.453403211016976,80.89146416692502,#1CF20D
-40.33014550459513,82.68905225952335,#1AF50A
-41.206887798173284,84.4866403521217,#18F708
-42.083630091751445,86.28422844472003,#15FA05
-42.9603723853296,88.08181653731836,#13FC03
0,0,#808080
-0.9389431255717818,1.7658951857178538,#7D827D
-1.8778862511435637,3.5317903714357075,#7B857A
-2.8168293767153454,5.297685557153561,#788778
-3.7557725022871273,7.063580742871415,#768A75
-4.694715627858909,8.829475928589268,#748C73
-5.633658753430691,10.595371114307122,#718F70
-6.572601879002473,12.361266300024976,#6F916E
-7.511545004574255,14.12716148574283,#6C946B
-8.450488130146036,15.893056671460684,#6A9669
-9.389431255717819,17.658951857178536,#689966
-10.328374381289601,19.424847042896392,#659C63
-11.267317506861382,21.190742228614244,#639E61
-12.206260632433164,22.9566374143321,#61A15E
-13.145203758004946,24.722532600049952,#5EA35C
-14.084146883576727,26.488427785767808,#5CA659
-15.02309000914851,28.25432297148566,#59A857
-15.962033134720292,30.020218157203512,#57AB54
-16.900976260292072,31.786113342921368,#55AD52
-17.839919385863855,33.55200852863922,#52B04F
-18.778862511435637,35.31790371435707,#50B34D
-19.71780563700742,37.08379890007493,#4EB54A
-20.656748762579202,38.849694085792784,#4BB847
-21.59569188815098,40.615589271510636,#49BA45
-22.534635013722763,42.38148445722849,#46BD42
-23.473578139294546,44.14737964294634,#44BF40
-24.412521264866328,45.9132748286642,#42C23D
-25.35146439043811,47.67917001438205,#3FC43B
-26.290407516009893,49.445065200099904,#3DC738
-27.22935064158167,51.210960385817756,#3AC936
-28.168293767153454,52.976855571535616,#38CC33
-29.107236892725236,54.74275075725347,#36CF30
-30.04618001829702,56.50864594297132,#33D12E
-30.9851231438688,58.27454112868917,#31D42B
-31.924066269440583,60.040436314407025,#2FD629
-32.86300939501236,61.806331500124884,#2CD926
-33.801952520584145,63.572226685842736,#2ADB24
-34.74089564615593,65.33812187156059,#27DE21
-35.67983877172771,67.10401705727844,#25E01F
-36.61878189729949,68.86991224299629,#23E31C
-37.557725022871274,70.63580742871414,#20E619
-38.49666814844306,72.401702614432,#1EE817
-39.43561127401484,74.16759780014986,#1CEB14
-40.37455439958662,75.93349298586772,#19ED12
-41.313497525158404,77.69938817158557,#17F00F
-42.25244065073018,79.46528335730342,#14F20D
-43.19138377630196,81.23117854302127,#12F50A
-44.130326901873744,82.99707372873912,#10F708
-45.069270027445526,84.76296891445698,#0DFA05
-46.00821315301731,86.52886410017483,#0BFC03
0,0,#808080
-0.9999999999999996,1.7320508075688774,#7D827D
-1.9999999999999991,3.464101615137755,#7A857A
-2.9999999999999987,5.196152422706632,#788778
-3.9999999999999982,6.92820323027551,#758A75
-4.999999999999998,8.660254037844387,#738C73
-5.999999999999997,10.392304845413264,#708F70
-6.9999999999999964,12.124355652982143,#6E916E
-7.9999999999999964,13.85640646055102,#6B946B
-8.999999999999996,15.588457268119896,#699669
-9.999999999999996,17.320508075688775,#669966
-10.999999999999995,19.052558883257653,#639C63
-11.999999999999995,20.784609690826528,#619E61
-12.999999999999995,22.516660498395407,#5EA15E
-13.999999999999993,24.248711305964285,#5CA35C
-14.999999999999993,25.98076211353316,#59A659
-15.999999999999993,27.71281292110204,#57A857
-16.999999999999993,29.444863728670917,#54AB54
-17.999999999999993,31.176914536239792,#52AD52
-18.999999999999993,32.908965343808674,#4FB04F
-19.999999999999993,34.64101615137755,#4DB34D
-20.99999999999999,36.373066958946424,#4AB54A
-21.99999999999999,38.105117766515306,#47B847
-22.99999999999999,39.83716857408418,#45BA45
-23.99999999999999,41.569219381653056,#42BD42
-24.99999999999999,43.30127018922194,#40BF40
-25.99999999999999,45.03332099679081,#3DC23D
-26.99999999999999,46.76537180435969,#3BC43B
-27.999999999999986,48.49742261192857,#38C738
-28.999999999999986,50.229473419497445,#36C936
-29.999999999999986,51.96152422706632,#33CC33
-30.999999999999986,53.6935750346352,#30CF30
-31.999999999999986,55.42562584220408,#2ED12E
-32.999999999999986,57.15767664977295,#2BD42B
-33.999999999999986,58.889727457341834,#29D629
-34.999999999999986,60.62177826491071,#26D926
-35.999999999999986,62.353829072479584,#24DB24
-36.999999999999986,64.08587988004847,#21DE21
-37.999999999999986,65.81793068761735,#1FE01F
-38.999999999999986,67.54998149518622,#1CE31C
-39.999999999999986,69.2820323027551,#19E619
-40.99999999999998,71.01408311032398,#17E817
-41.99999999999998,72.74613391789285,#14EB14
-42.99999999999998,74.47818472546173,#12ED12
-43.99999999999998,76.21023553303061,#0FF00F
-44.99999999999998,77.94228634059948,#0DF20D
-45.99999999999998,79.67433714816836,#0AF50A
-46.99999999999998,81.40638795573724,#08F708
-47.99999999999998,83.13843876330611,#05FA05
-48.99999999999998,84.870489570875,#03FC03
0,0,#808080
-1.0598385284664096,1.6960961923128521,#7D827D
-2.119677056932819,3.3921923846257043,#7A857B
-3.179515585399229,5.088288576938556,#788778
-4.239354113865638,6.7843847692514085,#758A76
-5.299192642332048,8.480480961564261,#738C74
-6.359031170798458,10.176577153877112,#708F71
-7.418869699264867,11.872673346189965,#6E916F
-8.478708227731277,13.568769538502817,#6B946C
-9.538546756197686,15.26486573081567,#69966A
-10.598385284664095,16.960961923128522,#669968
-11.658223813130505,18.657058115441373,#639C65
-12.718062341596916,20.353154307754224,#619E63
-13.777900870063325,22.049250500067078,#5EA161
-14.837739398529735,23.74534669237993,#5CA35E
-15.897577926996144,25.441442884692783,#59A65C
-16.957416455462553,27.137539077005634,#57A859
-18.017254983928964,28.833635269318485,#54AB57
-19.077093512395372,30.52973146163134,#52AD55
-20.136932040861783,32.225827653944194,#4FB052
-21.19677056932819,33.921923846257044,#4DB350
-22.256609097794602,35.618020038569895,#4AB54E
-23.31644762626101,37.314116230882746,#47B84B
-24.37628615472742,39.0102124231956,#45BA49
-25.43612468319383,40.70630861550845,#42BD46
-26.49596321166024,42.402404807821306,#40BF44
-27.55580174012665,44.098501000134156,#3DC242
-28.615640268593058,45.79459719244701,#3BC43F
-29.67547879705947,47.49069338475986,#38C73D
-30.735317325525877,49.18678957707271,#36C93A
-31.795155853992288,50.88288576938557,#33CC38
-32.8549943824587,52.57898196169842,#30CF36
-33.91483291092511,54.27507815401127,#2ED133
-34.974671439391514,55.97117434632412,#2BD431
-36.03450996785793,57.66727053863697,#29D62F
-37.094348496324336,59.36336673094983,#26D92C
-38.154187024790744,61.05946292326268,#24DB2A
-39.21402555325715,62.75555911557553,#21DE27
-40.273864081723566,64.45165530788839,#1FE025
-41.333702610189974,66.14775150020124,#1CE323
-42.39354113865638,67.84384769251409,#19E620
-43.453379667122796,69.53994388482694,#17E81E
-44.513218195589204,71.23604007713979,#14EB1C
-45.57305672405561,72.93213626945264,#12ED19
-46.63289525252202,74.62823246176549,#0FF017
-47.69273378098843,76.32432865407834,#0DF214
-48.75257230945484,78.0204248463912,#0AF512
-49.81241083792125,79.71652103870404,#08F710
-50.87224936638766,81.4126172310169,#05FA0D
-51.93208789485407,83.10871342332976,#03FC0B
0,0,#808080
-1.1183858069414934,1.6580751451100835,#7D827D
-2.2367716138829867,3.316150290220167,#7A857B
-3.3551574208244803,4.974225435330251,#788779
-4.4735432277659735,6.632300580440334,#758A77
-5.591929034707467,8.290375725550417,#738C74
-6.710314841648961,9.948450870660501,#708F72
-7.828700648590454,11.606526015770584,#6E9170
-8.947086455531947,13.264601160880668,#6B946E
-10.06547226247344,14.922676305990752,#69966C
-11.183858069414933,16.580751451100834,#669969
-12.302243876356426,18.238826596210917,#639C67
-13.420629683297921,19.896901741321003,#619E65
-14.539015490239414,21.554976886431085,#5EA163
-15.657401297180908,23.213052031541167,#5CA361
-16.7757871041224,24.871127176651253,#59A65E
-17.894172911063894,26.529202321761336,#57A85C
-19.012558718005387,28.187277466871418,#54AB5A
-20.13094452494688,29.845352611981504,#52AD58
-21.249330331888373,31.503427757091586,#4FB056
-22.367716138829866,33.16150290220167,#4DB353
-23.48610194577136,34.81957804731175,#4AB551
-24.604487752712853,36.47765319242183,#47B84F
-25.722873559654346,38.13572833753192,#45BA4D
-26.841259366595843,39.793803482642005,#42BD4A
-27.959645173537336,41.45187862775209,#40BF48
-29.07803098047883,43.10995377286217,#3DC246
-30.196416787420322,44.76802891797225,#3BC444
-31.314802594361815,46.426104063082335,#38C742
-32.433188401303305,48.084179208192424,#36C93F
-33.5515742082448,49.742254353302506,#33CC3D
-34.66996001518629,51.40032949841259,#30CF3B
-35.78834582212779,53.05840464352267,#2ED139
-36.906731629069284,54.71647978863275,#2BD437
-38.025117436010774,56.374554933742836,#29D634
-39.14350324295227,58.03263007885292,#26D932
-40.26188904989376,59.69070522396301,#24DB30
-41.38027485683526,61.34878036907309,#21DE2E
-42.49866066377675,63.00685551418317,#1FE02C
-43.61704647071824,64.66493065929326,#1CE329
-44.73543227765973,66.32300580440334,#19E627
-45.85381808460123,67.98108094951343,#17E825
-46.97220389154272,69.6391560946235,#14EB23
-48.090589698484216,71.29723123973359,#12ED20
-49.208975505425705,72.95530638484367,#0FF01E
-50.3273613123672,74.61338152995376,#0DF21C
-51.44574711930869,76.27145667506385,#0AF51A
-52.56413292625019,77.92953182017392,#08F718
-53.682518733191685,79.58760696528401,#05FA15
-54.800904540133175,81.24568211039409,#03FC13
0,0,#808080
-1.175570504584946,1.618033988749895,#7D827D
-2.351141009169892,3.23606797749979,#7A857B
-3.5267115137548384,4.854101966249685,#788779
-4.702282018339784,6.47213595499958,#758A77
-5.87785252292473,8.090169943749475,#738C75
-7.053423027509677,9.70820393249937,#708F73
-8.228993532094622,11.326237921249264,#6E9171
-9.404564036679568,12.94427190999916,#6B946F
-10.580134541264515,14.562305898749054,#69966D
-11.75570504584946,16.18033988749895,#66996B
-12.931275550434407,17.798373876248846,#639C69
-14.106846055019354,19.41640786499874,#619E67
-15.282416559604298,21.034441853748632,#5EA165
-16.457987064189243,22.65247584249853,#5CA363
-17.63355756877419,24.270509831248425,#59A661
-18.809128073359137,25.88854381999832,#57A85F
-19.984698577944084,27.50657780874821,#54AB5D
-21.16026908252903,29.12461179749811,#52AD5B
-22.335839587113973,30.742645786248005,#4FB059
-23.51141009169892,32.3606797749979,#4DB357
-24.686980596283867,33.97871376374779,#4AB555
-25.862551100868814,35.59674775249769,#47B853
-27.03812160545376,37.214781741247585,#45BA51
-28.213692110038707,38.83281572999748,#42BD4F
-29.38926261462365,40.45084971874737,#40BF4D
-30.564833119208597,42.068883707497264,#3DC24A
-31.740403623793544,43.686917696247164,#3BC448
-32.91597412837849,45.30495168499706,#38C746
-34.09154463296343,46.92298567374695,#36C944
-35.26711513754838,48.54101966249685,#33CC42
-36.44268564213333,50.159053651246744,#30CF40
-37.618256146718274,51.77708763999664,#2ED13E
-38.79382665130322,53.39512162874653,#2BD43C
-39.96939715588817,55.01315561749642,#29D63A
-41.144967660473114,56.63118960624632,#26D938
-42.32053816505806,58.24922359499622,#24DB36
-43.49610866964301,59.86725758374611,#21DE34
-44.67167917422795,61.48529157249601,#1FE032
-45.847249678812894,63.1033255612459,#1CE330
-47.02282018339784,64.7213595499958,#19E62E
-48.19839068798279,66.3393935387457,#17E82C
-49.373961192567734,67.95742752749558,#14EB2A
-50.54953169715268,69.57546151624548,#12ED28
-51.72510220173763,71.19349550499538,#0FF026
-52.900672706322574,72.81152949374527,#0DF224
-54.07624321090752,74.42956348249517,#0AF522
-55.25181371549247,76.04759747124506,#08F720
-56.427384220077414,77.66563145999496,#05FA1E
-57.602954724662354,79.28366544874486,#03FC1C
0,0,#808080
-1.2313229506513166,1.576021507213444,#7D827E
-2.462645901302633,3.152043014426888,#7A857C
-3.69396885195395,4.7280645216403325,#78877A
-4.925291802605266,6.304086028853776,#758A78
-6.156614753256583,7.88010753606722,#738C76
-7.3879377039079,9.456129043280665,#708F74
-8.619260654559216,11.032150550494109,#6E9172
-9.850583605210533,12.608172057707552,#6B9471
-11.081906555861849,14.184193564920996,#69966F
-12.313229506513165,15.76021507213444,#66996D
-13.544552457164482,17.336236579347883,#639C6B
-14.7758754078158,18.91225808656133,#619E69
-16.007198358467114,20.488279593774774,#5EA167
-17.238521309118433,22.064301100988217,#5CA365
-18.469844259769747,23.64032260820166,#59A663
-19.701167210421065,25.216344115415104,#57A862
-20.932490161072383,26.792365622628548,#54AB60
-22.163813111723698,28.36838712984199,#52AD5E
-23.395136062375016,29.944408637055435,#4FB05C
-24.62645901302633,31.52043014426888,#4DB35A
-25.85778196367765,33.096451651482326,#4AB558
-27.089104914328964,34.672473158695766,#47B856
-28.32042786498028,36.24849466590921,#45BA54
-29.5517508156316,37.82451617312266,#42BD53
-30.783073766282914,39.4005376803361,#40BF51
-32.01439671693423,40.97655918754955,#3DC24F
-33.24571966758555,42.55258069476299,#3BC44D
-34.477042618236865,44.128602201976435,#38C74B
-35.70836556888818,45.704623709189875,#36C949
-36.939688519539494,47.28064521640332,#33CC47
-38.17101147019081,48.85666672361676,#30CF46
-39.40233442084213,50.43268823083021,#2ED144
-40.63365737149345,52.008709738043656,#2BD442
-41.86498032214477,53.584731245257096,#29D640
-43.09630327279608,55.16075275247054,#26D93E
-44.327626223447396,56.73677425968398,#24DB3C
-45.558949174098714,58.31279576689743,#21DE3A
-46.79027212475003,59.88881727411087,#1FE038
-48.02159507540134,61.46483878132432,#1CE337
-49.25291802605266,63.04086028853776,#19E635
