param,value,prob
4,0.31781837544460534,-6.907755278982137
5,0.380819274449835,-6.907755278982137
6,0.20732268759414352,-6.907755278982137
7,0.10790645919507418,-6.907755278982137
blueSquare1,0.7307052647432978,-6.907755278982137
blueSquare2,0.8935517032144279,-6.907755278982137
2,0.24782516114170935,-6.907755278982137
3,0.4743336694046122,-6.907755278982137
4,0.25192096880159043,-6.907755278982137
5,0.15641114193758346,-6.907755278982137
6,0.3838284908114894,-6.907755278982137
7,0.30064453880753983,-6.907755278982137
blueSquare1,0.613837877697557,-6.907755278982137
blueSquare2,0.863378182927189,-6.907755278982137
2,0.2565762480478575,-6.907755278982137
3,0.3479572009810877,-6.907755278982137
4,0.23956432712715806,-6.907755278982137
5,0.16205748334924983,-6.907755278982137
6,0.46954157478526515,-6.907755278982137
7,0.31976901672216484,-6.907755278982137
blueSquare1,0.7887136578011388,-6.907755278982137
blueSquare2,0.9034840778093302,-6.907755278982137
2,0.21928405202295725,-6.907755278982137
3,0.1905112364826263,-6.907755278982137
4,0.3407760976291794,-6.907755278982137
5,0.2716673863339956,-6.907755278982137
6,0.14127643900208844,-6.907755278982137
7,0.3875132395724486,-6.907755278982137
blueSquare1,0.8713521796108047,-6.907755278982137
blueSquare2,0.863598542218689,-6.907755278982137
2,0.14418773311640978,-6.907755278982137
3,0.5601581678360763,-6.907755278982137
4,0.45542509716751156,-6.907755278982137
5,0.2345751833017054,-6.907755278982137
6,0.2625022653185025,-6.907755278982137
7,0.6458168591988002,-6.907755278982137
blueSquare1,0.7442718264575804,-6.907755278982137
blueSquare2,0.7624392358580238,-6.907755278982137
2,0.5325922472884035,-6.907755278982137
3,0.4692848789669932,-6.907755278982137
4,0.4315642307956929,-6.907755278982137
5,0.45502015842508603,-6.907755278982137
6,0.16605592485363735,-6.907755278982137
7,0.32002409213830546,-6.907755278982137
blueSquare1,0.4248030618579486,-6.907755278982137
blueSquare2,0.8381787926541284,-6.907755278982137
2,0.12764508356733292,-6.907755278982137
3,0.44494176149274406,-6.907755278982137
4,0.44757106001730923,-6.907755278982137
5,0.3451780948386022,-6.907755278982137
6,0.1934845077252055,-6.907755278982137
7,0.26729366154047896,-6.907755278982137
blueSquare1,0.6389577908969333,-6.907755278982137
blueSquare2,0.7918752755250713,-6.907755278982137
2,0.5352205911160675,-6.907755278982137
3,0.2988141637530578,-6.907755278982137
4,0.4356579164975612,-6.907755278982137
5,0.16289102946233433,-6.907755278982137
6,0.34803606561122125,-6.907755278982137
7,0.622120474662818,-6.907755278982137
blueSquare1,0.5986134862565944,-6.907755278982137
blueSquare2,0.8542872247731661,-6.907755278982137
2,0.23366661857106694,-6.907755278982137
3,0.3412533391403686,-6.907755278982137
4,0.7924600623776243,-6.907755278982137
5,0.1410319901099926,-6.907755278982137
6,0.3811211231035989,-6.907755278982137
7,0.541583901161249,-6.907755278982137
blueSquare1,0.48582819571935004,-6.907755278982137
blueSquare2,0.87454357891425,-6.907755278982137
2,0.15608925811952518,-6.907755278982137
3,0.7822872326088393,-6.907755278982137
4,0.20028079076435554,-6.907755278982137
5,0.40942923382526464,-6.907755278982137
6,0.4089847975857681,-6.907755278982137
7,0.33767407686802253,-6.907755278982137
blueSquare1,0.7189272522427943,-6.907755278982137
blueSquare2,0.9244037118266353,-6.907755278982137
2,0.3325540185226474,-6.907755278982137
3,0.5927865554415763,-6.907755278982137
4,0.7353126990149635,-6.907755278982137
5,0.42276742015494784,-6.907755278982137
6,0.6059767268048296,-6.907755278982137
7,0.21105255947262555,-6.907755278982137
blueSquare1,0.7138103279540802,-6.907755278982137
blueSquare2,0.7860451615436155,-6.907755278982137
2,0.4194035321829314,-6.907755278982137
3,0.16924541118892533,-6.907755278982137
4,0.23763048436156434,-6.907755278982137
5,0.38318367097889017,-6.907755278982137
6,0.04261472962296231,-6.907755278982137
7,0.19319361491365541,-6.907755278982137
blueSquare1,0.7537736742305843,-6.907755278982137
blueSquare2,0.9288173846568714,-6.907755278982137
2,0.7025656569068983,-6.907755278982137
3,0.3951214020410435,-6.907755278982137
4,0.10613756124311406,-6.907755278982137
5,0.4168330241867642,-6.907755278982137
6,0.5757100509317326,-6.907755278982137
7,0.41524297291037454,-6.907755278982137
blueSquare1,0.637938972091643,-6.907755278982137
blueSquare2,0.853786503481861,-6.907755278982137
2,0.23390384851921608,-6.907755278982137
3,0.2756037387630206,-6.907755278982137
4,0.45511132203874055,-6.907755278982137
5,0.6914578267671881,-6.907755278982137
6,0.44353167204150457,-6.907755278982137
7,0.5856615108304212,-6.907755278982137
blueSquare1,0.6020336262640055,-6.907755278982137
blueSquare2,0.9249211293139936,-6.907755278982137
2,0.174745873699192,-6.907755278982137
3,0.17700965280645062,-6.907755278982137
4,0.26715303135183976,-6.907755278982137
5,0.27228378391564556,-6.907755278982137
6,0.3222375590474935,-6.907755278982137
7,0.623631660282508,-6.907755278982137
blueSquare1,0.7657232813911427,-6.907755278982137
blueSquare2,0.8636532707582505,-6.907755278982137
2,0.23201855671009666,-6.907755278982137
3,0.5056710486964522,-6.907755278982137
4,0.2929985072666112,-6.907755278982137
5,0.3998883240170131,-6.907755278982137
6,0.3809848488823722,-6.907755278982137
7,0.2714981673583309,-6.907755278982137
blueSquare1,0.7210758814101135,-6.907755278982137
blueSquare2,0.7095643383610873,-6.907755278982137
2,0.2320191238769902,-6.907755278982137
3,0.10482711085489901,-6.907755278982137
4,0.1196660768032317,-6.907755278982137
5,0.32067019759918597,-6.907755278982137
6,0.12386527998880315,-6.907755278982137
7,0.41824376024602944,-6.907755278982137
blueSquare1,0.555192464845455,-6.907755278982137
blueSquare2,0.7572515564841543,-6.907755278982137
2,0.24434038067056194,-6.907755278982137
3,0.28005628425504075,-6.907755278982137
4,0.3867548890474026,-6.907755278982137
5,0.07834056391234634,-6.907755278982137
6,0.36741202911385473,-6.907755278982137
7,0.24512279594104563,-6.907755278982137
blueSquare1,0.7369923639833809,-6.907755278982137
blueSquare2,0.7918477446712137,-6.907755278982137
2,0.3435477444425527,-6.907755278982137
3,0.3902457248378354,-6.907755278982137
4,0.3854942659244031,-6.907755278982137
5,0.38285180223914955,-6.907755278982137
6,0.7032620400681697,-6.907755278982137
7,0.30200968457356436,-6.907755278982137
blueSquare1,0.9159299620514425,-6.907755278982137
blueSquare2,0.9139263639632852,-6.907755278982137
2,0.20212337470268021,-6.907755278982137
3,0.6474102811662257,-6.907755278982137
4,0.4058918275718594,-6.907755278982137
5,0.24715015587005335,-6.907755278982137
6,0.25540913889348815,-6.907755278982137
7,0.37558552263473594,-6.907755278982137
blueSquare1,0.4521986902312721,-6.907755278982137
blueSquare2,0.9266776387072467,-6.907755278982137
2,0.5072920193946154,-6.907755278982137
3,0.11822913409983232,-6.907755278982137
4,0.36381082370475215,-6.907755278982137
5,0.13729580170025543,-6.907755278982137
6,0.6013683684754042,-6.907755278982137
7,0.33684990314572755,-6.907755278982137
blueSquare1,0.8219645692892331,-6.907755278982137
blueSquare2,0.7923347623616935,-6.907755278982137
2,0.4109569211629758,-6.907755278982137
3,0.5256536804847963,-6.907755278982137
4,0.6172742749210931,-6.907755278982137
5,0.13352198529684958,-6.907755278982137
6,0.335687458265192,-6.907755278982137
7,0.10621229158204996,-6.907755278982137
blueSquare1,0.7268372113074734,-6.907755278982137
blueSquare2,0.8146978266647059,-6.907755278982137
2,0.30695359536586286,-6.907755278982137
3,0.24495338034512215,-6.907755278982137
4,0.4218470972916817,-6.907755278982137
5,0.23114595598116242,-6.907755278982137
6,0.465883561603754,-6.907755278982137
7,0.21364700292673378,-6.907755278982137
blueSquare1,0.7627319890622647,-6.907755278982137
blueSquare2,0.9195156770417674,-6.907755278982137
2,0.3260591391205072,-6.907755278982137
3,0.2707690184371149,-6.907755278982137
4,0.39361229989672464,-6.907755278982137
5,0.4377639669945826,-6.907755278982137
6,0.24918560410668486,-6.907755278982137
7,0.16898806939581223,-6.907755278982137
blueSquare1,0.9053586817503988,-6.907755278982137
blueSquare2,0.8331239283132793,-6.907755278982137
2,0.31938869907015005,-6.907755278982137
3,0.36509915530071896,-6.907755278982137
4,0.3638198290032442,-6.907755278982137
5,0.49115054230111127,-6.907755278982137
6,0.2950793980327981,-6.907755278982137
7,0.3399289636155243,-6.907755278982137
blueSquare1,0.8704250998341762,-6.907755278982137
blueSquare2,0.7785406445492118,-6.907755278982137
2,0.2874841982152866,-6.907755278982137
3,0.3805992641624784,-6.907755278982137
4,0.08853224909458789,-6.907755278982137
5,0.07441310486768915,-6.907755278982137
6,0.3097126789818355,-6.907755278982137
7,0.35469146347054953,-6.907755278982137
blueSquare1,0.5709635467541297,-6.907755278982137
blueSquare2,0.7425133945472958,-6.907755278982137
2,0.43571400245970904,-6.907755278982137
3,0.4646818959322912,-6.907755278982137
4,0.421915975669527,-6.907755278982137
5,0.19122906751382493,-6.907755278982137
6,0.4531704748135271,-6.907755278982137
7,0.207999918757334,-6.907755278982137
blueSquare1,0.8978630273426096,-6.907755278982137
blueSquare2,0.7986629670284817,-6.907755278982137
2,0.1213661433680489,-6.907755278982137
3,0.42982699723652745,-6.907755278982137
4,0.37958652627320166,-6.907755278982137
5,0.3294670608817992,-6.907755278982137
6,0.3270297458876548,-6.907755278982137
7,0.30276051538364,-6.907755278982137
blueSquare1,0.6683472016562579,-6.907755278982137
blueSquare2,0.867203948926061,-6.907755278982137
2,0.5702957789021704,-6.907755278982137
3,0.4687334986870781,-6.907755278982137
4,0.20932508665755406,-6.907755278982137
5,0.19773522493632634,-6.907755278982137
6,0.20358929927976208,-6.907755278982137
7,0.12323803787576504,-6.907755278982137
blueSquare1,0.6811771977881579,-6.907755278982137
blueSquare2,0.7353006182166668,-6.907755278982137
2,0.3869860523779909,-6.907755278982137
3,0.32900595260326,-6.907755278982137
4,0.36306874724134997,-6.907755278982137
5,0.5222459754126006,-6.907755278982137
6,0.23330729809625628,-6.907755278982137
7,0.48354247732004435,-6.907755278982137
blueSquare1,0.5786269383527978,-6.907755278982137
blueSquare2,0.8554655946928725,-6.907755278982137
2,0.20264048753199693,-6.907755278982137
3,0.3473559814510766,-6.907755278982137
4,0.3243244728059034,-6.907755278982137
5,0.4900468143648318,-6.907755278982137
6,0.41143568596091434,-6.907755278982137
7,0.2898836302962808,-6.907755278982137
blueSquare1,0.6781251458605889,-6.907755278982137
blueSquare2,0.8968092799126585,-6.907755278982137
2,0.2607250955404955,-6.907755278982137
3,0.5038697267004995,-6.907755278982137
4,0.039347895000341464,-6.907755278982137
5,0.5137403068038358,-6.907755278982137
6,0.45192332347037695,-6.907755278982137
7,0.4118631788380294,-6.907755278982137
blueSquare1,0.6157913272969544,-6.907755278982137
blueSquare2,0.6816169303551847,-6.907755278982137
2,0.3391804137539518,-6.907755278982137
3,0.8174094444118825,-6.907755278982137
4,0.4518537818045111,-6.907755278982137
5,0.3020307456759527,-6.907755278982137
6,0.5557659572571229,-6.907755278982137
7,0.4082718126349796,-6.907755278982137
blueSquare1,0.5464965379473122,-6.907755278982137
blueSquare2,0.8621118406025038,-6.907755278982137
2,0.22850152793999406,-6.907755278982137
3,0.2838886151812997,-6.907755278982137
4,0.6315280930266108,-6.907755278982137
5,0.5920063451384905,-6.907755278982137
6,0.3850701163937858,-6.907755278982137
7,0.1077111973326346,-6.907755278982137
blueSquare1,0.790427834606429,-6.907755278982137
blueSquare2,0.7484707256506887,-6.907755278982137
2,0.6355311116525844,-6.907755278982137
3,0.5059346729490596,-6.907755278982137
4,0.19171990251987733,-6.907755278982137
5,0.4247865666786611,-6.907755278982137
6,0.16157188302000766,-6.907755278982137
7,0.02754410355198675,-6.907755278982137
blueSquare1,0.6343043012191184,-6.907755278982137
blueSquare2,0.8242771797892193,-6.907755278982137
2,0.5163551922059979,-6.907755278982137
3,0.3290832558932547,-6.907755278982137
4,0.2926091835927352,-6.907755278982137
5,0.717975404484988,-6.907755278982137
6,0.5398775888970193,-6.907755278982137
7,0.27895703557577883,-6.907755278982137
blueSquare1,0.5012304061898276,-6.907755278982137
blueSquare2,0.8533886085445077,-6.907755278982137
2,0.5135471985406287,-6.907755278982137
3,0.547320536205095,-6.907755278982137
4,0.30395006470958374,-6.907755278982137
5,0.17101828499182983,-6.907755278982137
6,0.4084323076233107,-6.907755278982137
7,0.23553178920098755,-6.907755278982137
blueSquare1,0.5270195837154108,-6.907755278982137
blueSquare2,0.8558916959000924,-6.907755278982137
2,0.3680556844816919,-6.907755278982137
3,0.6432271197445614,-6.907755278982137
4,0.5252417523195901,-6.907755278982137
5,0.14495355015874367,-6.907755278982137
6,0.5892647641268942,-6.907755278982137
7,0.3874807630948016,-6.907755278982137
blueSquare1,0.7503646154431951,-6.907755278982137
blueSquare2,0.9353004620952984,-6.907755278982137
2,0.15148148764325156,-6.907755278982137
3,0.5536508786930446,-6.907755278982137
4,0.4887739360200832,-6.907755278982137
5,0.1951796466153847,-6.907755278982137
6,0.2741109614291381,-6.907755278982137
7,0.2541784277153896,-6.907755278982137
blueSquare1,0.18895814330991265,-6.907755278982137
blueSquare2,0.7812704819867301,-6.907755278982137
2,0.2995808618345624,-6.907755278982137
3,0.5335602637867384,-6.907755278982137
4,0.1119124248992271,-6.907755278982137
5,0.3354915483282081,-6.907755278982137
6,0.4159225721833914,-6.907755278982137
7,0.6729942814704055,-6.907755278982137
blueSquare1,0.5148377553254998,-6.907755278982137
blueSquare2,0.9408086379008543,-6.907755278982137
2,0.3262018164651102,-6.907755278982137
3,0.5598813258608923,-6.907755278982137
4,0.19441994914507948,-6.907755278982137
5,0.2973736793361496,-6.907755278982137
6,0.6181659025338105,-6.907755278982137
7,0.2912604682272022,-6.907755278982137
blueSquare1,0.6870557319795334,-6.907755278982137
blueSquare2,0.7504705170936611,-6.907755278982137
2,0.16378724172059805,-6.907755278982137
3,0.32628759036881816,-6.907755278982137
4,0.4399775203064621,-6.907755278982137
5,0.1107045308532806,-6.907755278982137
6,0.4346356207869535,-6.907755278982137
7,0.17222719497389244,-6.907755278982137
blueSquare1,0.5952555710689572,-6.907755278982137
blueSquare2,0.9004086587705542,-6.907755278982137
2,0.2178668353608275,-6.907755278982137
3,0.49326846611603165,-6.907755278982137
4,0.4927372973904145,-6.907755278982137
5,0.2160677488775875,-6.907755278982137
6,0.22413036820809298,-6.907755278982137
7,0.19726633900297993,-6.907755278982137
blueSquare1,0.8120747565857348,-6.907755278982137
blueSquare2,0.9249087994716951,-6.907755278982137
2,0.5387574553646023,-6.907755278982137
3,0.3510290594824838,-6.907755278982137
4,0.3738843432190525,-6.907755278982137
5,0.26935664347226823,-6.907755278982137
6,0.15220792121273724,-6.907755278982137
7,0.36760380529435654,-6.907755278982137
blueSquare1,0.8170558662797309,-6.907755278982137
blueSquare2,0.9305305549938931,-6.907755278982137
2,0.36289832690846835,-6.907755278982137
3,0.266365814900884,-6.907755278982137
4,0.29212905870400524,-6.907755278982137
5,0.1366498023282628,-6.907755278982137
6,0.6669124479209152,-6.907755278982137
7,0.1017293529448511,-6.907755278982137
blueSquare1,0.7666091622988823,-6.907755278982137
blueSquare2,0.8754948958635905,-6.907755278982137
2,0.37654024181827517,-6.907755278982137
3,0.13304578499986755,-6.907755278982137
4,0.2751204313252433,-6.907755278982137
5,0.18976852689882917,-6.907755278982137
6,0.0960295253004818,-6.907755278982137
7,0.4118372845413659,-6.907755278982137
blueSquare1,0.6945039413707909,-6.907755278982137
blueSquare2,0.8580115646879162,-6.907755278982137
2,0.2366541980131139,-6.907755278982137
3,0.47963227602301456,-6.907755278982137
4,0.3462089835935567,-6.907755278982137
5,0.3302763336829068,-6.907755278982137
6,0.17194425620073167,-6.907755278982137
7,0.28297800268061574,-6.907755278982137
blueSquare1,0.7318564479446178,-6.907755278982137
blueSquare2,0.844887820864753,-6.907755278982137
2,0.2707676313273034,-6.907755278982137
3,0.12841566284761508,-6.907755278982137
4,0.557066965991864,-6.907755278982137
5,0.3839668591914627,-6.907755278982137
6,0.3575583341806821,-6.907755278982137
7,0.1884964267417873,-6.907755278982137
blueSquare1,0.7540389727422686,-6.907755278982137
blueSquare2,0.9275407381653668,-6.907755278982137
2,0.40917369104481655,-6.907755278982137
3,0.6517825616317486,-6.907755278982137
4,0.24712281977761927,-6.907755278982137
5,0.6045064593607606,-6.907755278982137
6,0.42320305280961606,-6.907755278982137
7,0.21135880835084805,-6.907755278982137
blueSquare1,0.8293684307383786,-6.907755278982137
blueSquare2,0.8954762569163367,-6.907755278982137
2,0.494661410648401,-6.907755278982137
3,0.13434179456046474,-6.907755278982137
4,0.3579136916863616,-6.907755278982137
5,0.2700298602308361,-6.907755278982137
6,0.5560238488403736,-6.907755278982137
7,0.09581129503884335,-6.907755278982137
blueSquare1,0.84374678842459,-6.907755278982137
blueSquare2,0.9404789856222899,-6.907755278982137
2,0.11677920740931287,-6.907755278982137
3,0.4572432773861478,-6.907755278982137
4,0.19336224704829336,-6.907755278982137
5,0.33174901573020227,-6.907755278982137
6,0.35183756950862516,-6.907755278982137
7,0.20988397057193997,-6.907755278982137
blueSquare1,0.6903568931557325,-6.907755278982137
blueSquare2,0.9031593626375531,-6.907755278982137
2,0.23499132266856537,-6.907755278982137
3,0.22116236202487616,-6.907755278982137
4,0.44721352109336765,-6.907755278982137
5,0.2958687533807861,-6.907755278982137
6,0.3092726040175418,-6.907755278982137
7,0.1525525578910666,-6.907755278982137
blueSquare1,0.6349317737927954,-6.907755278982137
blueSquare2,0.8369412094073507,-6.907755278982137
2,0.34965183955775847,-6.907755278982137
3,0.4169478091777717,-6.907755278982137
4,0.336279007841742,-6.907755278982137
5,0.11398833261048184,-6.907755278982137
6,0.4169055641392748,-6.907755278982137
7,0.44995095117249234,-6.907755278982137
blueSquare1,0.8170419249437264,-6.907755278982137
blueSquare2,0.9536415058895256,-6.907755278982137
2,0.3260868180555423,-6.907755278982137
3,0.47239536342448235,-6.907755278982137
4,0.4487454120484429,-6.907755278982137
5,0.5240576736395485,-6.907755278982137
6,0.326034223095397,-6.907755278982137
7,0.23342985131646155,-6.907755278982137
blueSquare1,0.6895569249101372,-6.907755278982137
blueSquare2,0.8412865864501864,-6.907755278982137
2,0.15799221626890414,-6.907755278982137
3,0.19181249414427695,-6.907755278982137
4,0.40917939328508723,-6.907755278982137
5,0.2505911809513678,-6.907755278982137
6,0.28936766282279475,-6.907755278982137
7,0.19611418062409855,-6.907755278982137
blueSquare1,0.8018427018541294,-6.907755278982137
blueSquare2,0.8844932749342788,-6.907755278982137
2,0.46034532724648414,-6.907755278982137
3,0.16990274981440645,-6.907755278982137
4,0.559389552106461,-6.907755278982137
5,0.3556627247445151,-6.907755278982137
6,0.18552205955841627,-6.907755278982137
7,0.6008172323655658,-6.907755278982137
blueSquare1,0.6491054961555084,-6.907755278982137
blueSquare2,0.7302844693845427,-6.907755278982137
2,0.12853359744660997,-6.907755278982137
3,0.3441211233132507,-6.907755278982137
4,0.14428010750773607,-6.907755278982137
5,0.36081330814434565,-6.907755278982137
6,0.14865388225493234,-6.907755278982137
7,0.13744701212610125,-6.907755278982137
blueSquare1,0.7176160627120463,-6.907755278982137
blueSquare2,0.8922564411365017,-6.907755278982137
2,0.4914186212700552,-6.907755278982137
3,0.34838969945157455,-6.907755278982137
4,0.6460826434164176,-6.907755278982137
5,0.28730148360685687,-6.907755278982137
6,0.23598322754895476,-6.907755278982137
7,0.2990045032814816,-6.907755278982137
blueSquare1,0.669345132812615,-6.907755278982137
blueSquare2,0.9079754454382508,-6.907755278982137
2,0.3995573524515143,-6.907755278982137
3,0.19220733689712985,-6.907755278982137
4,0.29496619737263985,-6.907755278982137
5,0.2656621446513648,-6.907755278982137
6,0.2571428644099304,-6.907755278982137
7,0.2875974453796375,-6.907755278982137
blueSquare1,0.6003198521650779,-6.907755278982137
blueSquare2,0.9426236865606915,-6.907755278982137
2,0.14447410587591197,-6.907755278982137
3,0.5414255684202937,-6.907755278982137
4,0.43360449323279776,-6.907755278982137
5,0.12640944738792287,-6.907755278982137
6,0.7923174581785535,-6.907755278982137
7,0.24840488366054345,-6.907755278982137
blueSquare1,0.9158128681085976,-6.907755278982137
blueSquare2,0.7549344021530823,-6.907755278982137
2,0.1658581702538179,-6.907755278982137
3,0.3920378324850419,-6.907755278982137
4,0.6159205678445754,-6.907755278982137
5,0.23416143862952185,-6.907755278982137
6,0.4338285560361624,-6.907755278982137
7,0.16332522601298702,-6.907755278982137
blueSquare1,0.5165119128541606,-6.907755278982137
blueSquare2,0.9206315600513665,-6.907755278982137
2,0.21094289112196712,-6.907755278982137
3,0.13832185605541136,-6.907755278982137
4,0.6884200737302515,-6.907755278982137
5,0.32225358697339523,-6.907755278982137
6,0.4332201630790613,-6.907755278982137
7,0.17644085614055638,-6.907755278982137
blueSquare1,0.7289085365869334,-6.907755278982137
blueSquare2,0.9094309361916845,-6.907755278982137
2,0.20855553138615882,-6.907755278982137
3,0.7209464301869064,-6.907755278982137
4,0.17899283246383357,-6.907755278982137
5,0.3749378818535845,-6.907755278982137
6,0.3447735134456693,-6.907755278982137
7,0.11608578635554559,-6.907755278982137
blueSquare1,0.7206158445175029,-6.907755278982137
blueSquare2,0.8727625777169041,-6.907755278982137
2,0.47292839402947034,-6.907755278982137
3,0.8277203452471504,-6.907755278982137
4,0.4989338057179463,-6.907755278982137
5,0.3230091421839244,-6.907755278982137
6,0.17005611500578446,-6.907755278982137
7,0.26879233007923514,-6.907755278982137
blueSquare1,0.6582490590924116,-6.907755278982137
blueSquare2,0.9346898675299505,-6.907755278982137
2,0.14711923180463124,-6.907755278982137
3,0.595451152171846,-6.907755278982137
4,0.338324222195872,-6.907755278982137
5,0.2922754918127135,-6.907755278982137
6,0.4580196895197482,-6.907755278982137
7,0.29717533867390394,-6.907755278982137
blueSquare1,0.5479534538847729,-6.907755278982137
blueSquare2,0.8858276132739878,-6.907755278982137
2,0.22592813388181163,-6.907755278982137
3,0.9028382415583698,-6.907755278982137
4,0.0418348230998055,-6.907755278982137
5,0.3697405912618051,-6.907755278982137
6,0.1982085619591861,-6.907755278982137
7,0.5291622928411549,-6.907755278982137
blueSquare1,0.705357635304408,-6.907755278982137
blueSquare2,0.9352716761889919,-6.907755278982137
2,0.3241458962215009,-6.907755278982137
3,0.19032315499933777,-6.907755278982137
4,0.26305147107852517,-6.907755278982137
5,0.3036837115739014,-6.907755278982137
6,0.4405163615356575,-6.907755278982137
7,0.13281771340228607,-6.907755278982137
blueSquare1,0.3815769378968033,-6.907755278982137
blueSquare2,0.8382935549277127,-6.907755278982137
2,0.3124826521337721,-6.907755278982137
3,0.5336328910671598,-6.907755278982137
4,0.5949914120074352,-6.907755278982137
5,0.3098362995720601,-6.907755278982137
6,0.6653694748564258,-6.907755278982137
7,0.2593938208945085,-6.907755278982137
blueSquare1,0.5738977518336146,-6.907755278982137
blueSquare2,0.8744414281867944,-6.907755278982137
2,0.7085484043831807,-6.907755278982137
3,0.27244162662509613,-6.907755278982137
4,0.23253516046967546,-6.907755278982137
5,0.36961635332555826,-6.907755278982137
6,0.23176088336006878,-6.907755278982137
7,0.2994178107757494,-6.907755278982137
blueSquare1,0.6642350903309207,-6.907755278982137
blueSquare2,0.8946685144119958,-6.907755278982137
2,0.29674230914043653,-6.907755278982137
3,0.2635708830275728,-6.907755278982137
4,0.3191021824482767,-6.907755278982137
5,0.2211018975105559,-6.907755278982137
6,0.3687049952292986,-6.907755278982137
7,0.2505567111430207,-6.907755278982137
blueSquare1,0.7057292877415643,-6.907755278982137
blueSquare2,0.950097699973584,-6.907755278982137
2,0.4581019689301934,-6.907755278982137
3,0.35210550470121477,-6.907755278982137
4,0.2051434423923266,-6.907755278982137
5,0.26299679242425067,-6.907755278982137
6,0.47117773225628284,-6.907755278982137
7,0.48996074301964926,-6.907755278982137
blueSquare1,0.7250816709039796,-6.907755278982137
blueSquare2,0.9460991741493225,-6.907755278982137
2,0.3067537110401893,-6.907755278982137
3,0.22716706619323193,-6.907755278982137
4,0.5535366247628062,-6.907755278982137
5,0.30094132850854105,-6.907755278982137
6,0.14822701669020305,-6.907755278982137
7,0.3080098530979127,-6.907755278982137
blueSquare1,0.7220265257766764,-6.907755278982137
blueSquare2,0.862650785749148,-6.907755278982137
2,0.338372089475769,-6.907755278982137
3,0.4941874912449292,-6.907755278982137
4,0.5513307637848603,-6.907755278982137
5,0.13353766965525876,-6.907755278982137
6,0.5636537416747341,-6.907755278982137
7,0.1276358996307236,-6.907755278982137
blueSquare1,0.6228139069374428,-6.907755278982137
blueSquare2,0.8027936520402126,-6.907755278982137
2,0.5242213866788483,-6.907755278982137
3,0.2777328668028436,-6.907755278982137
4,0.22500303854434905,-6.907755278982137
5,0.2270021180343677,-6.907755278982137
6,0.19323694958247534,-6.907755278982137
7,0.3089500568499358,-6.907755278982137
blueSquare1,0.5582641114480973,-6.907755278982137
blueSquare2,0.8782457519534256,-6.907755278982137
2,0.349320551382822,-6.907755278982137
3,0.3339045620976551,-6.907755278982137
4,0.5872203113144221,-6.907755278982137
5,0.47166256502931864,-6.907755278982137
6,0.3968406773484296,-6.907755278982137
7,0.25947651201943484,-6.907755278982137
blueSquare1,0.7294351141702494,-6.907755278982137
blueSquare2,0.8190692673229782,-6.907755278982137
2,0.31566618656067014,-6.907755278982137
3,0.5178485546691028,-6.907755278982137
4,0.22772221138213225,-6.907755278982137
5,0.2534077008395765,-6.907755278982137
6,0.32806013417599383,-6.907755278982137
7,0.3390991653063348,-6.907755278982137
blueSquare1,0.5256221719612577,-6.907755278982137
blueSquare2,0.9437809484333426,-6.907755278982137
2,0.20599040915831232,-6.907755278982137
3,0.22694828780423063,-6.907755278982137
4,0.14320938514736176,-6.907755278982137
5,0.1855410469017911,-6.907755278982137
6,0.5305872484688955,-6.907755278982137
7,0.45286743244754313,-6.907755278982137
blueSquare1,0.8011596172458975,-6.907755278982137
blueSquare2,0.8295246585648802,-6.907755278982137
2,0.043745863038286835,-6.907755278982137
3,0.31043202619871096,-6.907755278982137
4,0.3581233391002007,-6.907755278982137
5,0.3085444174587468,-6.907755278982137
6,0.594289653664278,-6.907755278982137
7,0.5220772453747443,-6.907755278982137
blueSquare1,0.6693998482084512,-6.907755278982137
blueSquare2,0.8950490689127991,-6.907755278982137
2,0.23725150594683697,-6.907755278982137
3,0.22219977514478403,-6.907755278982137
4,0.6541011033447038,-6.907755278982137
5,0.2964935683319282,-6.907755278982137
6,0.38388873571418936,-6.907755278982137
7,0.14431884256407804,-6.907755278982137
blueSquare1,0.3955898780152261,-6.907755278982137
blueSquare2,0.8503601735097285,-6.907755278982137
2,0.3347154797576909,-6.907755278982137
3,0.30178578458787486,-6.907755278982137
4,0.19685522448413745,-6.907755278982137
5,0.28645402365865064,-6.907755278982137
6,0.6413192238240402,-6.907755278982137
7,0.48998695708838386,-6.907755278982137
blueSquare1,0.6229306106401924,-6.907755278982137
blueSquare2,0.8703200596374477,-6.907755278982137
2,0.5790757369644427,-6.907755278982137
3,0.22076837277933017,-6.907755278982137
4,0.1525045892565665,-6.907755278982137
5,0.1716154141834353,-6.907755278982137
6,0.37815575919080013,-6.907755278982137
7,0.2391137950359449,-6.907755278982137
blueSquare1,0.63493771993399,-6.907755278982137
blueSquare2,0.8670765252007415,-6.907755278982137
2,0.2588372952002581,-6.907755278982137
3,0.30382010463161363,-6.907755278982137
4,0.37233702343271724,-6.907755278982137
5,0.17717514431756207,-6.907755278982137
6,0.3045618562226122,-6.907755278982137
7,0.06394960667239169,-6.907755278982137
blueSquare1,0.6561389198979286,-6.907755278982137
blueSquare2,0.9145329518189226,-6.907755278982137
2,0.35566895384303454,-6.907755278982137
3,0.5850641461015754,-6.907755278982137
4,0.38421336535586476,-6.907755278982137
5,0.3513692214187729,-6.907755278982137
6,0.3175902300510465,-6.907755278982137
7,0.41937230098903594,-6.907755278982137
