,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
266,further,b5377cf24d71_32,trial_5_inlay,trial_13_tomtit,trial_17_redsport,trial_2_bullmastiff
267,further,0934a9585321_7,trial_25_goldenretriever,trial_19_pigeon,trial_27_sling,trial_9_brown
268,closer,0934a9585321_10,trial_20_cuckoo,trial_12_bluejay,trial_26_crow,trial_29_sparrow
269,further,0934a9585321_12,trial_19_pigeon,trial_25_goldenretriever,trial_27_sling,trial_9_brown
270,closer,0934a9585321_13,trial_12_bluejay,trial_20_cuckoo,trial_26_crow,trial_29_sparrow
271,closer,0934a9585321_14,trial_22_leather,trial_21_woven,trial_32_squat,trial_5_inlay
272,closer,0934a9585321_15,trial_1_bluesport,trial_10_beetle,trial_17_redsport,trial_31_bluesedan
273,closer,0934a9585321_17,trial_32_squat,trial_21_woven,trial_22_leather,trial_5_inlay
274,further,0934a9585321_18,trial_9_brown,trial_19_pigeon,trial_25_goldenretriever,trial_27_sling
275,closer,0934a9585321_19,trial_26_crow,trial_12_bluejay,trial_20_cuckoo,trial_29_sparrow
276,further,0934a9585321_21,trial_27_sling,trial_19_pigeon,trial_25_goldenretriever,trial_9_brown
277,closer,0934a9585321_24,trial_21_woven,trial_22_leather,trial_32_squat,trial_5_inlay
278,closer,0934a9585321_28,trial_10_beetle,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan
279,closer,0934a9585321_32,trial_5_inlay,trial_21_woven,trial_22_leather,trial_32_squat
280,further,28ff79b4f377_6,trial_3_redantique,trial_11_waiting,trial_28_chihuahua,trial_29_sparrow
281,further,28ff79b4f377_14,trial_29_sparrow,trial_11_waiting,trial_28_chihuahua,trial_3_redantique
282,further,28ff79b4f377_23,trial_28_chihuahua,trial_11_waiting,trial_29_sparrow,trial_3_redantique
283,further,28ff79b4f377_27,trial_11_waiting,trial_28_chihuahua,trial_29_sparrow,trial_3_redantique
284,closer,c238f8234641_3,trial_14_robin,trial_19_pigeon,trial_26_crow,trial_29_sparrow
285,closer,c238f8234641_7,trial_5_inlay,trial_21_woven,trial_4_straight,trial_8_knob
286,closer,c238f8234641_16,trial_8_knob,trial_21_woven,trial_4_straight,trial_5_inlay
287,closer,c238f8234641_29,trial_4_straight,trial_21_woven,trial_5_inlay,trial_8_knob
288,closer,c238f8234641_30,trial_19_pigeon,trial_14_robin,trial_26_crow,trial_29_sparrow
289,closer,c238f8234641_32,trial_21_woven,trial_4_straight,trial_5_inlay,trial_8_knob
290,closer,4f95213b6a55_5,trial_5_inlay,trial_11_waiting,trial_32_squat,trial_4_straight
291,further,4f95213b6a55_9,trial_21_woven,trial_20_cuckoo,trial_2_bullmastiff,trial_31_bluesedan
292,further,4f95213b6a55_10,trial_24_white,trial_14_robin,trial_30_doberman,trial_8_knob
293,further,4f95213b6a55_12,trial_20_cuckoo,trial_21_woven,trial_2_bullmastiff,trial_31_bluesedan
294,further,4f95213b6a55_13,trial_30_doberman,trial_14_robin,trial_24_white,trial_8_knob
295,further,4f95213b6a55_14,trial_14_robin,trial_24_white,trial_30_doberman,trial_8_knob
296,further,4f95213b6a55_15,trial_8_knob,trial_14_robin,trial_24_white,trial_30_doberman
297,closer,4f95213b6a55_18,trial_4_straight,trial_11_waiting,trial_32_squat,trial_5_inlay
298,further,4f95213b6a55_22,trial_2_bullmastiff,trial_20_cuckoo,trial_21_woven,trial_31_bluesedan
299,further,4f95213b6a55_25,trial_31_bluesedan,trial_20_cuckoo,trial_21_woven,trial_2_bullmastiff
300,closer,4f95213b6a55_28,trial_11_waiting,trial_32_squat,trial_4_straight,trial_5_inlay
301,closer,4f95213b6a55_32,trial_32_squat,trial_11_waiting,trial_4_straight,trial_5_inlay
302,closer,cb44cf334fe4_3,trial_32_squat,trial_11_waiting,trial_21_woven,trial_8_knob
303,closer,cb44cf334fe4_4,trial_21_woven,trial_11_waiting,trial_32_squat,trial_8_knob
304,further,cb44cf334fe4_5,trial_25_goldenretriever,trial_15_nightingale,trial_5_inlay,trial_6_hatchback
305,further,cb44cf334fe4_9,trial_15_nightingale,trial_25_goldenretriever,trial_5_inlay,trial_6_hatchback
306,closer,cb44cf334fe4_10,trial_11_waiting,trial_21_woven,trial_32_squat,trial_8_knob
307,closer,cb44cf334fe4_11,trial_10_beetle,trial_1_bluesport,trial_24_white,trial_9_brown
308,closer,cb44cf334fe4_13,trial_8_knob,trial_11_waiting,trial_21_woven,trial_32_squat
309,closer,cb44cf334fe4_14,trial_1_bluesport,trial_10_beetle,trial_24_white,trial_9_brown
310,further,cb44cf334fe4_18,trial_6_hatchback,trial_15_nightingale,trial_25_goldenretriever,trial_5_inlay
311,closer,cb44cf334fe4_19,trial_9_brown,trial_10_beetle,trial_1_bluesport,trial_24_white
312,further,cb44cf334fe4_21,trial_5_inlay,trial_15_nightingale,trial_25_goldenretriever,trial_6_hatchback
313,further,a27d10269baa_1,trial_14_robin,trial_10_beetle,trial_30_doberman,trial_8_knob
314,closer,a27d10269baa_3,trial_13_tomtit,trial_15_nightingale,trial_26_crow,trial_29_sparrow
315,further,a27d10269baa_6,trial_7_basset,trial_17_redsport,trial_20_cuckoo,trial_22_leather
316,further,a27d10269baa_15,trial_30_doberman,trial_10_beetle,trial_14_robin,trial_8_knob
317,further,a27d10269baa_16,trial_10_beetle,trial_14_robin,trial_30_doberman,trial_8_knob
318,closer,a27d10269baa_21,trial_29_sparrow,trial_13_tomtit,trial_15_nightingale,trial_26_crow
319,further,a27d10269baa_22,trial_8_knob,trial_10_beetle,trial_14_robin,trial_30_doberman
320,closer,a27d10269baa_24,trial_15_nightingale,trial_13_tomtit,trial_26_crow,trial_29_sparrow
321,further,a27d10269baa_26,trial_22_leather,trial_17_redsport,trial_20_cuckoo,trial_7_basset
322,further,a27d10269baa_30,trial_20_cuckoo,trial_17_redsport,trial_22_leather,trial_7_basset
323,further,a27d10269baa_31,trial_17_redsport,trial_20_cuckoo,trial_22_leather,trial_7_basset
324,closer,f21b736affde_1,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,trial_30_doberman
325,further,f21b736affde_3,trial_26_crow,trial_25_goldenretriever,trial_4_straight,trial_6_hatchback
326,further,f21b736affde_5,trial_4_straight,trial_25_goldenretriever,trial_26_crow,trial_6_hatchback
327,closer,f21b736affde_9,trial_30_doberman,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua
328,closer,f21b736affde_14,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_30_doberman
329,further,f21b736affde_15,trial_25_goldenretriever,trial_26_crow,trial_4_straight,trial_6_hatchback
330,further,f21b736affde_21,trial_6_hatchback,trial_25_goldenretriever,trial_26_crow,trial_4_straight
331,closer,f21b736affde_30,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman
332,further,0dae8776ef1b_7,trial_15_nightingale,trial_23_weimaraner,trial_32_squat,trial_9_brown
333,further,0dae8776ef1b_17,trial_9_brown,trial_15_nightingale,trial_23_weimaraner,trial_32_squat
334,further,0dae8776ef1b_20,trial_32_squat,trial_15_nightingale,trial_23_weimaraner,trial_9_brown
335,further,0dae8776ef1b_32,trial_23_weimaraner,trial_15_nightingale,trial_32_squat,trial_9_brown
336,further,61e9769b6987_2,trial_3_redantique,trial_12_bluejay,trial_18_pug,trial_8_knob
337,closer,61e9769b6987_3,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan,trial_6_hatchback
338,further,61e9769b6987_11,trial_18_pug,trial_12_bluejay,trial_3_redantique,trial_8_knob
339,further,61e9769b6987_21,trial_12_bluejay,trial_18_pug,trial_3_redantique,trial_8_knob
340,further,61e9769b6987_29,trial_8_knob,trial_12_bluejay,trial_18_pug,trial_3_redantique
341,closer,61e9769b6987_30,trial_1_bluesport,trial_17_redsport,trial_31_bluesedan,trial_6_hatchback
342,closer,61e9769b6987_31,trial_6_hatchback,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan
343,further,a4509fb4d9a0_4,trial_12_bluejay,trial_17_redsport,trial_25_goldenretriever,trial_5_inlay
344,further,a4509fb4d9a0_5,trial_9_brown,trial_18_pug,trial_26_crow,trial_8_knob
345,further,a4509fb4d9a0_10,trial_5_inlay,trial_12_bluejay,trial_17_redsport,trial_25_goldenretriever
346,further,a4509fb4d9a0_12,trial_3_redantique,trial_11_waiting,trial_19_pigeon,trial_28_chihuahua
347,further,a4509fb4d9a0_15,trial_8_knob,trial_18_pug,trial_26_crow,trial_9_brown
348,further,a4509fb4d9a0_21,trial_11_waiting,trial_19_pigeon,trial_28_chihuahua,trial_3_redantique
349,further,a4509fb4d9a0_23,trial_19_pigeon,trial_11_waiting,trial_28_chihuahua,trial_3_redantique
350,closer,a4509fb4d9a0_26,trial_4_straight,trial_21_woven,trial_22_leather,trial_32_squat
351,further,a4509fb4d9a0_28,trial_17_redsport,trial_12_bluejay,trial_25_goldenretriever,trial_5_inlay
352,further,a4509fb4d9a0_31,trial_26_crow,trial_18_pug,trial_8_knob,trial_9_brown
353,closer,a5d08708618a_3,trial_29_sparrow,trial_14_robin,trial_15_nightingale,trial_26_crow
354,further,a5d08708618a_4,trial_8_knob,trial_13_tomtit,trial_17_redsport,trial_18_pug
355,further,a5d08708618a_6,trial_17_redsport,trial_13_tomtit,trial_18_pug,trial_8_knob
356,further,a5d08708618a_8,trial_13_tomtit,trial_17_redsport,trial_18_pug,trial_8_knob
357,closer,a5d08708618a_10,trial_26_crow,trial_14_robin,trial_15_nightingale,trial_29_sparrow
358,closer,a5d08708618a_11,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever,trial_28_chihuahua
359,closer,a5d08708618a_13,trial_15_nightingale,trial_14_robin,trial_26_crow,trial_29_sparrow
360,closer,a5d08708618a_18,trial_28_chihuahua,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever
361,closer,a5d08708618a_20,trial_25_goldenretriever,trial_16_bloodhound,trial_23_weimaraner,trial_28_chihuahua
362,further,a5d08708618a_26,trial_18_pug,trial_13_tomtit,trial_17_redsport,trial_8_knob
363,closer,72a6aca82625_2,trial_2_bullmastiff,trial_18_pug,trial_28_chihuahua,trial_30_doberman
364,further,72a6aca82625_7,trial_14_robin,trial_1_bluesport,trial_5_inlay,trial_7_basset
365,further,72a6aca82625_8,trial_1_bluesport,trial_14_robin,trial_5_inlay,trial_7_basset
366,further,72a6aca82625_12,trial_7_basset,trial_14_robin,trial_1_bluesport,trial_5_inlay
367,closer,72a6aca82625_16,trial_18_pug,trial_28_chihuahua,trial_2_bullmastiff,trial_30_doberman
368,further,72a6aca82625_21,trial_5_inlay,trial_14_robin,trial_1_bluesport,trial_7_basset
369,closer,72a6aca82625_25,trial_30_doberman,trial_18_pug,trial_28_chihuahua,trial_2_bullmastiff
370,closer,72a6aca82625_29,trial_28_chihuahua,trial_18_pug,trial_2_bullmastiff,trial_30_doberman
371,further,ada7595a25c5_2,trial_6_hatchback,trial_26_crow,trial_5_inlay,trial_7_basset
372,further,ada7595a25c5_4,trial_26_crow,trial_5_inlay,trial_6_hatchback,trial_7_basset
373,further,ada7595a25c5_6,trial_30_doberman,trial_15_nightingale,trial_3_redantique,trial_8_knob
374,further,ada7595a25c5_11,trial_15_nightingale,trial_30_doberman,trial_3_redantique,trial_8_knob
375,further,ada7595a25c5_15,trial_8_knob,trial_15_nightingale,trial_30_doberman,trial_3_redantique
376,further,ada7595a25c5_16,trial_5_inlay,trial_26_crow,trial_6_hatchback,trial_7_basset
377,further,ada7595a25c5_28,trial_7_basset,trial_26_crow,trial_5_inlay,trial_6_hatchback
378,further,ada7595a25c5_32,trial_3_redantique,trial_15_nightingale,trial_30_doberman,trial_8_knob
379,closer,948482e4d94c_5,trial_7_basset,trial_16_bloodhound,trial_18_pug,trial_23_weimaraner
380,closer,948482e4d94c_6,trial_21_woven,trial_22_leather,trial_27_sling,trial_5_inlay
381,closer,948482e4d94c_7,trial_18_pug,trial_16_bloodhound,trial_23_weimaraner,trial_7_basset
382,further,948482e4d94c_9,trial_12_bluejay,trial_11_waiting,trial_17_redsport,trial_25_goldenretriever
383,further,948482e4d94c_14,trial_11_waiting,trial_12_bluejay,trial_17_redsport,trial_25_goldenretriever
384,closer,948482e4d94c_15,trial_5_inlay,trial_21_woven,trial_22_leather,trial_27_sling
385,further,948482e4d94c_17,trial_17_redsport,trial_11_waiting,trial_12_bluejay,trial_25_goldenretriever
386,closer,948482e4d94c_21,trial_22_leather,trial_21_woven,trial_27_sling,trial_5_inlay
387,closer,948482e4d94c_25,trial_27_sling,trial_21_woven,trial_22_leather,trial_5_inlay
388,closer,948482e4d94c_29,trial_16_bloodhound,trial_18_pug,trial_23_weimaraner,trial_7_basset
389,further,948482e4d94c_31,trial_25_goldenretriever,trial_11_waiting,trial_12_bluejay,trial_17_redsport
390,further,1d372f6923f0_1,trial_24_white,trial_11_waiting,trial_14_robin,trial_30_doberman
391,further,1d372f6923f0_2,trial_14_robin,trial_11_waiting,trial_24_white,trial_30_doberman
392,further,1d372f6923f0_6,trial_31_bluesedan,trial_13_tomtit,trial_23_weimaraner,trial_32_squat
393,further,1d372f6923f0_9,trial_23_weimaraner,trial_13_tomtit,trial_31_bluesedan,trial_32_squat
394,further,1d372f6923f0_13,trial_13_tomtit,trial_23_weimaraner,trial_31_bluesedan,trial_32_squat
395,further,1d372f6923f0_22,trial_30_doberman,trial_11_waiting,trial_14_robin,trial_24_white
396,further,1d372f6923f0_23,trial_11_waiting,trial_14_robin,trial_24_white,trial_30_doberman
397,further,1d372f6923f0_32,trial_32_squat,trial_13_tomtit,trial_23_weimaraner,trial_31_bluesedan
398,further,67e8a3f5539d_2,trial_31_bluesedan,trial_11_waiting,trial_15_nightingale,trial_23_weimaraner
399,further,67e8a3f5539d_4,trial_15_nightingale,trial_11_waiting,trial_23_weimaraner,trial_31_bluesedan
400,closer,67e8a3f5539d_8,trial_14_robin,trial_12_bluejay,trial_20_cuckoo,trial_29_sparrow
401,closer,67e8a3f5539d_10,trial_12_bluejay,trial_14_robin,trial_20_cuckoo,trial_29_sparrow
402,closer,67e8a3f5539d_12,trial_29_sparrow,trial_12_bluejay,trial_14_robin,trial_20_cuckoo
403,further,67e8a3f5539d_14,trial_3_redantique,trial_19_pigeon,trial_30_doberman,trial_32_squat
404,closer,67e8a3f5539d_18,trial_20_cuckoo,trial_12_bluejay,trial_14_robin,trial_29_sparrow
405,further,67e8a3f5539d_19,trial_11_waiting,trial_15_nightingale,trial_23_weimaraner,trial_31_bluesedan
406,further,67e8a3f5539d_22,trial_19_pigeon,trial_30_doberman,trial_32_squat,trial_3_redantique
407,further,67e8a3f5539d_23,trial_32_squat,trial_19_pigeon,trial_30_doberman,trial_3_redantique
408,further,67e8a3f5539d_30,trial_30_doberman,trial_19_pigeon,trial_32_squat,trial_3_redantique
409,further,67e8a3f5539d_31,trial_23_weimaraner,trial_11_waiting,trial_15_nightingale,trial_31_bluesedan
410,closer,e9de387ab0b5_6,trial_10_beetle,trial_17_redsport,trial_1_bluesport,trial_6_hatchback
411,further,e9de387ab0b5_7,trial_23_weimaraner,trial_14_robin,trial_32_squat,trial_3_redantique
412,further,e9de387ab0b5_8,trial_32_squat,trial_14_robin,trial_23_weimaraner,trial_3_redantique
413,closer,e9de387ab0b5_15,trial_6_hatchback,trial_10_beetle,trial_17_redsport,trial_1_bluesport
414,further,e9de387ab0b5_16,trial_25_goldenretriever,trial_12_bluejay,trial_31_bluesedan,trial_4_straight
415,further,e9de387ab0b5_18,trial_31_bluesedan,trial_12_bluejay,trial_25_goldenretriever,trial_4_straight
416,further,e9de387ab0b5_20,trial_14_robin,trial_23_weimaraner,trial_32_squat,trial_3_redantique
417,further,e9de387ab0b5_23,trial_4_straight,trial_12_bluejay,trial_25_goldenretriever,trial_31_bluesedan
418,further,e9de387ab0b5_25,trial_12_bluejay,trial_25_goldenretriever,trial_31_bluesedan,trial_4_straight
419,closer,e9de387ab0b5_26,trial_17_redsport,trial_10_beetle,trial_1_bluesport,trial_6_hatchback
420,further,e9de387ab0b5_30,trial_3_redantique,trial_14_robin,trial_23_weimaraner,trial_32_squat
421,closer,e9de387ab0b5_32,trial_1_bluesport,trial_10_beetle,trial_17_redsport,trial_6_hatchback
422,further,2e74803e940d_1,trial_11_waiting,trial_14_robin,trial_18_pug,trial_9_brown
423,further,2e74803e940d_2,trial_2_bullmastiff,trial_20_cuckoo,trial_3_redantique,trial_5_inlay
424,further,2e74803e940d_3,trial_15_nightingale,trial_22_leather,trial_24_white,trial_7_basset
425,closer,2e74803e940d_6,trial_12_bluejay,trial_13_tomtit,trial_19_pigeon,trial_26_crow
426,closer,2e74803e940d_7,trial_13_tomtit,trial_12_bluejay,trial_19_pigeon,trial_26_crow
427,further,2e74803e940d_10,trial_20_cuckoo,trial_2_bullmastiff,trial_3_redantique,trial_5_inlay
428,further,2e74803e940d_11,trial_22_leather,trial_15_nightingale,trial_24_white,trial_7_basset
429,closer,2e74803e940d_13,trial_19_pigeon,trial_12_bluejay,trial_13_tomtit,trial_26_crow
430,further,2e74803e940d_14,trial_9_brown,trial_11_waiting,trial_14_robin,trial_18_pug
431,closer,2e74803e940d_15,trial_10_beetle,trial_17_redsport,trial_1_bluesport,trial_6_hatchback
432,closer,2e74803e940d_16,trial_1_bluesport,trial_10_beetle,trial_17_redsport,trial_6_hatchback
433,closer,2e74803e940d_17,trial_6_hatchback,trial_10_beetle,trial_17_redsport,trial_1_bluesport
434,further,2e74803e940d_20,trial_5_inlay,trial_20_cuckoo,trial_2_bullmastiff,trial_3_redantique
435,further,2e74803e940d_22,trial_7_basset,trial_15_nightingale,trial_22_leather,trial_24_white
436,further,2e74803e940d_23,trial_3_redantique,trial_20_cuckoo,trial_2_bullmastiff,trial_5_inlay
437,further,2e74803e940d_26,trial_24_white,trial_15_nightingale,trial_22_leather,trial_7_basset
438,further,2e74803e940d_27,trial_18_pug,trial_11_waiting,trial_14_robin,trial_9_brown
439,further,2e74803e940d_29,trial_14_robin,trial_11_waiting,trial_18_pug,trial_9_brown
440,closer,2e74803e940d_32,trial_26_crow,trial_12_bluejay,trial_13_tomtit,trial_19_pigeon
441,further,e7e2225bac12_1,trial_9_brown,trial_18_pug,trial_19_pigeon,trial_27_sling
442,closer,e7e2225bac12_4,trial_25_goldenretriever,trial_16_bloodhound,trial_30_doberman,trial_7_basset
443,closer,e7e2225bac12_5,trial_6_hatchback,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan
444,closer,e7e2225bac12_6,trial_20_cuckoo,trial_14_robin,trial_15_nightingale,trial_29_sparrow
445,further,e7e2225bac12_7,trial_18_pug,trial_19_pigeon,trial_27_sling,trial_9_brown
446,closer,e7e2225bac12_9,trial_29_sparrow,trial_14_robin,trial_15_nightingale,trial_20_cuckoo
447,closer,e7e2225bac12_10,trial_32_squat,trial_21_woven,trial_22_leather,trial_5_inlay
448,closer,e7e2225bac12_11,trial_21_woven,trial_22_leather,trial_32_squat,trial_5_inlay
449,closer,e7e2225bac12_14,trial_30_doberman,trial_16_bloodhound,trial_25_goldenretriever,trial_7_basset
450,closer,e7e2225bac12_16,trial_1_bluesport,trial_17_redsport,trial_31_bluesedan,trial_6_hatchback
451,further,e7e2225bac12_17,trial_27_sling,trial_18_pug,trial_19_pigeon,trial_9_brown
452,closer,e7e2225bac12_18,trial_15_nightingale,trial_14_robin,trial_20_cuckoo,trial_29_sparrow
453,closer,e7e2225bac12_20,trial_5_inlay,trial_21_woven,trial_22_leather,trial_32_squat
454,closer,e7e2225bac12_21,trial_14_robin,trial_15_nightingale,trial_20_cuckoo,trial_29_sparrow
455,further,e7e2225bac12_23,trial_4_straight,trial_12_bluejay,trial_23_weimaraner,trial_3_redantique
456,further,e7e2225bac12_24,trial_12_bluejay,trial_23_weimaraner,trial_3_redantique,trial_4_straight
457,further,e7e2225bac12_25,trial_19_pigeon,trial_18_pug,trial_27_sling,trial_9_brown
458,further,e7e2225bac12_26,trial_23_weimaraner,trial_12_bluejay,trial_3_redantique,trial_4_straight
459,further,e7e2225bac12_27,trial_3_redantique,trial_12_bluejay,trial_23_weimaraner,trial_4_straight
460,closer,e7e2225bac12_30,trial_22_leather,trial_21_woven,trial_32_squat,trial_5_inlay
461,closer,e7e2225bac12_32,trial_16_bloodhound,trial_25_goldenretriever,trial_30_doberman,trial_7_basset
462,closer,2a61d8a3622d_1,trial_12_bluejay,trial_14_robin,trial_26_crow,trial_29_sparrow
463,further,2a61d8a3622d_6,trial_32_squat,trial_10_beetle,trial_13_tomtit,trial_23_weimaraner
464,closer,2a61d8a3622d_7,trial_14_robin,trial_12_bluejay,trial_26_crow,trial_29_sparrow
465,further,2a61d8a3622d_8,trial_10_beetle,trial_13_tomtit,trial_23_weimaraner,trial_32_squat
466,further,2a61d8a3622d_9,trial_23_weimaraner,trial_10_beetle,trial_13_tomtit,trial_32_squat
467,closer,2a61d8a3622d_13,trial_7_basset,trial_16_bloodhound,trial_28_chihuahua,trial_2_bullmastiff
468,further,2a61d8a3622d_25,trial_13_tomtit,trial_10_beetle,trial_23_weimaraner,trial_32_squat
469,closer,2a61d8a3622d_26,trial_29_sparrow,trial_12_bluejay,trial_14_robin,trial_26_crow
470,closer,2a61d8a3622d_28,trial_28_chihuahua,trial_16_bloodhound,trial_2_bullmastiff,trial_7_basset
471,closer,2a61d8a3622d_32,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_29_sparrow
472,further,2a7d3b392127_1,trial_16_bloodhound,trial_11_waiting,trial_12_bluejay,trial_17_redsport
473,closer,2a7d3b392127_3,trial_3_redantique,trial_1_bluesport,trial_24_white,trial_9_brown
474,closer,2a7d3b392127_11,trial_24_white,trial_1_bluesport,trial_3_redantique,trial_9_brown
475,further,2a7d3b392127_12,trial_26_crow,trial_23_weimaraner,trial_31_bluesedan,trial_5_inlay
476,further,2a7d3b392127_15,trial_5_inlay,trial_23_weimaraner,trial_26_crow,trial_31_bluesedan
477,further,2a7d3b392127_16,trial_31_bluesedan,trial_23_weimaraner,trial_26_crow,trial_5_inlay
478,further,2a7d3b392127_20,trial_12_bluejay,trial_11_waiting,trial_16_bloodhound,trial_17_redsport
479,further,2a7d3b392127_22,trial_17_redsport,trial_11_waiting,trial_12_bluejay,trial_16_bloodhound
480,further,2a7d3b392127_23,trial_23_weimaraner,trial_26_crow,trial_31_bluesedan,trial_5_inlay
481,further,2a7d3b392127_24,trial_11_waiting,trial_12_bluejay,trial_16_bloodhound,trial_17_redsport
482,closer,fcb7cf68ddba_1,trial_32_squat,trial_11_waiting,trial_4_straight,trial_8_knob
483,closer,fcb7cf68ddba_5,trial_8_knob,trial_11_waiting,trial_32_squat,trial_4_straight
484,further,fcb7cf68ddba_14,trial_24_white,trial_15_nightingale,trial_27_sling,trial_7_basset
485,closer,fcb7cf68ddba_19,trial_30_doberman,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua
486,further,fcb7cf68ddba_20,trial_15_nightingale,trial_24_white,trial_27_sling,trial_7_basset
487,further,fcb7cf68ddba_24,trial_27_sling,trial_15_nightingale,trial_24_white,trial_7_basset
488,further,fcb7cf68ddba_26,trial_7_basset,trial_15_nightingale,trial_24_white,trial_27_sling
489,closer,fcb7cf68ddba_27,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_30_doberman
490,closer,fcb7cf68ddba_30,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman
491,closer,fcb7cf68ddba_31,trial_4_straight,trial_11_waiting,trial_32_squat,trial_8_knob
492,closer,fcb7cf68ddba_32,trial_11_waiting,trial_32_squat,trial_4_straight,trial_8_knob
493,closer,7cc820eaccb0_1,trial_9_brown,trial_10_beetle,trial_1_bluesport,trial_3_redantique
494,further,7cc820eaccb0_2,trial_18_pug,trial_11_waiting,trial_13_tomtit,trial_31_bluesedan
495,closer,7cc820eaccb0_7,trial_1_bluesport,trial_10_beetle,trial_3_redantique,trial_9_brown
496,further,7cc820eaccb0_16,trial_20_cuckoo,trial_17_redsport,trial_27_sling,trial_7_basset
497,further,7cc820eaccb0_17,trial_27_sling,trial_17_redsport,trial_20_cuckoo,trial_7_basset
498,further,7cc820eaccb0_18,trial_13_tomtit,trial_11_waiting,trial_18_pug,trial_31_bluesedan
499,further,7cc820eaccb0_19,trial_7_basset,trial_17_redsport,trial_20_cuckoo,trial_27_sling
500,further,7cc820eaccb0_20,trial_11_waiting,trial_13_tomtit,trial_18_pug,trial_31_bluesedan
501,further,7cc820eaccb0_24,trial_31_bluesedan,trial_11_waiting,trial_13_tomtit,trial_18_pug
502,closer,7cc820eaccb0_26,trial_10_beetle,trial_1_bluesport,trial_3_redantique,trial_9_brown
503,further,7cc820eaccb0_28,trial_17_redsport,trial_20_cuckoo,trial_27_sling,trial_7_basset
504,closer,7cc820eaccb0_31,trial_3_redantique,trial_10_beetle,trial_1_bluesport,trial_9_brown
505,closer,8069d67a2b47_1,trial_11_waiting,trial_22_leather,trial_4_straight,trial_5_inlay
506,further,8069d67a2b47_13,trial_19_pigeon,trial_18_pug,trial_3_redantique,trial_8_knob
507,further,8069d67a2b47_15,trial_8_knob,trial_18_pug,trial_19_pigeon,trial_3_redantique
508,closer,8069d67a2b47_16,trial_12_bluejay,trial_13_tomtit,trial_15_nightingale,trial_29_sparrow
509,closer,8069d67a2b47_18,trial_13_tomtit,trial_12_bluejay,trial_15_nightingale,trial_29_sparrow
510,further,8069d67a2b47_22,trial_3_redantique,trial_18_pug,trial_19_pigeon,trial_8_knob
511,closer,8069d67a2b47_24,trial_22_leather,trial_11_waiting,trial_4_straight,trial_5_inlay
512,closer,8069d67a2b47_29,trial_4_straight,trial_11_waiting,trial_22_leather,trial_5_inlay
513,further,8069d67a2b47_31,trial_18_pug,trial_19_pigeon,trial_3_redantique,trial_8_knob
514,closer,d188a9a7c4b5_9,trial_14_robin,trial_15_nightingale,trial_20_cuckoo,trial_29_sparrow
515,closer,d188a9a7c4b5_19,trial_29_sparrow,trial_14_robin,trial_15_nightingale,trial_20_cuckoo
516,closer,d188a9a7c4b5_26,trial_20_cuckoo,trial_14_robin,trial_15_nightingale,trial_29_sparrow
517,closer,d188a9a7c4b5_31,trial_15_nightingale,trial_14_robin,trial_20_cuckoo,trial_29_sparrow
518,further,247478e1ce8d_2,trial_21_woven,trial_15_nightingale,trial_18_pug,trial_3_redantique
519,further,247478e1ce8d_3,trial_18_pug,trial_15_nightingale,trial_21_woven,trial_3_redantique
520,closer,247478e1ce8d_7,trial_2_bullmastiff,trial_23_weimaraner,trial_25_goldenretriever,trial_7_basset
521,closer,247478e1ce8d_8,trial_25_goldenretriever,trial_23_weimaraner,trial_2_bullmastiff,trial_7_basset
522,further,247478e1ce8d_11,trial_3_redantique,trial_15_nightingale,trial_18_pug,trial_21_woven
523,closer,247478e1ce8d_13,trial_23_weimaraner,trial_25_goldenretriever,trial_2_bullmastiff,trial_7_basset
524,closer,247478e1ce8d_17,trial_7_basset,trial_23_weimaraner,trial_25_goldenretriever,trial_2_bullmastiff
525,closer,247478e1ce8d_21,trial_14_robin,trial_12_bluejay,trial_19_pigeon,trial_26_crow
526,closer,247478e1ce8d_23,trial_19_pigeon,trial_12_bluejay,trial_14_robin,trial_26_crow
527,further,247478e1ce8d_27,trial_15_nightingale,trial_18_pug,trial_21_woven,trial_3_redantique
528,closer,247478e1ce8d_28,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_19_pigeon
529,closer,247478e1ce8d_30,trial_12_bluejay,trial_14_robin,trial_19_pigeon,trial_26_crow
530,further,3fac34c1563f_2,trial_14_robin,trial_1_bluesport,trial_23_weimaraner,trial_4_straight
531,further,3fac34c1563f_5,trial_27_sling,trial_13_tomtit,trial_17_redsport,trial_7_basset
