condition,Distractor1,Distractor2,Distractor3,Target
further,inlay_0039,weimaraner_0039,white_0039,crow_0039
further,crow_0027,weimaraner_0027,white_0027,inlay_0027
further,goldenretriever_0031,sling_0031,sparrow_0031,bluesedan_0031
further,chihuahua_0020,pigeon_0020,squat_0020,redantique_0020
further,basset_0006,cuckoo_0006,redantique_0006,squat_0006
further,bluejay_0009,bluesport_0009,bullmastiff_0009,sling_0009
further,pigeon_0026,redsport_0026,waiting_0026,weimaraner_0026
further,pigeon_0023,waiting_0023,weimaraner_0023,redsport_0023
further,basset_0028,redantique_0028,squat_0028,cuckoo_0028
further,beetle_0037,bloodhound_0037,woven_0037,nightingale_0037
further,basset_0015,cuckoo_0015,squat_0015,redantique_0015
further,pigeon_0008,redsport_0008,weimaraner_0008,waiting_0008
further,bloodhound_0036,nightingale_0036,woven_0036,beetle_0036
further,beetle_0034,bloodhound_0034,nightingale_0034,woven_0034
further,beetle_0005,nightingale_0005,woven_0005,bloodhound_0005
further,redsport_0021,waiting_0021,weimaraner_0021,pigeon_0021
further,bluejay_0032,bluesport_0032,sling_0032,bullmastiff_0032
further,bluesport_0011,bullmastiff_0011,sling_0011,bluejay_0011
further,bluejay_0022,bullmastiff_0022,sling_0022,bluesport_0022
further,cuckoo_0003,redantique_0003,squat_0003,basset_0003
further,bloodhound_0003,bluesedan_0003,woven_0003,pigeon_0003
further,goldenretriever_0015,hatchback_0015,sparrow_0015,knob_0015
further,goldenretriever_0008,knob_0008,sparrow_0008,hatchback_0008
further,basset_0026,brown_0026,cuckoo_0026,sling_0026
further,basset_0017,brown_0017,sling_0017,cuckoo_0017
further,basset_0037,cuckoo_0037,sling_0037,brown_0037
further,chihuahua_0027,straight_0027,white_0027,crow_0027
further,chihuahua_0010,crow_0010,white_0010,straight_0010
further,chihuahua_0002,crow_0002,straight_0002,white_0002
further,bloodhound_0001,bluesedan_0001,pigeon_0001,woven_0001
further,hatchback_0036,knob_0036,sparrow_0036,goldenretriever_0036
further,goldenretriever_0016,hatchback_0016,knob_0016,sparrow_0016
further,bloodhound_0032,pigeon_0032,woven_0032,bluesedan_0032
further,bluesedan_0009,pigeon_0009,woven_0009,bloodhound_0009
further,crow_0039,straight_0039,white_0039,chihuahua_0039
further,brown_0030,cuckoo_0030,sling_0030,basset_0030
further,bloodhound_0026,crow_0026,straight_0026,white_0026
further,basset_0037,brown_0037,robin_0037,inlay_0037
further,brown_0010,inlay_0010,robin_0010,basset_0010
further,bloodhound_0016,crow_0016,white_0016,straight_0016
further,crow_0011,straight_0011,white_0011,bloodhound_0011
further,doberman_0028,leather_0028,pigeon_0028,bluesedan_0028
further,bluesedan_0039,doberman_0039,pigeon_0039,leather_0039
further,bluesedan_0033,doberman_0033,leather_0033,pigeon_0033
further,basset_0014,inlay_0014,robin_0014,brown_0014
further,basset_0002,brown_0002,inlay_0002,robin_0002
further,beetle_0024,sling_0024,tomtit_0024,goldenretriever_0024
further,beetle_0009,goldenretriever_0009,tomtit_0009,sling_0009
further,bluesedan_0003,leather_0003,pigeon_0003,doberman_0003
further,beetle_0035,goldenretriever_0035,sling_0035,tomtit_0035
further,bloodhound_0025,straight_0025,white_0025,crow_0025
further,goldenretriever_0006,sling_0006,tomtit_0006,beetle_0006
further,pigeon_0007,pug_0007,white_0007,squat_0007
further,brown_0014,bullmastiff_0014,knob_0014,robin_0014
further,brown_0008,knob_0008,robin_0008,bullmastiff_0008
further,bluesport_0015,chihuahua_0015,leather_0015,sparrow_0015
further,pigeon_0012,pug_0012,squat_0012,white_0012
further,chihuahua_0031,leather_0031,sparrow_0031,bluesport_0031
further,bloodhound_0004,hatchback_0004,woven_0004,tomtit_0004
further,pug_0025,squat_0025,white_0025,pigeon_0025
further,bluesport_0002,leather_0002,sparrow_0002,chihuahua_0002
further,hatchback_0030,tomtit_0030,woven_0030,bloodhound_0030
further,bluesport_0017,chihuahua_0017,sparrow_0017,leather_0017
further,bloodhound_0009,tomtit_0009,woven_0009,hatchback_0009
further,brown_0001,bullmastiff_0001,robin_0001,knob_0001
further,pigeon_0010,squat_0010,white_0010,pug_0010
further,bloodhound_0034,hatchback_0034,tomtit_0034,woven_0034
further,bullmastiff_0026,knob_0026,robin_0026,brown_0026
further,bullmastiff_0035,inlay_0035,white_0035,pigeon_0035
further,bullmastiff_0008,pigeon_0008,white_0008,inlay_0008
further,cuckoo_0025,redantique_0025,sling_0025,pug_0025
further,cuckoo_0015,pug_0015,redantique_0015,sling_0015
further,bluejay_0026,bluesport_0026,doberman_0026,woven_0026
further,cuckoo_0003,pug_0003,sling_0003,redantique_0003
further,bullmastiff_0013,inlay_0013,pigeon_0013,white_0013
further,bluesedan_0022,crow_0022,goldenretriever_0022,straight_0022
further,crow_0030,goldenretriever_0030,straight_0030,bluesedan_0030
further,bluesport_0021,doberman_0021,woven_0021,bluejay_0021
further,inlay_0006,pigeon_0006,white_0006,bullmastiff_0006
further,bluejay_0007,bluesport_0007,woven_0007,doberman_0007
further,bluesedan_0010,goldenretriever_0010,straight_0010,crow_0010
further,bluesedan_0029,crow_0029,straight_0029,goldenretriever_0029
further,pug_0034,redantique_0034,sling_0034,cuckoo_0034
further,bluejay_0011,doberman_0011,woven_0011,bluesport_0011
further,bloodhound_0033,crow_0033,white_0033,squat_0033
further,basset_0034,brown_0034,sling_0034,tomtit_0034
further,bloodhound_0024,squat_0024,white_0024,crow_0024
further,goldenretriever_0005,hatchback_0005,inlay_0005,nightingale_0005
further,bluesport_0026,pigeon_0026,pug_0026,straight_0026
further,bluesport_0030,pigeon_0030,straight_0030,pug_0030
further,brown_0014,sling_0014,tomtit_0014,basset_0014
further,bloodhound_0017,crow_0017,squat_0017,white_0017
further,goldenretriever_0021,hatchback_0021,nightingale_0021,inlay_0021
further,bluesport_0028,pug_0028,straight_0028,pigeon_0028
further,pigeon_0031,pug_0031,straight_0031,bluesport_0031
further,hatchback_0027,inlay_0027,nightingale_0027,goldenretriever_0027
further,basset_0032,brown_0032,tomtit_0032,sling_0032
further,basset_0039,sling_0039,tomtit_0039,brown_0039
further,goldenretriever_0038,inlay_0038,nightingale_0038,hatchback_0038
further,crow_0037,squat_0037,white_0037,bloodhound_0037
further,beetle_0025,nightingale_0025,sling_0025,pug_0025
further,goldenretriever_0032,knob_0032,redantique_0032,cuckoo_0032
further,pigeon_0031,squat_0031,white_0031,weimaraner_0031
further,nightingale_0038,pug_0038,sling_0038,beetle_0038
further,bloodhound_0021,hatchback_0021,woven_0021,robin_0021
further,hatchback_0000,robin_0000,woven_0000,bloodhound_0000
further,cuckoo_0020,knob_0020,redantique_0020,goldenretriever_0020
further,beetle_0005,pug_0005,sling_0005,nightingale_0005
further,pigeon_0013,squat_0013,weimaraner_0013,white_0013
further,pigeon_0014,weimaraner_0014,white_0014,squat_0014
further,bloodhound_0010,hatchback_0010,robin_0010,woven_0010
further,beetle_0034,nightingale_0034,pug_0034,sling_0034
further,cuckoo_0003,goldenretriever_0003,knob_0003,redantique_0003
further,squat_0008,weimaraner_0008,white_0008,pigeon_0008
further,bloodhound_0009,robin_0009,woven_0009,hatchback_0009
further,cuckoo_0030,goldenretriever_0030,redantique_0030,knob_0030
further,basset_0004,beetle_0004,cuckoo_0004,leather_0004
further,bullmastiff_0017,sling_0017,sparrow_0017,bluesedan_0017
further,bloodhound_0005,hatchback_0005,robin_0005,woven_0005
further,basset_0036,cuckoo_0036,leather_0036,beetle_0036
further,brown_0037,doberman_0037,inlay_0037,pigeon_0037
further,hatchback_0012,robin_0012,woven_0012,bloodhound_0012
further,bloodhound_0011,robin_0011,woven_0011,hatchback_0011
further,beetle_0016,cuckoo_0016,leather_0016,basset_0016
further,bluesedan_0002,bullmastiff_0002,sling_0002,sparrow_0002
further,doberman_0020,inlay_0020,pigeon_0020,brown_0020
further,bluesedan_0038,bullmastiff_0038,sparrow_0038,sling_0038
further,brown_0013,doberman_0013,pigeon_0013,inlay_0013
further,brown_0007,inlay_0007,pigeon_0007,doberman_0007
further,basset_0019,beetle_0019,leather_0019,cuckoo_0019
further,bluesedan_0014,sling_0014,sparrow_0014,bullmastiff_0014
further,bloodhound_0009,hatchback_0009,woven_0009,robin_0009
further,basset_0036,inlay_0036,sparrow_0036,beetle_0036
further,bluejay_0038,goldenretriever_0038,squat_0038,redantique_0038
further,basset_0001,beetle_0001,inlay_0001,sparrow_0001
further,bullmastiff_0008,pigeon_0008,sling_0008,bluesedan_0008
further,basset_0011,beetle_0011,sparrow_0011,inlay_0011
further,beetle_0017,inlay_0017,sparrow_0017,basset_0017
further,bluejay_0032,goldenretriever_0032,redantique_0032,squat_0032
further,cuckoo_0006,doberman_0006,waiting_0006,bluesport_0006
further,bluesedan_0002,pigeon_0002,sling_0002,bullmastiff_0002
further,bluesport_0021,cuckoo_0021,waiting_0021,doberman_0021
further,goldenretriever_0037,redantique_0037,squat_0037,bluejay_0037
further,bluejay_0019,redantique_0019,squat_0019,goldenretriever_0019
further,bluesedan_0035,bullmastiff_0035,pigeon_0035,sling_0035
further,bluesport_0018,cuckoo_0018,doberman_0018,waiting_0018
further,bluesport_0014,doberman_0014,waiting_0014,cuckoo_0014
further,bluesedan_0005,bullmastiff_0005,sling_0005,pigeon_0005
further,goldenretriever_0001,sparrow_0001,white_0001,squat_0001
further,bluesport_0016,crow_0016,waiting_0016,weimaraner_0016
further,brown_0024,inlay_0024,nightingale_0024,chihuahua_0024
further,beetle_0021,pigeon_0021,pug_0021,knob_0021
further,bluesport_0033,crow_0033,weimaraner_0033,waiting_0033
further,brown_0014,chihuahua_0014,nightingale_0014,inlay_0014
further,bluesport_0028,waiting_0028,weimaraner_0028,crow_0028
further,beetle_0020,knob_0020,pug_0020,pigeon_0020
further,crow_0023,waiting_0023,weimaraner_0023,bluesport_0023
further,sparrow_0010,squat_0010,white_0010,goldenretriever_0010
further,knob_0006,pigeon_0006,pug_0006,beetle_0006
further,brown_0036,chihuahua_0036,inlay_0036,nightingale_0036
further,goldenretriever_0034,squat_0034,white_0034,sparrow_0034
further,goldenretriever_0011,sparrow_0011,squat_0011,white_0011
further,chihuahua_0012,inlay_0012,nightingale_0012,brown_0012
further,beetle_0032,knob_0032,pigeon_0032,pug_0032
further,brown_0025,crow_0025,weimaraner_0025,waiting_0025
further,brown_0019,crow_0019,waiting_0019,weimaraner_0019
further,bluejay_0031,chihuahua_0031,inlay_0031,redantique_0031
further,doberman_0003,redsport_0003,squat_0003,robin_0003
further,chihuahua_0013,inlay_0013,redantique_0013,bluejay_0013
further,bluejay_0028,chihuahua_0028,redantique_0028,inlay_0028
further,bloodhound_0037,bluesedan_0037,straight_0037,nightingale_0037
further,doberman_0024,redsport_0024,robin_0024,squat_0024
further,bloodhound_0014,bluesedan_0014,nightingale_0014,straight_0014
further,redsport_0020,robin_0020,squat_0020,doberman_0020
further,bluesedan_0021,nightingale_0021,straight_0021,bloodhound_0021
further,brown_0007,waiting_0007,weimaraner_0007,crow_0007
further,crow_0027,waiting_0027,weimaraner_0027,brown_0027
further,doberman_0026,robin_0026,squat_0026,redsport_0026
further,bluejay_0008,inlay_0008,redantique_0008,chihuahua_0008
further,bloodhound_0030,nightingale_0030,straight_0030,bluesedan_0030
further,doberman_0007,redantique_0007,straight_0007,pigeon_0007
further,beetle_0028,bullmastiff_0028,robin_0028,inlay_0028
further,pigeon_0009,redantique_0009,straight_0009,doberman_0009
further,hatchback_0018,sling_0018,weimaraner_0018,sparrow_0018
further,basset_0034,bluesport_0034,woven_0034,nightingale_0034
further,beetle_0027,bullmastiff_0027,inlay_0027,robin_0027
further,basset_0021,bluesport_0021,nightingale_0021,woven_0021
further,hatchback_0003,sling_0003,sparrow_0003,weimaraner_0003
further,doberman_0005,pigeon_0005,redantique_0005,straight_0005
further,basset_0012,nightingale_0012,woven_0012,bluesport_0012
further,beetle_0020,inlay_0020,robin_0020,bullmastiff_0020
further,sling_0002,sparrow_0002,weimaraner_0002,hatchback_0002
further,doberman_0030,pigeon_0030,straight_0030,redantique_0030
further,bluesport_0031,nightingale_0031,woven_0031,basset_0031
further,hatchback_0011,sparrow_0011,weimaraner_0011,sling_0011
further,bullmastiff_0038,inlay_0038,robin_0038,beetle_0038
further,leather_0022,robin_0022,white_0022,bullmastiff_0022
further,pug_0037,sling_0037,sparrow_0037,redsport_0037
further,redsport_0033,sling_0033,sparrow_0033,pug_0033
further,basset_0021,beetle_0021,bluejay_0021,squat_0021
further,beetle_0013,bluejay_0013,squat_0013,basset_0013
further,bloodhound_0018,inlay_0018,nightingale_0018,hatchback_0018
further,bullmastiff_0039,robin_0039,white_0039,leather_0039
further,bloodhound_0009,hatchback_0009,nightingale_0009,inlay_0009
further,bullmastiff_0005,leather_0005,white_0005,robin_0005
further,pug_0035,redsport_0035,sling_0035,sparrow_0035
further,basset_0003,bluejay_0003,squat_0003,beetle_0003
further,basset_0028,beetle_0028,squat_0028,bluejay_0028
further,bloodhound_0006,hatchback_0006,inlay_0006,nightingale_0006
further,bullmastiff_0017,leather_0017,robin_0017,white_0017
further,hatchback_0000,inlay_0000,nightingale_0000,bloodhound_0000
further,pug_0034,redsport_0034,sparrow_0034,sling_0034
further,brown_0035,straight_0035,weimaraner_0035,cuckoo_0035
further,pigeon_0012,pug_0012,woven_0012,redantique_0012
further,brown_0025,cuckoo_0025,weimaraner_0025,straight_0025
further,pug_0023,redantique_0023,woven_0023,pigeon_0023
further,bluesport_0011,bullmastiff_0011,sling_0011,crow_0011
further,bullmastiff_0037,crow_0037,sling_0037,bluesport_0037
further,pigeon_0013,pug_0013,redantique_0013,woven_0013
further,brown_0006,cuckoo_0006,straight_0006,weimaraner_0006
further,bluesport_0028,bullmastiff_0028,crow_0028,sling_0028
further,doberman_0005,nightingale_0005,redsport_0005,waiting_0005
further,nightingale_0009,redsport_0009,waiting_0009,doberman_0009
further,doberman_0032,nightingale_0032,waiting_0032,redsport_0032
further,doberman_0039,redsport_0039,waiting_0039,nightingale_0039
further,cuckoo_0029,straight_0029,weimaraner_0029,brown_0029
further,pigeon_0019,redantique_0019,woven_0019,pug_0019
further,bluesport_0004,crow_0004,sling_0004,bullmastiff_0004
further,basset_0000,bluesedan_0000,squat_0000,tomtit_0000
further,bluesport_0038,robin_0038,woven_0038,bloodhound_0038
further,crow_0039,sling_0039,weimaraner_0039,redsport_0039
further,doberman_0031,hatchback_0031,nightingale_0031,inlay_0031
further,hatchback_0003,inlay_0003,nightingale_0003,doberman_0003
further,bluesedan_0032,squat_0032,tomtit_0032,basset_0032
further,doberman_0018,inlay_0018,nightingale_0018,hatchback_0018
further,bloodhound_0024,robin_0024,woven_0024,bluesport_0024
further,basset_0028,bluesedan_0028,tomtit_0028,squat_0028
further,crow_0030,redsport_0030,weimaraner_0030,sling_0030
further,redsport_0020,sling_0020,weimaraner_0020,crow_0020
further,crow_0026,redsport_0026,sling_0026,weimaraner_0026
further,bloodhound_0017,bluesport_0017,woven_0017,robin_0017
further,doberman_0033,hatchback_0033,inlay_0033,nightingale_0033
further,bloodhound_0009,bluesport_0009,robin_0009,woven_0009
further,basset_0014,squat_0014,tomtit_0014,bluesedan_0014
further,brown_0023,cuckoo_0023,sling_0023,pug_0023
further,doberman_0025,leather_0025,nightingale_0025,bluesport_0025
further,hatchback_0000,robin_0000,waiting_0000,weimaraner_0000
further,cuckoo_0006,pug_0006,sling_0006,brown_0006
further,hatchback_0017,waiting_0017,weimaraner_0017,robin_0017
further,hatchback_0027,robin_0027,weimaraner_0027,waiting_0027
further,robin_0032,waiting_0032,weimaraner_0032,hatchback_0032
further,redantique_0029,sparrow_0029,squat_0029,bullmastiff_0029
further,bullmastiff_0012,sparrow_0012,squat_0012,redantique_0012
further,bluesport_0009,doberman_0009,nightingale_0009,leather_0009
further,bluesport_0028,leather_0028,nightingale_0028,doberman_0028
further,brown_0015,cuckoo_0015,pug_0015,sling_0015
further,brown_0033,pug_0033,sling_0033,cuckoo_0033
further,bullmastiff_0013,redantique_0013,sparrow_0013,squat_0013
further,bluesport_0011,doberman_0011,leather_0011,nightingale_0011
further,bullmastiff_0001,redantique_0001,squat_0001,sparrow_0001
further,beetle_0023,inlay_0023,weimaraner_0023,robin_0023
further,bluesedan_0000,doberman_0000,sling_0000,bluejay_0000
further,bluejay_0002,bluesedan_0002,doberman_0002,sling_0002
further,bluejay_0007,doberman_0007,sling_0007,bluesedan_0007
further,knob_0037,pug_0037,white_0037,crow_0037
further,beetle_0036,robin_0036,weimaraner_0036,inlay_0036
further,goldenretriever_0035,redantique_0035,squat_0035,nightingale_0035
further,crow_0026,knob_0026,pug_0026,white_0026
further,crow_0009,knob_0009,white_0009,pug_0009
further,bluejay_0025,bluesedan_0025,sling_0025,doberman_0025
further,beetle_0031,inlay_0031,robin_0031,weimaraner_0031
further,goldenretriever_0027,nightingale_0027,squat_0027,redantique_0027
further,goldenretriever_0017,nightingale_0017,redantique_0017,squat_0017
further,inlay_0010,robin_0010,weimaraner_0010,beetle_0010
further,nightingale_0004,redantique_0004,squat_0004,goldenretriever_0004
further,crow_0021,pug_0021,white_0021,knob_0021
further,bullmastiff_0022,redsport_0022,squat_0022,pigeon_0022
further,leather_0017,pug_0017,tomtit_0017,bluesport_0017
further,basset_0005,robin_0005,white_0005,woven_0005
further,cuckoo_0002,hatchback_0002,knob_0002,goldenretriever_0002
further,basset_0026,white_0026,woven_0026,robin_0026
further,cuckoo_0020,goldenretriever_0020,knob_0020,hatchback_0020
further,bluesport_0021,leather_0021,tomtit_0021,pug_0021
further,bluesport_0011,pug_0011,tomtit_0011,leather_0011
further,pigeon_0014,redsport_0014,squat_0014,bullmastiff_0014
further,bullmastiff_0006,pigeon_0006,squat_0006,redsport_0006
further,bluesport_0003,leather_0003,pug_0003,tomtit_0003
further,basset_0038,robin_0038,woven_0038,white_0038
further,robin_0028,white_0028,woven_0028,basset_0028
further,bullmastiff_0024,pigeon_0024,redsport_0024,squat_0024
further,cuckoo_0034,goldenretriever_0034,hatchback_0034,knob_0034
further,goldenretriever_0010,hatchback_0010,knob_0010,cuckoo_0010
further,bluesedan_0032,robin_0032,squat_0032,basset_0032
further,brown_0021,crow_0021,waiting_0021,doberman_0021
further,chihuahua_0000,pigeon_0000,white_0000,leather_0000
further,bluejay_0016,bullmastiff_0016,inlay_0016,redantique_0016
further,basset_0017,robin_0017,squat_0017,bluesedan_0017
further,brown_0036,doberman_0036,waiting_0036,crow_0036
further,basset_0019,bluesedan_0019,squat_0019,robin_0019
further,basset_0028,bluesedan_0028,robin_0028,squat_0028
further,chihuahua_0006,leather_0006,pigeon_0006,white_0006
further,bluejay_0014,inlay_0014,redantique_0014,bullmastiff_0014
further,crow_0025,doberman_0025,waiting_0025,brown_0025
further,brown_0013,crow_0013,doberman_0013,waiting_0013
further,bluejay_0029,bullmastiff_0029,redantique_0029,inlay_0029
further,leather_0027,pigeon_0027,white_0027,chihuahua_0027
further,chihuahua_0008,leather_0008,white_0008,pigeon_0008
further,bullmastiff_0004,inlay_0004,redantique_0004,bluejay_0004
further,bluesedan_0024,leather_0024,tomtit_0024,goldenretriever_0024
further,brown_0032,pug_0032,sparrow_0032,straight_0032
further,goldenretriever_0014,leather_0014,tomtit_0014,bluesedan_0014
further,redsport_0009,waiting_0009,weimaraner_0009,nightingale_0009
further,bluesedan_0026,goldenretriever_0026,tomtit_0026,leather_0026
further,nightingale_0030,waiting_0030,weimaraner_0030,redsport_0030
further,bluesport_0025,chihuahua_0025,knob_0025,crow_0025
further,bluesport_0004,chihuahua_0004,crow_0004,knob_0004
further,pug_0027,sparrow_0027,straight_0027,brown_0027
further,nightingale_0007,redsport_0007,waiting_0007,weimaraner_0007
further,bluesedan_0012,goldenretriever_0012,leather_0012,tomtit_0012
further,bluesport_0013,crow_0013,knob_0013,chihuahua_0013
further,nightingale_0015,redsport_0015,weimaraner_0015,waiting_0015
further,brown_0021,pug_0021,straight_0021,sparrow_0021
further,brown_0039,sparrow_0039,straight_0039,pug_0039
further,chihuahua_0002,crow_0002,knob_0002,bluesport_0002
further,basset_0013,crow_0013,leather_0013,bluesedan_0013
further,hatchback_0018,robin_0018,straight_0018,pug_0018
further,basset_0009,bluesedan_0009,leather_0009,crow_0009
further,beetle_0005,bluejay_0005,chihuahua_0005,inlay_0005
further,goldenretriever_0000,redsport_0000,sparrow_0000,waiting_0000
further,goldenretriever_0011,sparrow_0011,waiting_0011,redsport_0011
further,hatchback_0039,pug_0039,straight_0039,robin_0039
further,hatchback_0001,pug_0001,robin_0001,straight_0001
further,bluejay_0019,chihuahua_0019,inlay_0019,beetle_0019
further,redsport_0008,sparrow_0008,waiting_0008,goldenretriever_0008
further,pug_0037,robin_0037,straight_0037,hatchback_0037
further,goldenretriever_0024,redsport_0024,waiting_0024,sparrow_0024
further,beetle_0007,bluejay_0007,inlay_0007,chihuahua_0007
further,basset_0036,bluesedan_0036,crow_0036,leather_0036
further,beetle_0021,chihuahua_0021,inlay_0021,bluejay_0021
further,bluesedan_0012,crow_0012,leather_0012,basset_0012
further,basset_0006,crow_0006,leather_0006,redsport_0006
further,cuckoo_0011,inlay_0011,weimaraner_0011,hatchback_0011
further,hatchback_0028,inlay_0028,weimaraner_0028,cuckoo_0028
further,chihuahua_0019,waiting_0019,white_0019,sparrow_0019
further,cuckoo_0024,hatchback_0024,weimaraner_0024,inlay_0024
further,chihuahua_0025,sparrow_0025,white_0025,waiting_0025
further,sparrow_0015,waiting_0015,white_0015,chihuahua_0015
further,knob_0001,pigeon_0001,pug_0001,bluesport_0001
further,bluesport_0023,knob_0023,pigeon_0023,pug_0023
further,chihuahua_0017,sparrow_0017,waiting_0017,white_0017
further,cuckoo_0008,hatchback_0008,inlay_0008,weimaraner_0008
further,bluesport_0032,pigeon_0032,pug_0032,knob_0032
further,basset_0022,crow_0022,redsport_0022,leather_0022
further,bluesport_0039,knob_0039,pug_0039,pigeon_0039
further,basset_0009,leather_0009,redsport_0009,crow_0009
further,crow_0013,leather_0013,redsport_0013,basset_0013
further,bluesport_0025,chihuahua_0025,squat_0025,crow_0025
further,bluesedan_0005,nightingale_0005,pug_0005,inlay_0005
further,bluejay_0034,brown_0034,sling_0034,basset_0034
further,bluesedan_0010,inlay_0010,pug_0010,nightingale_0010
further,inlay_0028,nightingale_0028,pug_0028,bluesedan_0028
further,bluesedan_0017,inlay_0017,nightingale_0017,pug_0017
further,chihuahua_0015,crow_0015,squat_0015,bluesport_0015
further,basset_0037,bluejay_0037,brown_0037,sling_0037
further,bluesport_0012,crow_0012,squat_0012,chihuahua_0012
further,bluesport_0033,chihuahua_0033,crow_0033,squat_0033
further,bloodhound_0038,cuckoo_0038,redsport_0038,leather_0038
further,cuckoo_0030,leather_0030,redsport_0030,bloodhound_0030
further,bloodhound_0008,cuckoo_0008,leather_0008,redsport_0008
further,bloodhound_0026,leather_0026,redsport_0026,cuckoo_0026
further,basset_0011,bluejay_0011,sling_0011,brown_0011
further,basset_0000,brown_0000,sling_0000,bluejay_0000
further,chihuahua_0001,redsport_0001,waiting_0001,pigeon_0001
further,pug_0020,robin_0020,woven_0020,bluesport_0020
further,bluesport_0039,pug_0039,woven_0039,robin_0039
further,chihuahua_0026,pigeon_0026,waiting_0026,redsport_0026
further,bloodhound_0021,redantique_0021,squat_0021,nightingale_0021
further,bluesedan_0028,tomtit_0028,weimaraner_0028,inlay_0028
further,bluesport_0015,robin_0015,woven_0015,pug_0015
further,chihuahua_0005,pigeon_0005,redsport_0005,waiting_0005
further,bloodhound_0027,nightingale_0027,redantique_0027,squat_0027
further,bloodhound_0010,nightingale_0010,squat_0010,redantique_0010
further,nightingale_0016,redantique_0016,squat_0016,bloodhound_0016
further,inlay_0037,tomtit_0037,weimaraner_0037,bluesedan_0037
further,pigeon_0023,redsport_0023,waiting_0023,chihuahua_0023
further,bluesport_0025,pug_0025,robin_0025,woven_0025
further,bluesedan_0011,inlay_0011,weimaraner_0011,tomtit_0011
further,bluesedan_0036,inlay_0036,tomtit_0036,weimaraner_0036
further,goldenretriever_0039,hatchback_0039,straight_0039,robin_0039
further,goldenretriever_0007,robin_0007,straight_0007,hatchback_0007
further,bluejay_0034,bullmastiff_0034,white_0034,inlay_0034
further,basset_0014,beetle_0014,cuckoo_0014,leather_0014
further,bluejay_0002,bullmastiff_0002,inlay_0002,white_0002
further,basset_0028,beetle_0028,leather_0028,cuckoo_0028
further,crow_0022,knob_0022,redantique_0022,pug_0022
further,basset_0003,cuckoo_0003,leather_0003,beetle_0003
further,crow_0012,knob_0012,pug_0012,redantique_0012
further,goldenretriever_0033,hatchback_0033,robin_0033,straight_0033
further,crow_0024,pug_0024,redantique_0024,knob_0024
further,knob_0026,pug_0026,redantique_0026,crow_0026
further,bullmastiff_0038,inlay_0038,white_0038,bluejay_0038
further,hatchback_0017,robin_0017,straight_0017,goldenretriever_0017
further,bluejay_0015,inlay_0015,white_0015,bullmastiff_0015
further,beetle_0011,cuckoo_0011,leather_0011,basset_0011
further,bloodhound_0018,bluesedan_0018,crow_0018,leather_0018
further,goldenretriever_0000,tomtit_0000,waiting_0000,redantique_0000
further,goldenretriever_0030,redantique_0030,waiting_0030,tomtit_0030
further,bloodhound_0005,crow_0005,leather_0005,bluesedan_0005
further,bloodhound_0014,bluesedan_0014,leather_0014,crow_0014
further,goldenretriever_0034,redantique_0034,tomtit_0034,waiting_0034
further,beetle_0036,robin_0036,straight_0036,pug_0036
further,cuckoo_0004,redsport_0004,weimaraner_0004,squat_0004
further,cuckoo_0013,redsport_0013,squat_0013,weimaraner_0013
further,beetle_0029,pug_0029,straight_0029,robin_0029
further,beetle_0023,pug_0023,robin_0023,straight_0023
further,cuckoo_0015,squat_0015,weimaraner_0015,redsport_0015
further,redsport_0009,squat_0009,weimaraner_0009,cuckoo_0009
further,bluesedan_0007,crow_0007,leather_0007,bloodhound_0007
further,redantique_0006,tomtit_0006,waiting_0006,goldenretriever_0006
further,pug_0028,robin_0028,straight_0028,beetle_0028
further,brown_0007,knob_0007,sparrow_0007,doberman_0007
further,bluesport_0013,crow_0013,squat_0013,pug_0013
further,bullmastiff_0025,redantique_0025,tomtit_0025,leather_0025
further,bullmastiff_0003,leather_0003,redantique_0003,tomtit_0003
further,basset_0020,sling_0020,white_0020,bluejay_0020
further,basset_0038,bluejay_0038,white_0038,sling_0038
further,bluesport_0026,crow_0026,pug_0026,squat_0026
further,basset_0028,bluejay_0028,sling_0028,white_0028
further,crow_0032,pug_0032,squat_0032,bluesport_0032
further,bluesport_0015,pug_0015,squat_0015,crow_0015
further,bullmastiff_0021,leather_0021,tomtit_0021,redantique_0021
further,brown_0019,doberman_0019,knob_0019,sparrow_0019
further,bluejay_0016,sling_0016,white_0016,basset_0016
further,leather_0029,redantique_0029,tomtit_0029,bullmastiff_0029
further,brown_0004,doberman_0004,sparrow_0004,knob_0004
further,doberman_0017,knob_0017,sparrow_0017,brown_0017
further,beetle_0028,inlay_0028,pigeon_0028,bloodhound_0028
further,goldenretriever_0026,leather_0026,sparrow_0026,bluesport_0026
further,beetle_0012,bloodhound_0012,inlay_0012,pigeon_0012
further,basset_0024,crow_0024,straight_0024,brown_0024
further,basset_0039,brown_0039,crow_0039,straight_0039
further,brown_0002,crow_0002,straight_0002,basset_0002
further,knob_0038,redsport_0038,robin_0038,pug_0038
further,pug_0017,redsport_0017,robin_0017,knob_0017
further,bluesport_0000,leather_0000,sparrow_0000,goldenretriever_0000
further,bluesport_0022,goldenretriever_0022,sparrow_0022,leather_0022
further,bloodhound_0005,inlay_0005,pigeon_0005,beetle_0005
further,beetle_0036,bloodhound_0036,pigeon_0036,inlay_0036
further,knob_0032,pug_0032,robin_0032,redsport_0032
further,basset_0007,brown_0007,straight_0007,crow_0007
further,bluesport_0025,goldenretriever_0025,leather_0025,sparrow_0025
