,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
269,further,44375a040165_29,trial_4_straight,trial_15_nightingale,trial_18_pug,trial_3_redantique
270,further,44375a040165_32,trial_19_pigeon,trial_11_waiting,trial_24_white,trial_2_bullmastiff
271,further,54e60295fc00_2,trial_30_doberman,trial_13_tomtit,trial_21_woven,trial_6_hatchback
272,further,54e60295fc00_7,trial_19_pigeon,trial_27_sling,trial_3_redantique,trial_7_basset
273,further,54e60295fc00_10,trial_29_sparrow,trial_18_pug,trial_24_white,trial_8_knob
274,further,54e60295fc00_12,trial_17_redsport,trial_15_nightingale,trial_2_bullmastiff,trial_5_inlay
275,further,54e60295fc00_13,trial_5_inlay,trial_15_nightingale,trial_17_redsport,trial_2_bullmastiff
276,further,54e60295fc00_14,trial_18_pug,trial_24_white,trial_29_sparrow,trial_8_knob
277,further,54e60295fc00_15,trial_3_redantique,trial_19_pigeon,trial_27_sling,trial_7_basset
278,further,54e60295fc00_19,trial_7_basset,trial_19_pigeon,trial_27_sling,trial_3_redantique
279,further,54e60295fc00_22,trial_13_tomtit,trial_21_woven,trial_30_doberman,trial_6_hatchback
280,further,54e60295fc00_23,trial_8_knob,trial_18_pug,trial_24_white,trial_29_sparrow
281,further,54e60295fc00_26,trial_6_hatchback,trial_13_tomtit,trial_21_woven,trial_30_doberman
282,further,54e60295fc00_27,trial_2_bullmastiff,trial_15_nightingale,trial_17_redsport,trial_5_inlay
283,further,54e60295fc00_28,trial_27_sling,trial_19_pigeon,trial_3_redantique,trial_7_basset
284,further,54e60295fc00_29,trial_15_nightingale,trial_17_redsport,trial_2_bullmastiff,trial_5_inlay
285,further,54e60295fc00_30,trial_21_woven,trial_13_tomtit,trial_30_doberman,trial_6_hatchback
286,further,54e60295fc00_32,trial_24_white,trial_18_pug,trial_29_sparrow,trial_8_knob
287,further,d479bb0a2d11_2,trial_27_sling,trial_14_robin,trial_24_white,trial_25_goldenretriever
288,further,d479bb0a2d11_3,trial_25_goldenretriever,trial_14_robin,trial_24_white,trial_27_sling
289,further,d479bb0a2d11_4,trial_14_robin,trial_24_white,trial_25_goldenretriever,trial_27_sling
290,further,d479bb0a2d11_5,trial_17_redsport,trial_11_waiting,trial_26_crow,trial_7_basset
291,further,d479bb0a2d11_10,trial_22_leather,trial_10_beetle,trial_15_nightingale,trial_30_doberman
292,further,d479bb0a2d11_11,trial_11_waiting,trial_17_redsport,trial_26_crow,trial_7_basset
293,further,d479bb0a2d11_15,trial_26_crow,trial_11_waiting,trial_17_redsport,trial_7_basset
294,further,d479bb0a2d11_17,trial_28_chihuahua,trial_20_cuckoo,trial_8_knob,trial_9_brown
295,further,d479bb0a2d11_19,trial_15_nightingale,trial_10_beetle,trial_22_leather,trial_30_doberman
296,further,d479bb0a2d11_24,trial_9_brown,trial_20_cuckoo,trial_28_chihuahua,trial_8_knob
297,further,d479bb0a2d11_25,trial_7_basset,trial_11_waiting,trial_17_redsport,trial_26_crow
298,further,d479bb0a2d11_26,trial_24_white,trial_14_robin,trial_25_goldenretriever,trial_27_sling
299,further,d479bb0a2d11_28,trial_20_cuckoo,trial_28_chihuahua,trial_8_knob,trial_9_brown
300,further,d479bb0a2d11_29,trial_30_doberman,trial_10_beetle,trial_15_nightingale,trial_22_leather
301,further,d479bb0a2d11_30,trial_10_beetle,trial_15_nightingale,trial_22_leather,trial_30_doberman
302,further,d479bb0a2d11_32,trial_8_knob,trial_20_cuckoo,trial_28_chihuahua,trial_9_brown
303,further,bf974318f61d_1,trial_19_pigeon,trial_1_bluesport,trial_30_doberman,trial_8_knob
304,further,bf974318f61d_2,trial_23_weimaraner,trial_15_nightingale,trial_27_sling,trial_3_redantique
305,further,bf974318f61d_3,trial_15_nightingale,trial_23_weimaraner,trial_27_sling,trial_3_redantique
306,further,bf974318f61d_4,trial_31_bluesedan,trial_13_tomtit,trial_22_leather,trial_28_chihuahua
307,further,bf974318f61d_5,trial_27_sling,trial_15_nightingale,trial_23_weimaraner,trial_3_redantique
308,further,bf974318f61d_7,trial_22_leather,trial_13_tomtit,trial_28_chihuahua,trial_31_bluesedan
309,further,bf974318f61d_9,trial_32_squat,trial_17_redsport,trial_29_sparrow,trial_7_basset
310,further,bf974318f61d_11,trial_3_redantique,trial_15_nightingale,trial_23_weimaraner,trial_27_sling
311,further,bf974318f61d_12,trial_8_knob,trial_19_pigeon,trial_1_bluesport,trial_30_doberman
312,further,bf974318f61d_13,trial_28_chihuahua,trial_13_tomtit,trial_22_leather,trial_31_bluesedan
313,further,bf974318f61d_22,trial_13_tomtit,trial_22_leather,trial_28_chihuahua,trial_31_bluesedan
314,further,bf974318f61d_24,trial_17_redsport,trial_29_sparrow,trial_32_squat,trial_7_basset
315,further,bf974318f61d_26,trial_7_basset,trial_17_redsport,trial_29_sparrow,trial_32_squat
316,further,bf974318f61d_27,trial_1_bluesport,trial_19_pigeon,trial_30_doberman,trial_8_knob
317,further,bf974318f61d_30,trial_29_sparrow,trial_17_redsport,trial_32_squat,trial_7_basset
318,further,bf974318f61d_31,trial_30_doberman,trial_19_pigeon,trial_1_bluesport,trial_8_knob
319,further,5d9a30dc38e2_1,trial_13_tomtit,trial_11_waiting,trial_2_bullmastiff,trial_3_redantique
320,further,5d9a30dc38e2_2,trial_11_waiting,trial_13_tomtit,trial_2_bullmastiff,trial_3_redantique
321,further,5d9a30dc38e2_5,trial_16_bloodhound,trial_26_crow,trial_31_bluesedan,trial_4_straight
322,further,5d9a30dc38e2_6,trial_8_knob,trial_19_pigeon,trial_1_bluesport,trial_25_goldenretriever
323,further,5d9a30dc38e2_7,trial_20_cuckoo,trial_22_leather,trial_24_white,trial_28_chihuahua
324,further,5d9a30dc38e2_8,trial_26_crow,trial_16_bloodhound,trial_31_bluesedan,trial_4_straight
325,further,5d9a30dc38e2_9,trial_1_bluesport,trial_19_pigeon,trial_25_goldenretriever,trial_8_knob
326,further,5d9a30dc38e2_12,trial_31_bluesedan,trial_16_bloodhound,trial_26_crow,trial_4_straight
327,further,5d9a30dc38e2_15,trial_4_straight,trial_16_bloodhound,trial_26_crow,trial_31_bluesedan
328,further,5d9a30dc38e2_16,trial_24_white,trial_20_cuckoo,trial_22_leather,trial_28_chihuahua
329,further,5d9a30dc38e2_18,trial_22_leather,trial_20_cuckoo,trial_24_white,trial_28_chihuahua
330,further,5d9a30dc38e2_19,trial_19_pigeon,trial_1_bluesport,trial_25_goldenretriever,trial_8_knob
331,further,5d9a30dc38e2_26,trial_28_chihuahua,trial_20_cuckoo,trial_22_leather,trial_24_white
332,further,5d9a30dc38e2_27,trial_3_redantique,trial_11_waiting,trial_13_tomtit,trial_2_bullmastiff
333,further,5d9a30dc38e2_28,trial_25_goldenretriever,trial_19_pigeon,trial_1_bluesport,trial_8_knob
334,further,5d9a30dc38e2_29,trial_2_bullmastiff,trial_11_waiting,trial_13_tomtit,trial_3_redantique
335,further,36a20f2951c5_3,trial_17_redsport,trial_14_robin,trial_16_bloodhound,trial_32_squat
336,further,36a20f2951c5_5,trial_14_robin,trial_16_bloodhound,trial_17_redsport,trial_32_squat
337,further,36a20f2951c5_11,trial_29_sparrow,trial_10_beetle,trial_30_doberman,trial_8_knob
338,further,36a20f2951c5_12,trial_2_bullmastiff,trial_12_bluejay,trial_31_bluesedan,trial_4_straight
339,further,36a20f2951c5_13,trial_4_straight,trial_12_bluejay,trial_2_bullmastiff,trial_31_bluesedan
340,further,36a20f2951c5_15,trial_16_bloodhound,trial_14_robin,trial_17_redsport,trial_32_squat
341,further,36a20f2951c5_16,trial_30_doberman,trial_10_beetle,trial_29_sparrow,trial_8_knob
342,further,36a20f2951c5_18,trial_10_beetle,trial_29_sparrow,trial_30_doberman,trial_8_knob
343,further,36a20f2951c5_20,trial_32_squat,trial_14_robin,trial_16_bloodhound,trial_17_redsport
344,further,36a20f2951c5_21,trial_13_tomtit,trial_27_sling,trial_28_chihuahua,trial_3_redantique
345,further,36a20f2951c5_23,trial_3_redantique,trial_13_tomtit,trial_27_sling,trial_28_chihuahua
346,further,36a20f2951c5_24,trial_27_sling,trial_13_tomtit,trial_28_chihuahua,trial_3_redantique
347,further,36a20f2951c5_25,trial_28_chihuahua,trial_13_tomtit,trial_27_sling,trial_3_redantique
348,further,36a20f2951c5_26,trial_12_bluejay,trial_2_bullmastiff,trial_31_bluesedan,trial_4_straight
349,further,36a20f2951c5_31,trial_8_knob,trial_10_beetle,trial_29_sparrow,trial_30_doberman
350,further,36a20f2951c5_32,trial_31_bluesedan,trial_12_bluejay,trial_2_bullmastiff,trial_4_straight
351,further,737a5b0fbd1f_1,trial_24_white,trial_26_crow,trial_30_doberman,trial_4_straight
352,further,737a5b0fbd1f_2,trial_29_sparrow,trial_18_pug,trial_31_bluesedan,trial_5_inlay
353,further,737a5b0fbd1f_4,trial_22_leather,trial_12_bluejay,trial_1_bluesport,trial_7_basset
354,further,737a5b0fbd1f_7,trial_23_weimaraner,trial_11_waiting,trial_13_tomtit,trial_9_brown
355,further,737a5b0fbd1f_9,trial_12_bluejay,trial_1_bluesport,trial_22_leather,trial_7_basset
356,further,737a5b0fbd1f_10,trial_30_doberman,trial_24_white,trial_26_crow,trial_4_straight
357,further,737a5b0fbd1f_14,trial_9_brown,trial_11_waiting,trial_13_tomtit,trial_23_weimaraner
358,further,737a5b0fbd1f_16,trial_13_tomtit,trial_11_waiting,trial_23_weimaraner,trial_9_brown
359,further,737a5b0fbd1f_19,trial_11_waiting,trial_13_tomtit,trial_23_weimaraner,trial_9_brown
360,further,737a5b0fbd1f_21,trial_7_basset,trial_12_bluejay,trial_1_bluesport,trial_22_leather
361,further,737a5b0fbd1f_23,trial_5_inlay,trial_18_pug,trial_29_sparrow,trial_31_bluesedan
362,further,737a5b0fbd1f_25,trial_18_pug,trial_29_sparrow,trial_31_bluesedan,trial_5_inlay
363,further,737a5b0fbd1f_26,trial_4_straight,trial_24_white,trial_26_crow,trial_30_doberman
364,further,737a5b0fbd1f_28,trial_1_bluesport,trial_12_bluejay,trial_22_leather,trial_7_basset
365,further,737a5b0fbd1f_29,trial_26_crow,trial_24_white,trial_30_doberman,trial_4_straight
366,further,737a5b0fbd1f_31,trial_31_bluesedan,trial_18_pug,trial_29_sparrow,trial_5_inlay
367,further,b5377cf24d71_3,trial_28_chihuahua,trial_12_bluejay,trial_32_squat,trial_9_brown
368,further,b5377cf24d71_6,trial_7_basset,trial_11_waiting,trial_26_crow,trial_3_redantique
369,further,b5377cf24d71_8,trial_4_straight,trial_16_bloodhound,trial_20_cuckoo,trial_24_white
370,further,b5377cf24d71_10,trial_11_waiting,trial_26_crow,trial_3_redantique,trial_7_basset
371,further,b5377cf24d71_12,trial_17_redsport,trial_13_tomtit,trial_2_bullmastiff,trial_5_inlay
372,further,b5377cf24d71_15,trial_24_white,trial_16_bloodhound,trial_20_cuckoo,trial_4_straight
373,further,b5377cf24d71_16,trial_26_crow,trial_11_waiting,trial_3_redantique,trial_7_basset
374,further,b5377cf24d71_17,trial_20_cuckoo,trial_16_bloodhound,trial_24_white,trial_4_straight
375,further,b5377cf24d71_18,trial_32_squat,trial_12_bluejay,trial_28_chihuahua,trial_9_brown
376,further,b5377cf24d71_19,trial_12_bluejay,trial_28_chihuahua,trial_32_squat,trial_9_brown
377,further,b5377cf24d71_21,trial_16_bloodhound,trial_20_cuckoo,trial_24_white,trial_4_straight
378,further,b5377cf24d71_23,trial_13_tomtit,trial_17_redsport,trial_2_bullmastiff,trial_5_inlay
379,further,b5377cf24d71_26,trial_9_brown,trial_12_bluejay,trial_28_chihuahua,trial_32_squat
380,further,b5377cf24d71_28,trial_2_bullmastiff,trial_13_tomtit,trial_17_redsport,trial_5_inlay
381,further,b5377cf24d71_31,trial_3_redantique,trial_11_waiting,trial_26_crow,trial_7_basset
382,further,b5377cf24d71_32,trial_5_inlay,trial_13_tomtit,trial_17_redsport,trial_2_bullmastiff
383,further,0934a9585321_2,trial_3_redantique,trial_14_robin,trial_28_chihuahua,trial_8_knob
384,further,0934a9585321_4,trial_6_hatchback,trial_15_nightingale,trial_2_bullmastiff,trial_4_straight
385,further,0934a9585321_5,trial_13_tomtit,trial_11_waiting,trial_18_pug,trial_24_white
386,further,0934a9585321_6,trial_14_robin,trial_28_chihuahua,trial_3_redantique,trial_8_knob
387,further,0934a9585321_7,trial_25_goldenretriever,trial_19_pigeon,trial_27_sling,trial_9_brown
388,further,0934a9585321_8,trial_15_nightingale,trial_2_bullmastiff,trial_4_straight,trial_6_hatchback
389,further,0934a9585321_9,trial_2_bullmastiff,trial_15_nightingale,trial_4_straight,trial_6_hatchback
390,further,0934a9585321_11,trial_18_pug,trial_11_waiting,trial_13_tomtit,trial_24_white
391,further,0934a9585321_12,trial_19_pigeon,trial_25_goldenretriever,trial_27_sling,trial_9_brown
392,further,0934a9585321_18,trial_9_brown,trial_19_pigeon,trial_25_goldenretriever,trial_27_sling
393,further,0934a9585321_21,trial_27_sling,trial_19_pigeon,trial_25_goldenretriever,trial_9_brown
394,further,0934a9585321_23,trial_24_white,trial_11_waiting,trial_13_tomtit,trial_18_pug
395,further,0934a9585321_25,trial_8_knob,trial_14_robin,trial_28_chihuahua,trial_3_redantique
396,further,0934a9585321_26,trial_4_straight,trial_15_nightingale,trial_2_bullmastiff,trial_6_hatchback
397,further,0934a9585321_29,trial_11_waiting,trial_13_tomtit,trial_18_pug,trial_24_white
398,further,0934a9585321_31,trial_28_chihuahua,trial_14_robin,trial_3_redantique,trial_8_knob
399,further,28ff79b4f377_1,trial_20_cuckoo,trial_24_white,trial_25_goldenretriever,trial_27_sling
400,further,28ff79b4f377_2,trial_17_redsport,trial_12_bluejay,trial_16_bloodhound,trial_8_knob
401,further,28ff79b4f377_3,trial_24_white,trial_20_cuckoo,trial_25_goldenretriever,trial_27_sling
402,further,28ff79b4f377_6,trial_3_redantique,trial_11_waiting,trial_28_chihuahua,trial_29_sparrow
403,further,28ff79b4f377_11,trial_21_woven,trial_13_tomtit,trial_6_hatchback,trial_7_basset
404,further,28ff79b4f377_13,trial_7_basset,trial_13_tomtit,trial_21_woven,trial_6_hatchback
405,further,28ff79b4f377_14,trial_29_sparrow,trial_11_waiting,trial_28_chihuahua,trial_3_redantique
406,further,28ff79b4f377_16,trial_13_tomtit,trial_21_woven,trial_6_hatchback,trial_7_basset
407,further,28ff79b4f377_19,trial_8_knob,trial_12_bluejay,trial_16_bloodhound,trial_17_redsport
408,further,28ff79b4f377_20,trial_25_goldenretriever,trial_20_cuckoo,trial_24_white,trial_27_sling
409,further,28ff79b4f377_22,trial_16_bloodhound,trial_12_bluejay,trial_17_redsport,trial_8_knob
410,further,28ff79b4f377_23,trial_28_chihuahua,trial_11_waiting,trial_29_sparrow,trial_3_redantique
411,further,28ff79b4f377_27,trial_11_waiting,trial_28_chihuahua,trial_29_sparrow,trial_3_redantique
412,further,28ff79b4f377_29,trial_6_hatchback,trial_13_tomtit,trial_21_woven,trial_7_basset
413,further,28ff79b4f377_30,trial_27_sling,trial_20_cuckoo,trial_24_white,trial_25_goldenretriever
414,further,28ff79b4f377_32,trial_12_bluejay,trial_16_bloodhound,trial_17_redsport,trial_8_knob
415,further,c238f8234641_2,trial_32_squat,trial_15_nightingale,trial_17_redsport,trial_7_basset
416,further,c238f8234641_4,trial_17_redsport,trial_15_nightingale,trial_32_squat,trial_7_basset
417,further,c238f8234641_5,trial_28_chihuahua,trial_13_tomtit,trial_22_leather,trial_24_white
418,further,c238f8234641_6,trial_6_hatchback,trial_11_waiting,trial_12_bluejay,trial_23_weimaraner
419,further,c238f8234641_8,trial_15_nightingale,trial_17_redsport,trial_32_squat,trial_7_basset
420,further,c238f8234641_10,trial_24_white,trial_13_tomtit,trial_22_leather,trial_28_chihuahua
421,further,c238f8234641_11,trial_27_sling,trial_10_beetle,trial_20_cuckoo,trial_2_bullmastiff
422,further,c238f8234641_14,trial_20_cuckoo,trial_10_beetle,trial_27_sling,trial_2_bullmastiff
423,further,c238f8234641_18,trial_10_beetle,trial_20_cuckoo,trial_27_sling,trial_2_bullmastiff
424,further,c238f8234641_19,trial_2_bullmastiff,trial_10_beetle,trial_20_cuckoo,trial_27_sling
425,further,c238f8234641_24,trial_22_leather,trial_13_tomtit,trial_24_white,trial_28_chihuahua
426,further,c238f8234641_25,trial_13_tomtit,trial_22_leather,trial_24_white,trial_28_chihuahua
427,further,c238f8234641_26,trial_12_bluejay,trial_11_waiting,trial_23_weimaraner,trial_6_hatchback
428,further,c238f8234641_27,trial_7_basset,trial_15_nightingale,trial_17_redsport,trial_32_squat
429,further,c238f8234641_28,trial_23_weimaraner,trial_11_waiting,trial_12_bluejay,trial_6_hatchback
430,further,c238f8234641_31,trial_11_waiting,trial_12_bluejay,trial_23_weimaraner,trial_6_hatchback
431,further,4f95213b6a55_3,trial_27_sling,trial_19_pigeon,trial_1_bluesport,trial_28_chihuahua
432,further,4f95213b6a55_6,trial_28_chihuahua,trial_19_pigeon,trial_1_bluesport,trial_27_sling
433,further,4f95213b6a55_7,trial_22_leather,trial_13_tomtit,trial_23_weimaraner,trial_6_hatchback
434,further,4f95213b6a55_9,trial_21_woven,trial_20_cuckoo,trial_2_bullmastiff,trial_31_bluesedan
435,further,4f95213b6a55_10,trial_24_white,trial_14_robin,trial_30_doberman,trial_8_knob
436,further,4f95213b6a55_12,trial_20_cuckoo,trial_21_woven,trial_2_bullmastiff,trial_31_bluesedan
437,further,4f95213b6a55_13,trial_30_doberman,trial_14_robin,trial_24_white,trial_8_knob
438,further,4f95213b6a55_14,trial_14_robin,trial_24_white,trial_30_doberman,trial_8_knob
439,further,4f95213b6a55_15,trial_8_knob,trial_14_robin,trial_24_white,trial_30_doberman
440,further,4f95213b6a55_16,trial_6_hatchback,trial_13_tomtit,trial_22_leather,trial_23_weimaraner
441,further,4f95213b6a55_17,trial_23_weimaraner,trial_13_tomtit,trial_22_leather,trial_6_hatchback
442,further,4f95213b6a55_22,trial_2_bullmastiff,trial_20_cuckoo,trial_21_woven,trial_31_bluesedan
443,further,4f95213b6a55_25,trial_31_bluesedan,trial_20_cuckoo,trial_21_woven,trial_2_bullmastiff
444,further,4f95213b6a55_26,trial_1_bluesport,trial_19_pigeon,trial_27_sling,trial_28_chihuahua
445,further,4f95213b6a55_27,trial_19_pigeon,trial_1_bluesport,trial_27_sling,trial_28_chihuahua
446,further,4f95213b6a55_30,trial_13_tomtit,trial_22_leather,trial_23_weimaraner,trial_6_hatchback
447,further,cb44cf334fe4_1,trial_2_bullmastiff,trial_12_bluejay,trial_22_leather,trial_31_bluesedan
448,further,cb44cf334fe4_2,trial_28_chihuahua,trial_19_pigeon,trial_27_sling,trial_3_redantique
449,further,cb44cf334fe4_5,trial_25_goldenretriever,trial_15_nightingale,trial_5_inlay,trial_6_hatchback
450,further,cb44cf334fe4_6,trial_29_sparrow,trial_17_redsport,trial_4_straight,trial_7_basset
451,further,cb44cf334fe4_8,trial_27_sling,trial_19_pigeon,trial_28_chihuahua,trial_3_redantique
452,further,cb44cf334fe4_9,trial_15_nightingale,trial_25_goldenretriever,trial_5_inlay,trial_6_hatchback
453,further,cb44cf334fe4_12,trial_7_basset,trial_17_redsport,trial_29_sparrow,trial_4_straight
454,further,cb44cf334fe4_18,trial_6_hatchback,trial_15_nightingale,trial_25_goldenretriever,trial_5_inlay
455,further,cb44cf334fe4_21,trial_5_inlay,trial_15_nightingale,trial_25_goldenretriever,trial_6_hatchback
456,further,cb44cf334fe4_23,trial_12_bluejay,trial_22_leather,trial_2_bullmastiff,trial_31_bluesedan
457,further,cb44cf334fe4_24,trial_19_pigeon,trial_27_sling,trial_28_chihuahua,trial_3_redantique
458,further,cb44cf334fe4_25,trial_3_redantique,trial_19_pigeon,trial_27_sling,trial_28_chihuahua
459,further,cb44cf334fe4_26,trial_4_straight,trial_17_redsport,trial_29_sparrow,trial_7_basset
460,further,cb44cf334fe4_27,trial_22_leather,trial_12_bluejay,trial_2_bullmastiff,trial_31_bluesedan
461,further,cb44cf334fe4_31,trial_31_bluesedan,trial_12_bluejay,trial_22_leather,trial_2_bullmastiff
462,further,cb44cf334fe4_32,trial_17_redsport,trial_29_sparrow,trial_4_straight,trial_7_basset
463,further,a27d10269baa_1,trial_14_robin,trial_10_beetle,trial_30_doberman,trial_8_knob
464,further,a27d10269baa_4,trial_24_white,trial_12_bluejay,trial_28_chihuahua,trial_32_squat
465,further,a27d10269baa_5,trial_28_chihuahua,trial_12_bluejay,trial_24_white,trial_32_squat
466,further,a27d10269baa_6,trial_7_basset,trial_17_redsport,trial_20_cuckoo,trial_22_leather
467,further,a27d10269baa_7,trial_19_pigeon,trial_18_pug,trial_27_sling,trial_3_redantique
468,further,a27d10269baa_11,trial_12_bluejay,trial_24_white,trial_28_chihuahua,trial_32_squat
469,further,a27d10269baa_13,trial_32_squat,trial_12_bluejay,trial_24_white,trial_28_chihuahua
470,further,a27d10269baa_15,trial_30_doberman,trial_10_beetle,trial_14_robin,trial_8_knob
471,further,a27d10269baa_16,trial_10_beetle,trial_14_robin,trial_30_doberman,trial_8_knob
472,further,a27d10269baa_17,trial_18_pug,trial_19_pigeon,trial_27_sling,trial_3_redantique
473,further,a27d10269baa_22,trial_8_knob,trial_10_beetle,trial_14_robin,trial_30_doberman
474,further,a27d10269baa_23,trial_27_sling,trial_18_pug,trial_19_pigeon,trial_3_redantique
475,further,a27d10269baa_25,trial_3_redantique,trial_18_pug,trial_19_pigeon,trial_27_sling
476,further,a27d10269baa_26,trial_22_leather,trial_17_redsport,trial_20_cuckoo,trial_7_basset
477,further,a27d10269baa_30,trial_20_cuckoo,trial_17_redsport,trial_22_leather,trial_7_basset
478,further,a27d10269baa_31,trial_17_redsport,trial_20_cuckoo,trial_22_leather,trial_7_basset
479,further,f21b736affde_2,trial_20_cuckoo,trial_21_woven,trial_31_bluesedan,trial_7_basset
480,further,f21b736affde_3,trial_26_crow,trial_25_goldenretriever,trial_4_straight,trial_6_hatchback
481,further,f21b736affde_5,trial_4_straight,trial_25_goldenretriever,trial_26_crow,trial_6_hatchback
482,further,f21b736affde_6,trial_5_inlay,trial_19_pigeon,trial_1_bluesport,trial_2_bullmastiff
483,further,f21b736affde_10,trial_15_nightingale,trial_22_leather,trial_23_weimaraner,trial_3_redantique
484,further,f21b736affde_11,trial_23_weimaraner,trial_15_nightingale,trial_22_leather,trial_3_redantique
485,further,f21b736affde_13,trial_2_bullmastiff,trial_19_pigeon,trial_1_bluesport,trial_5_inlay
486,further,f21b736affde_15,trial_25_goldenretriever,trial_26_crow,trial_4_straight,trial_6_hatchback
487,further,f21b736affde_16,trial_1_bluesport,trial_19_pigeon,trial_2_bullmastiff,trial_5_inlay
488,further,f21b736affde_17,trial_3_redantique,trial_15_nightingale,trial_22_leather,trial_23_weimaraner
489,further,f21b736affde_18,trial_22_leather,trial_15_nightingale,trial_23_weimaraner,trial_3_redantique
490,further,f21b736affde_19,trial_31_bluesedan,trial_20_cuckoo,trial_21_woven,trial_7_basset
491,further,f21b736affde_21,trial_6_hatchback,trial_25_goldenretriever,trial_26_crow,trial_4_straight
492,further,f21b736affde_24,trial_7_basset,trial_20_cuckoo,trial_21_woven,trial_31_bluesedan
493,further,f21b736affde_25,trial_19_pigeon,trial_1_bluesport,trial_2_bullmastiff,trial_5_inlay
494,further,f21b736affde_32,trial_21_woven,trial_20_cuckoo,trial_31_bluesedan,trial_7_basset
495,further,0dae8776ef1b_1,trial_10_beetle,trial_27_sling,trial_29_sparrow,trial_7_basset
496,further,0dae8776ef1b_6,trial_29_sparrow,trial_10_beetle,trial_27_sling,trial_7_basset
497,further,0dae8776ef1b_7,trial_15_nightingale,trial_23_weimaraner,trial_32_squat,trial_9_brown
498,further,0dae8776ef1b_8,trial_4_straight,trial_12_bluejay,trial_17_redsport,trial_2_bullmastiff
499,further,0dae8776ef1b_9,trial_18_pug,trial_11_waiting,trial_14_robin,trial_31_bluesedan
500,further,0dae8776ef1b_12,trial_14_robin,trial_11_waiting,trial_18_pug,trial_31_bluesedan
501,further,0dae8776ef1b_14,trial_27_sling,trial_10_beetle,trial_29_sparrow,trial_7_basset
502,further,0dae8776ef1b_15,trial_31_bluesedan,trial_11_waiting,trial_14_robin,trial_18_pug
503,further,0dae8776ef1b_16,trial_11_waiting,trial_14_robin,trial_18_pug,trial_31_bluesedan
504,further,0dae8776ef1b_17,trial_9_brown,trial_15_nightingale,trial_23_weimaraner,trial_32_squat
505,further,0dae8776ef1b_18,trial_17_redsport,trial_12_bluejay,trial_2_bullmastiff,trial_4_straight
506,further,0dae8776ef1b_20,trial_32_squat,trial_15_nightingale,trial_23_weimaraner,trial_9_brown
507,further,0dae8776ef1b_25,trial_12_bluejay,trial_17_redsport,trial_2_bullmastiff,trial_4_straight
508,further,0dae8776ef1b_28,trial_7_basset,trial_10_beetle,trial_27_sling,trial_29_sparrow
509,further,0dae8776ef1b_29,trial_2_bullmastiff,trial_12_bluejay,trial_17_redsport,trial_4_straight
510,further,0dae8776ef1b_32,trial_23_weimaraner,trial_15_nightingale,trial_32_squat,trial_9_brown
511,further,61e9769b6987_2,trial_3_redantique,trial_12_bluejay,trial_18_pug,trial_8_knob
512,further,61e9769b6987_4,trial_22_leather,trial_14_robin,trial_25_goldenretriever,trial_9_brown
513,further,61e9769b6987_5,trial_24_white,trial_16_bloodhound,trial_29_sparrow,trial_4_straight
514,further,61e9769b6987_6,trial_16_bloodhound,trial_24_white,trial_29_sparrow,trial_4_straight
515,further,61e9769b6987_10,trial_4_straight,trial_16_bloodhound,trial_24_white,trial_29_sparrow
516,further,61e9769b6987_11,trial_18_pug,trial_12_bluejay,trial_3_redantique,trial_8_knob
517,further,61e9769b6987_12,trial_10_beetle,trial_20_cuckoo,trial_32_squat,trial_7_basset
518,further,61e9769b6987_13,trial_32_squat,trial_10_beetle,trial_20_cuckoo,trial_7_basset
519,further,61e9769b6987_14,trial_25_goldenretriever,trial_14_robin,trial_22_leather,trial_9_brown
520,further,61e9769b6987_19,trial_14_robin,trial_22_leather,trial_25_goldenretriever,trial_9_brown
521,further,61e9769b6987_21,trial_12_bluejay,trial_18_pug,trial_3_redantique,trial_8_knob
522,further,61e9769b6987_26,trial_9_brown,trial_14_robin,trial_22_leather,trial_25_goldenretriever
523,further,61e9769b6987_27,trial_20_cuckoo,trial_10_beetle,trial_32_squat,trial_7_basset
524,further,61e9769b6987_28,trial_7_basset,trial_10_beetle,trial_20_cuckoo,trial_32_squat
525,further,61e9769b6987_29,trial_8_knob,trial_12_bluejay,trial_18_pug,trial_3_redantique
526,further,61e9769b6987_32,trial_29_sparrow,trial_16_bloodhound,trial_24_white,trial_4_straight
527,further,a4509fb4d9a0_1,trial_6_hatchback,trial_20_cuckoo,trial_27_sling,trial_30_doberman
528,further,a4509fb4d9a0_2,trial_18_pug,trial_26_crow,trial_8_knob,trial_9_brown
529,further,a4509fb4d9a0_4,trial_12_bluejay,trial_17_redsport,trial_25_goldenretriever,trial_5_inlay
530,further,a4509fb4d9a0_5,trial_9_brown,trial_18_pug,trial_26_crow,trial_8_knob
531,further,a4509fb4d9a0_9,trial_20_cuckoo,trial_27_sling,trial_30_doberman,trial_6_hatchback
532,further,a4509fb4d9a0_10,trial_5_inlay,trial_12_bluejay,trial_17_redsport,trial_25_goldenretriever
533,further,a4509fb4d9a0_12,trial_3_redantique,trial_11_waiting,trial_19_pigeon,trial_28_chihuahua
534,further,a4509fb4d9a0_15,trial_8_knob,trial_18_pug,trial_26_crow,trial_9_brown
535,further,a4509fb4d9a0_16,trial_30_doberman,trial_20_cuckoo,trial_27_sling,trial_6_hatchback
536,further,a4509fb4d9a0_17,trial_28_chihuahua,trial_11_waiting,trial_19_pigeon,trial_3_redantique
