gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,oneMentioned,theMentioned,fullSentence,noLevelMentioned,,,,,,,,,,,
3791-8,1455301207635,15,subSuperTrial,basic23,poloShirt,target,4,2,shirt,clothing,socks,distractor,2,3,NA,clothing,firetruck,distractor,3,4,NA,vehicle,t shirt,,1455301206417,t shirt,poloShirt,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301242452,17,subSuperTrial,basic33,rose,target,3,4,flower,plant,crocodile,distractor,4,2,NA,animal,dress,distractor,2,3,NA,clothing,rose,,1455301240970,rose,rose,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301312509,23,subSuperTrial,basic12,hawaiiShirt,target,3,3,shirt,clothing,socks,distractor,2,2,NA,clothing,campShirt,distractor,4,4,shirt,clothing,hawaii print,,1455301311219,hawaii print,hawaiiShirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
3791-8,1455301336403,26,subSuperTrial,basic12,polarBear,target,2,4,bear,animal,bison,distractor,3,3,NA,animal,koalaBear,distractor,4,2,bear,animal,polar bear,,1455301334352,polar bear,polarBear,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301347051,27,subSuperTrial,basic33,tulip,target,4,4,flower,plant,lion,distractor,3,2,NA,animal,bookcase,distractor,2,3,NA,furniture,flower,,1455301343665,flower,tulip,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301357347,28,subSuperTrial,basic22,grizzlyBear,target,4,3,bear,animal,squirrel,distractor,2,4,NA,animal,iguana,distractor,3,2,NA,animal, bear,,1455301356112, bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301367141,29,subSuperTrial,basic12,dalmatian,target,4,4,dog,animal,greyhound,distractor,2,2,dog,animal,kitten,distractor,3,3,NA,animal,dalmation,,1455301365286,dalmation,dalmatian,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301399160,33,subSuperTrial,basic23,germanShepherd,target,2,3,dog,animal,bison,distractor,3,2,NA,animal,chips,distractor,4,4,NA,snack,dog,,1455301397597,dog,germanShepherd,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301413651,35,subSuperTrial,basic33,diningTable,target,2,4,table,furniture,lion,distractor,4,2,NA,animal,pottedPlant,distractor,3,3,NA,plant,table,,1455301412176,table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301431490,37,subSuperTrial,basic22,hummingBird,target,4,2,bird,animal,rabbit,distractor,2,4,NA,animal,sheep,distractor,3,3,NA,animal,bird,,1455301430041,bird,hummingBird,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301439420,38,subSuperTrial,basic12,husky,target,4,2,dog,animal,horse,distractor,3,4,NA,animal,greyhound,distractor,2,3,dog,animal,husky,,1455301437993,husky,husky,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301451222,40,subSuperTrial,basic23,pug,target,4,3,dog,animal,ambulance,distractor,3,2,NA,vehicle,squirrel,distractor,2,4,NA,animal,dog,,1455301450078,dog,pug,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301465690,42,subSuperTrial,basic33,goldFish,target,2,2,fish,animal,gloves,distractor,4,3,NA,clothing,grasses,distractor,3,4,NA,plant,goldfish,,1455301464443,goldfish,goldFish,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301478141,44,subSuperTrial,basic33,dressShirt,target,3,2,shirt,clothing,bookcase,distractor,2,3,NA,furniture,crocodile,distractor,4,4,NA,animal,shirt,,1455301476684,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301514342,48,subSuperTrial,basic23,sunflower,target,2,4,flower,plant,chips,distractor,4,2,NA,snack,ivy,distractor,3,3,NA,plant,flower,,1455301512932,flower,sunflower,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301520020,49,subSuperTrial,basic22,convertible,target,3,4,car,vehicle,motorcycle,distractor,2,2,NA,vehicle,ambulance,distractor,4,3,NA,vehicle,car,,1455301518583,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301525530,50,subSuperTrial,basic23,minivan,target,3,3,car,vehicle,socks,distractor,4,4,NA,clothing,ambulance,distractor,2,2,NA,vehicle,van,,1455301524082,van,minivan,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301553251,54,subSuperTrial,basic23,pigeon,target,3,3,bird,animal,rabbit,distractor,2,4,NA,animal,motorcycle,distractor,4,2,NA,vehicle,bird,,1455301552000,bird,pigeon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301559585,55,subSuperTrial,basic22,pandaBear,target,2,3,bear,animal,iguana,distractor,3,4,NA,animal,lobster,distractor,4,2,NA,animal,bear,,1455301558085,bear,pandaBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301567130,56,subSuperTrial,basic23,coffeeTable,target,4,2,table,furniture,bookcase,distractor,3,3,NA,furniture,rhino,distractor,2,4,NA,animal,table,,1455301564580,table,coffeeTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301572771,57,subSuperTrial,basic22,mnMs,target,4,2,candy,snack,cookies,distractor,2,4,NA,snack,popcorn,distractor,3,3,NA,snack,mm,,1455301571129,mm,mnMs,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301581010,58,subSuperTrial,basic22,suv,target,2,4,car,vehicle,motorcycle,distractor,4,2,NA,vehicle,ambulance,distractor,3,3,NA,vehicle,suv,,1455301578042,suv,suv,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301595340,60,subSuperTrial,basic23,sportsCar,target,4,3,car,vehicle,kitten,distractor,2,2,NA,animal,train,distractor,3,4,NA,vehicle,car,,1455301593877,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301604201,61,subSuperTrial,basic22,catfish,target,3,3,fish,animal,squirrel,distractor,2,2,NA,animal,iguana,distractor,4,4,NA,animal,fish,,1455301602246,fish,catfish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301612000,62,subSuperTrial,basic12,gummyBears,target,4,3,candy,snack,candyCorn,distractor,2,4,candy,snack,pretzels,distractor,3,2,NA,snack,gummi,,1455301610580,gummi,gummyBears,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301635926,65,subSuperTrial,basic33,skittles,target,4,3,candy,snack,ivy,distractor,2,2,NA,plant,squirrel,distractor,3,4,NA,animal,skittles,,1455301634069,skittles,skittles,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301659110,68,subSuperTrial,basic12,blackBear,target,2,3,bear,animal,koalaBear,distractor,3,4,bear,animal,rabbit,distractor,4,2,NA,animal,black bear,,1455301657958,black bear,blackBear,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301668017,69,subSuperTrial,basic22,daisy,target,2,4,flower,plant,pottedPlant,distractor,4,2,NA,plant,rosemary,distractor,3,3,NA,plant,flower,,1455301666372,flower,daisy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301680830,71,subSuperTrial,basic33,clownFish,target,3,2,fish,animal,socks,distractor,4,4,NA,clothing,pretzels,distractor,2,3,NA,snack,fish,,1455301679368,fish,clownFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3791-8,1455301691960,72,subSuperTrial,basic33,jellyBeans,target,2,4,candy,snack,bed,distractor,3,2,NA,furniture,bison,distractor,4,3,NA,animal,jeli,,1455301690996,jeli,jellyBeans,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301073842,5,subSuperTrial,basic23,clownFish,target,4,4,fish,animal,gloves,distractor,3,3,NA,clothing,crocodile,distractor,2,2,NA,animal,fish,,1455301071777,fish,clownFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301079283,6,subSuperTrial,basic22,tShirt,target,4,4,shirt,clothing,socks,distractor,3,2,NA,clothing,bathrobe,distractor,2,3,NA,clothing,shirt,,1455301077311,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301088307,7,subSuperTrial,basic12,blackBear,target,3,3,bear,animal,koalaBear,distractor,2,4,bear,animal,lobster,distractor,4,2,NA,animal,black bear,,1455301086625,black bear,blackBear,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301093650,8,subSuperTrial,basic22,diningTable,target,3,4,table,furniture,lamp,distractor,2,3,NA,furniture,bookcase,distractor,4,2,NA,furniture,table,,1455301092107,table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301100886,9,subSuperTrial,basic12,suv,target,2,3,car,vehicle,sedan,distractor,3,2,car,vehicle,train,distractor,4,4,NA,vehicle,white car,,1455301099223,white car,suv,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301106353,10,subSuperTrial,basic33,hawaiiShirt,target,2,2,shirt,clothing,bed,distractor,3,3,NA,furniture,chips,distractor,4,4,NA,snack,shirt,,1455301104798,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301111422,11,subSuperTrial,basic22,grizzlyBear,target,4,2,bear,animal,elephant,distractor,3,3,NA,animal,kitten,distractor,2,4,NA,animal,bear,,1455301109904,bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301143572,15,subSuperTrial,basic22,germanShepherd,target,3,4,dog,animal,sheep,distractor,2,3,NA,animal,iguana,distractor,4,2,NA,animal,dog,,1455301141534,dog,germanShepherd,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301164248,18,subSuperTrial,basic23,convertible,target,2,4,car,vehicle,train,distractor,3,2,NA,vehicle,bison,distractor,4,3,NA,animal,car,,1455301162725,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301177186,20,subSuperTrial,basic22,skittles,target,2,4,candy,snack,cookies,distractor,3,3,NA,snack,pretzels,distractor,4,2,NA,snack,skittles,,1455301175965,skittles,skittles,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301186515,22,subSuperTrial,basic23,rose,target,3,4,flower,plant,rosemary,distractor,4,3,NA,plant,bison,distractor,2,2,NA,animal,rose,,1455301185200,rose,rose,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301194025,23,subSuperTrial,basic12,mnMs,target,4,3,candy,snack,candyCorn,distractor,2,4,candy,snack,pretzels,distractor,3,2,NA,snack,m and ms,,1455301192485,m and ms,mnMs,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301204205,24,subSuperTrial,basic12,pug,target,3,2,dog,animal,greyhound,distractor,4,4,dog,animal,kitten,distractor,2,3,NA,animal,small dog,,1455301202026,small dog,pug,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301241470,30,subSuperTrial,basic33,bedsideTable,target,2,2,table,furniture,lion,distractor,3,3,NA,animal,grasses,distractor,4,4,NA,plant,drawers,,1455301239938,drawers,bedsideTable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
5664-b,1455301250309,31,subSuperTrial,basic12,swordFish,target,2,3,fish,animal,pig,distractor,3,4,NA,animal,discusFish,distractor,4,2,fish,animal,swordfish,,1455301249040,swordfish,swordFish,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301256691,32,subSuperTrial,basic33,gummyBears,target,4,2,candy,snack,motorcycle,distractor,3,3,NA,vehicle,squirrel,distractor,2,4,NA,animal,candy,,1455301255121,candy,gummyBears,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301272855,35,subSuperTrial,basic33,sportsCar,target,3,3,car,vehicle,lobster,distractor,2,2,NA,animal,rosemary,distractor,4,4,NA,plant,car,,1455301271234,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301290776,38,subSuperTrial,basic23,sunflower,target,3,2,flower,plant,pottedPlant,distractor,2,3,NA,plant,iguana,distractor,4,4,NA,animal,flower,,1455301289262,flower,sunflower,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301295281,39,subSuperTrial,basic22,parrot,target,4,4,bird,animal,lion,distractor,2,3,NA,animal,horse,distractor,3,2,NA,animal,bird,,1455301294017,bird,parrot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301310233,40,subSuperTrial,basic12,poloShirt,target,3,2,shirt,clothing,campShirt,distractor,2,4,shirt,clothing,dress,distractor,4,3,NA,clothing,blue shirt with fewer buttons,,1455301307112,blue shirt with fewer buttons,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301315673,41,subSuperTrial,basic33,dressShirt,target,3,3,shirt,clothing,chips,distractor,2,2,NA,snack,crocodile,distractor,4,4,NA,animal,blue shirt,,1455301314176,blue shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301322367,42,subSuperTrial,basic23,coffeeTable,target,3,3,table,furniture,gloves,distractor,4,4,NA,clothing,wardrobe,distractor,2,2,NA,furniture,table,,1455301320862,table,coffeeTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301337530,44,subSuperTrial,basic12,polarBear,target,4,4,bear,animal,elephant,distractor,2,3,NA,animal,koalaBear,distractor,3,2,bear,animal,polar bear,,1455301335949,polar bear,polarBear,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301342551,45,subSuperTrial,basic23,pigeon,target,3,4,bird,animal,horse,distractor,4,3,NA,animal,dress,distractor,2,2,NA,clothing,pigeon,,1455301341190,pigeon,pigeon,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301358540,47,subSuperTrial,basic33,minivan,target,4,3,car,vehicle,squirrel,distractor,3,2,NA,animal,pretzels,distractor,2,4,NA,snack,van,,1455301357202,van,minivan,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301363124,48,subSuperTrial,basic33,goldFish,target,3,2,fish,animal,pretzels,distractor,4,4,NA,snack,lamp,distractor,2,3,NA,furniture,fish,,1455301361697,fish,goldFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301379684,51,subSuperTrial,basic22,tulip,target,3,3,flower,plant,pottedPlant,distractor,4,4,NA,plant,grasses,distractor,2,2,NA,plant,rose,,1455301377209,rose,tulip,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301391204,52,subSuperTrial,basic12,picnicTable,target,3,2,table,furniture,sideTable,distractor,4,4,table,furniture,bookcase,distractor,2,3,NA,furniture,picnic bench,,1455301389338,picnic bench,picnicTable,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301397213,53,subSuperTrial,basic33,jellyBeans,target,2,2,candy,snack,crocodile,distractor,4,4,NA,animal,wardrobe,distractor,3,3,NA,furniture,jelly beans,,1455301395795,jelly beans,jellyBeans,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301401596,54,subSuperTrial,basic23,hummingBird,target,2,3,bird,animal,pretzels,distractor,3,4,NA,snack,squirrel,distractor,4,2,NA,animal,bird,,1455301400297,bird,hummingBird,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301412900,56,subSuperTrial,basic33,daisy,target,3,2,flower,plant,hamster,distractor,4,4,NA,animal,firetruck,distractor,2,3,NA,vehicle,flower,,1455301411427,flower,daisy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301438685,61,subSuperTrial,basic23,dalmatian,target,2,3,dog,animal,ivy,distractor,3,2,NA,plant,lobster,distractor,4,4,NA,animal,dog,,1455301437271,dog,dalmatian,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301443771,62,subSuperTrial,basic22,eagle,target,3,4,bird,animal,horse,distractor,4,2,NA,animal,rhino,distractor,2,3,NA,animal,eagle,,1455301442264,eagle,eagle,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301521025,70,subSuperTrial,basic22,pandaBear,target,2,3,bear,animal,squirrel,distractor,3,4,NA,animal,sheep,distractor,4,2,NA,animal,panda,,1455301518691,panda,pandaBear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301525421,71,subSuperTrial,basic23,husky,target,4,3,dog,animal,lobster,distractor,3,4,NA,animal,cookies,distractor,2,2,NA,snack,dog,,1455301524076,dog,husky,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5664-b,1455301531943,72,subSuperTrial,basic12,discusFish,distractor,2,2,fish,animal,horse,distractor,3,3,NA,animal,catfish,target,4,4,fish,animal,fish,,1455301529537,fish,discusFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301049221,1,subSuperTrial,basic12,husky,target,3,3,dog,animal,sheep,distractor,4,4,NA,animal,greyhound,distractor,2,2,dog,animal,alaska animal,,1455301022723,alaska animal,husky,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301175709,3,subSuperTrial,basic33,dalmatian,target,4,4,dog,animal,gloves,distractor,3,3,NA,clothing,rosemary,distractor,2,2,NA,plant,animal that barks,,1455301142531,animal that barks,dalmatian,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301343271,7,subSuperTrial,basic12,pretzels,distractor,3,2,NA,snack,candyCorn,distractor,4,4,candy,snack,jellyBeans,target,2,3,candy,snack,goes with peanut butter,,1455301298725,goes with peanut butter,pretzels,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
0082-3,1455301372403,8,subSuperTrial,basic12,gummyBears,target,3,2,candy,snack,pretzels,distractor,2,3,NA,snack,candyCorn,distractor,4,4,candy,snack,chewy things,,1455301359164,chewy things,gummyBears,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,
0082-3,1455301383268,9,subSuperTrial,basic33,sportsCar,target,2,3,car,vehicle,pottedPlant,distractor,3,2,NA,plant,elephant,distractor,4,4,NA,animal,drive,,1455301379134,drive,sportsCar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
0082-3,1455301409121,12,subSuperTrial,basic33,tShirt,target,3,2,shirt,clothing,cookies,distractor,2,4,NA,snack,kitten,distractor,4,3,NA,animal,something you wear,,1455301406937,something you wear,tShirt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,
0082-3,1455301416944,13,subSuperTrial,basic33,pandaBear,target,2,2,bear,animal,popcorn,distractor,3,4,NA,snack,bed,distractor,4,3,NA,furniture,animal,,1455301414823,animal,pandaBear,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301423694,14,subSuperTrial,basic23,rose,target,2,2,flower,plant,popcorn,distractor,4,3,NA,snack,pottedPlant,distractor,3,4,NA,plant,floer,,1455301422003,floer,rose,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301436387,15,subSuperTrial,basic22,diningTable,target,3,4,table,furniture,bed,distractor,4,3,NA,furniture,lamp,distractor,2,2,NA,furniture,sit and eat at,,1455301433872,sit and eat at,diningTable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
0082-3,1455301465251,18,subSuperTrial,basic23,tulip,target,4,2,flower,plant,rosemary,distractor,3,4,NA,plant,cow,distractor,2,3,NA,animal,flowerr,,1455301462583,flowerr,tulip,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301482801,20,subSuperTrial,basic23,suv,target,3,3,car,vehicle,motorcycle,distractor,2,2,NA,vehicle,iguana,distractor,4,4,NA,animal,four wheels,,1455301480872,four wheels,suv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
0082-3,1455301504768,22,subSuperTrial,basic23,pigeon,target,4,4,bird,animal,elephant,distractor,2,3,NA,animal,bathrobe,distractor,3,2,NA,clothing,flying animal,,1455301502922,flying animal,pigeon,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301517866,23,subSuperTrial,basic22,blackBear,target,2,4,bear,animal,squirrel,distractor,3,2,NA,animal,kitten,distractor,4,3,NA,animal,largest animal,,1455301515799,largest animal,blackBear,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0082-3,1455301527269,24,subSuperTrial,basic33,catfish,target,4,2,fish,animal,lamp,distractor,2,3,NA,furniture,train,distractor,3,4,NA,vehicle,lives in water,,1455301525947,lives in water,catfish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
