gameid,roundNum,sender,tangramRef,pos,numWords,clauses,nouns,prepositions,verbs,determiners,pronouns,adjectives,adverbs,numbers,others,tags,acl
4862-d,3,director,B,"[u'CD', u'VBZ', u'VBG', u'VBN', u'-LRB-', u'VBG', u'.', u'-RRB-']",8,False,0,0,4,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'aux', u'dobj', u'punct', u'dep', u'punct', u'punct']",False
4862-d,3,director,L,"[u'CD', u'VBZ', u'VBG', u'NN', u'-LRB-', u'VBG', u'.', u'-RRB-']",8,False,1,0,3,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'aux', u'dobj', u'punct', u'appos', u'punct', u'punct']",False
4862-d,3,matcher,None,"[u'PRP', u'VBP', u'RB', u'JJ', u'IN', u'DT', u',']",7,False,0,1,1,1,1,1,1,0,0,"[u'ROOT', u'nsubj', u'cop', u'neg', u'case', u'nmod:about', u'punct']",False
4862-d,4,director,None,"[u'JJ', u'IN', u'PRP']",3,False,0,1,0,0,1,1,0,0,0,"[u'ROOT', u'case', u'nmod:with']",False
4862-d,4,matcher,None,"[u'WRB', u'NN']",2,False,1,0,0,0,0,0,1,0,0,"[u'ROOT', u'dep']",False
4862-d,4,director,None,"[u'MD', u'PRP', u'RB', u'VB', u'IN', u'DT', u'JJR', u'NNS', u'.']",9,False,1,1,2,1,1,1,1,0,0,"[u'ROOT', u'aux', u'nsubj', u'advmod', u'case', u'det', u'amod', u'nmod:on', u'punct']",False
4862-d,4,director,C,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
4862-d,4,matcher,None,"[u'IN', u'VBZ', u'JJ', u'TO', u'PRP']",5,True,0,1,1,0,1,1,0,0,1,"[u'ROOT', u'nsubj', u'xcomp', u'case', u'nmod:to']",False
4862-d,4,director,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
4862-d,4,director,I,"[u'VBG', u'CD', u'VBZ', u'CD']",4,False,0,0,2,0,0,0,0,2,0,"[u'ROOT', u'amod', u'nsubj', u'cop']",False
4862-d,4,director,E,"[u'NN', u'VBZ', u'CD']",3,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
4862-d,4,director,F,"[u'VBG', u'VBG', u'VBN', u'VBZ', u'CD']",5,False,0,0,4,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'acl', u'advmod', u'cop']",True
4862-d,4,director,J,"[u'JJ', u'NNS', u'VBZ', u'CD']",4,False,1,0,1,0,0,1,0,1,0,"[u'ROOT', u'amod', u'nsubj', u'cop']",False
4862-d,4,director,H,"[u'DT', u'NNS', u'VBZ', u'CD']",4,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'neg', u'nsubj', u'cop']",False
4862-d,4,director,A,"[u'VBG', u'VBG', u'VBN', u'VBZ', u'CD']",5,False,0,0,4,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'acl', u'advmod', u'cop']",True
4862-d,4,matcher,C,"[u'VBG', u'.']",2,False,0,0,1,0,0,0,0,0,0,"[u'ROOT', u'punct']",False
4862-d,4,director,C,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
4862-d,4,matcher,None,"[u'VBG', u'RP', u'.']",3,False,0,0,1,0,0,0,1,0,0,"[u'ROOT', u'compound:prt', u'punct']",False
4862-d,4,director,A,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
4862-d,4,matcher,None,"[u'PRP', u'VBP', u'CD', u'#', u'NNS']",5,False,1,0,1,0,1,0,0,1,0,"[u'ROOT', u'nsubj', u'dobj', u'dep', u'dep']",False
4862-d,4,director,None,"[u'VB', u'PRP', u'VBZ', u'DT', u'JJ', u',', u'RB', u'VBG', u'RB', u',', u'VBG', u'RP', u'RB']",13,True,0,0,4,1,1,1,4,0,0,"[u'ROOT', u'nsubj', u'cop', u'det', u'amod', u'punct', u'neg', u'amod', u'ccomp', u'punct', u'acl', u'compound:prt', u'advmod']",True
4862-d,4,director,None,"[u'VBN', u'IN', u'DT', u'JJ', u'NN']",5,False,1,1,1,1,0,1,0,0,0,"[u'ROOT', u'compound:prt', u'det', u'amod', u'dobj']",False
4862-d,4,matcher,None,"[u'DT', u'NN']",2,False,1,0,0,1,0,0,0,0,0,"[u'ROOT', u'neg']",False
4862-d,4,director,None,"[u'DT', u'NNS', u'WDT', u'VBP', u'JJ', u'TO', u'PRP', u'.']",8,True,1,0,1,2,1,1,0,0,1,"[u'ROOT', u'det', u'nsubj', u'ref', u'acl:relcl', u'xcomp', u'case', u'nmod:to', u'punct']",True
4862-d,4,director,None,"[u':', u':', u'PRP', u'MD', u'VB', u'JJ', u'.']",7,True,0,0,2,0,1,1,0,0,0,"[u'ROOT', u'punct', u'nsubj', u'aux', u'parataxis', u'xcomp', u'punct']",False
4862-d,4,director,None,"[u'NN', u'PRP', u'VBP', u'RB', u'VB', u'WRB', u'TO', u'VB', u'DT', u'JJ', u'IN', u'DT']",12,True,1,1,3,2,1,1,2,0,1,"[u'ROOT', u'nsubj', u'aux', u'neg', u'ccomp', u'advmod', u'mark', u'ccomp', u'det', u'dobj', u'case', u'nmod:of']",False
4862-d,5,director,C,"[u'NN', u'VBZ', u'CD']",3,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
4862-d,5,director,H,"[u'DT', u'NNS', u'VBZ', u'CD']",4,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'neg', u'nsubj', u'cop']",False
4862-d,5,matcher,None,"[u'RB', u'RB', u'VB', u'CD']",4,False,0,0,1,0,0,0,2,1,0,"[u'ROOT', u'advmod', u'neg', u'dobj']",False
4862-d,5,director,None,[u'RB'],1,False,0,0,0,0,0,0,1,0,0,[u'ROOT'],False
4862-d,5,director,E,"[u'NN', u'VBZ', u'CD']",3,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
4862-d,5,director,J,"[u'JJ', u'NNS', u'VBZ', u'CD']",4,False,1,0,1,0,0,1,0,1,0,"[u'ROOT', u'amod', u'nsubj', u'cop']",False
4862-d,5,director,I,"[u'NN', u'VBZ', u'CD']",3,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
4862-d,5,director,A,"[u'VBG', u'NN', u'VBZ', u'CD']",4,True,1,0,2,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop', u'ccomp']",False
4862-d,5,director,F,"[u'VBG', u'VBG', u'NN', u'VBZ', u'CD']",5,False,1,0,3,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'acl', u'advmod', u'cop']",True
4862-d,5,matcher,None,"[u'VBG', u'TO', u'DT', u'NN', u'-LRB-', u'JJ', u'NN', u'NN', u'-RRB-']",9,False,3,0,1,1,0,1,0,0,1,"[u'ROOT', u'case', u'det', u'nmod:to', u'punct', u'amod', u'compound', u'appos', u'punct']",False
4862-d,5,director,L,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
4862-d,5,matcher,None,"[u'JJ', u'NN', u'VBG', u'NN', u'.']",5,False,2,0,1,0,0,1,0,0,0,"[u'ROOT', u'compound', u'acl', u'advmod', u'punct']",True
4862-d,5,matcher,None,"[u'VBG', u'NN']",2,False,1,0,1,0,0,0,0,0,0,"[u'ROOT', u'amod']",False
4862-d,5,director,K,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
4862-d,5,director,None,[u'.'],1,False,0,0,0,0,0,0,0,0,0,[u'ROOT'],False
4862-d,5,director,None,[u'RB'],1,False,0,0,0,0,0,0,1,0,0,[u'ROOT'],False
4862-d,6,matcher,None,"[u'JJ', u'NN']",2,False,1,0,0,0,0,1,0,0,0,"[u'ROOT', u'amod']",False
4862-d,6,director,J,"[u'JJ', u'NNS', u'VBZ', u'CD']",4,False,1,0,1,0,0,1,0,1,0,"[u'ROOT', u'amod', u'nsubj', u'cop']",False
4862-d,6,director,None,"[u'NN', u'IN', u'JJ']",3,False,1,1,0,0,0,1,0,0,0,"[u'ROOT', u'case', u'advcl:for']",False
4862-d,6,director,E,"[u'NN', u'VBZ', u'CD']",3,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
4862-d,6,matcher,C,"[u'WRB', u'VBG', u'.']",3,False,0,0,1,0,0,0,1,0,0,"[u'ROOT', u'dep', u'punct']",False
4862-d,6,director,C,"[u'VBG', u'VBZ', u'CD']",3,False,0,0,2,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
4862-d,6,director,I,"[u'NN', u'VBZ', u'CD']",3,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
4862-d,6,matcher,I,"[u'NN', u'.']",2,False,1,0,0,0,0,0,0,0,0,"[u'ROOT', u'punct']",False
4862-d,6,director,H,"[u'DT', u'NNS', u'VBZ', u'CD']",4,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'neg', u'nsubj', u'cop']",False
4862-d,6,matcher,None,"[u'VBG', u'RP', u'.']",3,False,0,0,1,0,0,0,1,0,0,"[u'ROOT', u'compound:prt', u'punct']",False
4862-d,6,director,I,"[u'UH', u'CD', u'VBZ', u'DT', u'JJ', u':', u':', u'VBG', u'VBN', u'IN', u'JJ', u'NN', u'IN']",13,False,1,2,3,1,0,2,0,1,1,"[u'ROOT', u'nummod', u'cop', u'det', u'acl:relcl', u'punct', u'dep', u'advmod', u'dep', u'case', u'amod', u'nmod:with', u'advmod']",True
4862-d,6,director,A,"[u'VBG', u'RP', u'VBZ', u'CD']",4,True,0,0,2,0,0,0,1,1,0,"[u'ROOT', u'csubj', u'compound:prt', u'cop']",False
4862-d,6,matcher,None,"[u'JJ', u'NN', u'VBG', u'NN', u'.']",5,False,2,0,1,0,0,1,0,0,0,"[u'ROOT', u'compound', u'acl', u'advmod', u'punct']",True
4862-d,6,director,G,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
4862-d,6,matcher,F,"[u'VBG', u'VBN', u'.']",3,False,0,0,2,0,0,0,0,0,0,"[u'ROOT', u'nsubj', u'punct']",False
4862-d,6,director,F,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
4862-d,6,matcher,None,"[u'VB', u'IN', u'PRP', u'.']",4,False,0,1,1,0,1,0,0,0,0,"[u'ROOT', u'case', u'nmod:for', u'punct']",False
4862-d,6,director,None,"[u'NNS', u'JJ']",2,False,1,0,0,0,0,1,0,0,0,"[u'ROOT', u'nsubj']",False
1447-6,1,director,None,"[u'DT', u'JJ', u'CD', u'VBZ', u'DT', u'NN', u'IN', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'NN', u'NN', u'IN', u'DT', u'NN', u'VBG', u'RP', u'IN', u'DT', u'NN']",22,False,6,4,2,5,0,3,1,1,0,"[u'ROOT', u'det', u'amod', u'nsubj', u'cop', u'det', u'case', u'amod', u'nmod:on', u'case', u'det', u'amod', u'amod', u'nmod:on', u'case', u'det', u'nmod:with', u'acl', u'compound:prt', u'case', u'det', u'nmod:on']",True
1447-6,1,director,None,"[u'JJ', u'CD', u'VBZ', u'DT', u'NN', u'IN', u'JJ', u'CC', u'DT', u'RB', u'JJ', u'NN', u'IN', u'DT', u'NN', u'VBG', u'NN']",17,False,4,2,2,3,0,3,1,1,0,"[u'ROOT', u'amod', u'nsubj', u'cop', u'det', u'case', u'nmod:on', u'cc', u'det', u'advmod', u'amod', u'conj:and', u'case', u'det', u'nmod:with', u'acl', u'advmod']",True
1447-6,1,director,None,"[u'NNP', u'VBZ', u'IN', u'DT', u'NN', u'VBZ', u'VBG', u'IN', u'DT', u'NN', u'IN', u'PRP$', u'NNS', u'VBG', u'VBN', u'RP', u'IN', u'DT', u'NN']",19,True,5,4,5,3,1,0,1,0,0,"[u'ROOT', u'advmod', u'mark', u'det', u'nsubj', u'aux', u'dep', u'case', u'det', u'nmod:on', u'case', u'nmod:poss', u'nmod:with', u'advcl', u'advmod', u'advmod', u'case', u'det', u'nmod:against']",False
1447-6,1,director,None,"[u'JJ', u'NNS', u'IN', u'DT', u'NN', u'VBG', u'NN', u'TO', u'NN', u'VBG', u'NN', u'.']",12,False,5,1,2,1,0,1,0,0,1,"[u'ROOT', u'amod', u'nsubj', u'case', u'det', u'compound', u'amod', u'nmod:like', u'case', u'nmod:to', u'acl', u'punct']",True
1447-6,1,director,None,"[u'JJ', u'NNS', u'IN', u'PRP', u'VBP', u'VBG', u'PRP$', u'NNS', u'CC', u'VBG', u'TO', u'DT', u'NN']",13,False,3,1,3,1,2,1,0,0,1,"[u'ROOT', u'nsubj', u'mark', u'nsubj', u'nsubj', u'aux', u'advcl:like', u'nmod:poss', u'dobj', u'cc', u'advcl:like', u'conj:and', u'case', u'det', u'nmod:to']",False
1447-6,1,director,H,"[u'JJ', u'JJ', u'NN', u'NN', u'IN', u'DT', u'JJ', u'NN', u'IN', u'JJ', u'IN', u'CD', u'NNS', u'VBG', u'RP', u'DT', u'NN', u'.']",18,False,5,3,1,2,0,4,1,1,0,"[u'ROOT', u'amod', u'amod', u'compound', u'case', u'det', u'amod', u'nmod:on', u'case', u'nmod:on', u'case', u'nummod', u'nmod:with', u'acl', u'compound:prt', u'det', u'dobj', u'punct']",True
1447-6,1,matcher,None,"[u'VBG', u'JJ', u'RB', u'RB']",4,True,0,0,1,0,0,1,2,0,0,"[u'ROOT', u'xcomp', u'advmod', u'advmod']",False
1447-6,1,director,None,"[u'JJ', u'NN', u'IN', u'NN', u'IN', u'DT', u'RB', u'NN', u'NN', u'.']",10,False,4,2,0,1,0,1,1,0,0,"[u'ROOT', u'amod', u'case', u'nmod:on', u'case', u'det', u'advmod', u'compound', u'nmod:of', u'punct']",False
1447-6,1,director,None,"[u'JJ', u'NNS', u'IN', u'DT', u'NN', u'VBG', u'RP', u'PRP$', u'JJ', u'NN', u'TO', u'VBN', u'CC', u'VBG', u'IN', u'DT', u'NN', u'.']",18,False,4,2,3,2,1,2,1,0,1,"[u'ROOT', u'nsubj', u'case', u'det', u'nmod:like', u'dep', u'compound:prt', u'nmod:poss', u'amod', u'dobj', u'case', u'nmod:to', u'cc', u'dep', u'conj:and', u'case', u'det', u'nmod:at', u'punct']",False
1447-6,1,director,None,"[u'JJ', u'NNS', u'IN', u'NN', u'VBG', u'RP', u'PRP$', u'JJ', u'NN', u'IN', u'NNS', u'RB', u'IN', u'DT', u'NN', u'CC', u'DT', u'NN', u'VBG', u'DT', u'NN', u'NN']",22,False,8,3,2,3,1,2,2,0,0,"[u'ROOT', u'nsubj', u'case', u'nmod:like', u'acl', u'compound:prt', u'nmod:poss', u'amod', u'dobj', u'case', u'nmod:with', u'advmod', u'case', u'det', u'nmod:in', u'cc', u'det', u'nmod:in', u'conj:or', u'acl', u'det', u'compound', u'dobj']",True
1447-6,1,director,None,"[u'JJ', u'NNS', u'IN', u'DT', u'NN', u'VBG', u'PRP$', u'NNS', u'JJ', u'.']",10,False,3,1,1,1,1,2,0,0,0,"[u'ROOT', u'amod', u'nsubj', u'case', u'det', u'nmod:like', u'acl', u'nmod:poss', u'dobj', u'punct']",True
1447-6,1,director,None,"[u'JJ', u'NNS', u'IN', u'NN', u'VBG', u'IN', u'DT', u'NN', u'IN', u'PRP$', u'NN', u'VBD', u'TO', u'DT', u'NN', u'.']",16,False,5,3,2,2,1,1,0,0,1,"[u'ROOT', u'amod', u'nsubj', u'case', u'nmod:like', u'acl', u'case', u'det', u'nmod:on', u'case', u'nmod:poss', u'nmod:with', u'case', u'det', u'nmod:to', u'punct']",True
1447-6,2,matcher,None,"[u'VB', u'POS', u'VB']",3,True,0,0,2,0,0,0,0,0,1,"[u'ROOT', u'nsubj', u'ccomp']",False
1447-6,2,director,None,"[u'JJ', u'CD', u'VBZ', u'IN', u'NN', u'VBG', u'PRP$', u'NNS', u'TO', u'DT', u'NN', u'.']",12,False,3,1,2,1,1,1,0,1,1,"[u'ROOT', u'nummod', u'nsubj', u'case', u'nmod:like', u'acl', u'nmod:poss', u'dobj', u'case', u'det', u'nmod:to', u'punct']",True
1447-6,2,director,None,"[u'JJ', u'VBZ', u'DT', u'NN', u'VBG', u'DT', u'NN', u'IN', u'PRP$', u'NN', u'VBD', u'TO', u'DT', u'NN']",14,False,4,1,3,3,1,1,0,0,1,"[u'ROOT', u'nsubj', u'cop', u'det', u'acl', u'det', u'dobj', u'case', u'nmod:poss', u'nmod:with', u'acl', u'case', u'det', u'nmod:to']",True
1447-6,2,director,None,"[u'JJ', u'NN', u'VBG', u'TO', u'DT', u'VBN', u'RP', u'NN', u'VBD', u'TO', u'DT', u'NN', u'.']",13,False,3,0,3,2,0,1,1,0,2,"[u'ROOT', u'amod', u'nsubj', u'acl', u'case', u'det', u'amod', u'amod', u'nmod:to', u'case', u'det', u'nmod:to', u'punct']",True
1447-6,2,director,A,"[u'JJ', u'JJ', u'NN', u'IN', u'DT', u'NN', u',', u'NN', u'IN', u'NN', u',', u'CD', u'NNS', u'IN', u'DT', u'NN']",16,False,6,3,0,2,0,2,0,1,0,"[u'ROOT', u'amod', u'amod', u'case', u'det', u'nmod:on', u'punct', u'appos', u'case', u'nmod:on', u'punct', u'nummod', u'dep', u'case', u'det', u'nmod:off']",False
1447-6,2,director,None,"[u'JJ', u'JJ', u'NN', u'NN', u'IN', u'DT', u'NN', u',', u'JJ', u'NN', u'IN', u'NN']",12,False,5,2,0,1,0,3,0,0,0,"[u'ROOT', u'amod', u'amod', u'dep', u'case', u'det', u'amod', u'punct', u'amod', u'nmod:on', u'case', u'nmod:on']",False
1447-6,2,director,None,"[u'JJ', u'NN', u'VBG', u'TO', u'DT', u'NN', u',', u'VBP', u'RP']",9,False,2,0,2,1,0,1,1,0,1,"[u'ROOT', u'amod', u'nsubj', u'acl', u'case', u'det', u'nmod:to', u'punct', u'compound:prt']",True
1447-6,2,director,C,"[u'JJ', u'NNS', u'JJ', u'NN']",4,False,2,0,0,0,0,2,0,0,0,"[u'ROOT', u'amod', u'amod', u'dep']",False
1447-6,2,director,H,"[u'CD', u'JJ', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'NN', u'VBD', u'TO', u'DT', u'NN']",12,False,3,1,1,2,0,3,0,1,1,"[u'ROOT', u'nummod', u'amod', u'amod', u'nsubj', u'case', u'det', u'amod', u'nmod:on', u'case', u'det', u'nmod:to']",False
1447-6,2,director,K,"[u'JJ', u'DT', u'NN', u'VBG', u'NNS', u'VBG', u'TO', u'DT', u'NN', u',', u'NN', u'RB', u'VBD']",13,False,4,0,3,2,0,1,1,0,1,"[u'ROOT', u'advmod', u'amod', u'compound', u'amod', u'nsubj', u'acl', u'case', u'det', u'nmod:to', u'punct', u'neg', u'dep']",True
1447-6,2,director,D,"[u'JJ', u'NN', u'VBG', u'TO', u'DT', u'NN']",6,False,2,0,1,1,0,1,0,0,1,"[u'ROOT', u'amod', u'dep', u'case', u'det', u'nmod:to']",False
1447-6,2,director,F,"[u'CD', u'NN', u'NNS', u'RB', u'TO', u'DT', u'JJ', u'NN', u'NNS', u'IN', u'IN']",11,False,4,2,0,1,0,1,1,1,1,"[u'ROOT', u'nummod', u'compound', u'advmod', u'case', u'det', u'amod', u'compound', u'nmod:to', u'case', u'dep']",False
1447-6,3,director,D,"[u'CD', u'VBG', u'TO', u'DT', u'NN']",5,False,1,0,1,1,0,0,0,1,1,"[u'ROOT', u'dep', u'case', u'det', u'nmod:to']",False
1447-6,3,director,G,"[u'CD', u'JJ', u'NN', u'NN', u'VBG', u'NN']",6,True,3,0,1,0,0,1,0,1,0,"[u'ROOT', u'nummod', u'amod', u'nsubj', u'xcomp', u'dobj']",False
1447-6,3,director,H,"[u'CD', u'JJ', u'NN', u'IN', u'JJ', u'NN', u'VBD', u'TO', u'DT', u'NN']",10,False,3,1,1,1,0,2,0,1,1,"[u'ROOT', u'nummod', u'amod', u'nsubj', u'case', u'amod', u'nmod:on', u'case', u'det', u'nmod:to']",False
1447-6,3,director,None,"[u'JJ', u'JJ', u'NN', u'VBG', u'TO', u'DT', u'JJ', u'NN', u'VBG', u'TO', u'DT', u'NN']",12,False,3,0,2,2,0,3,0,0,2,"[u'ROOT', u'amod', u'amod', u'dep', u'case', u'det', u'amod', u'nmod:to', u'acl', u'case', u'det', u'nmod:to']",True
1447-6,3,director,K,"[u'CD', u'VBG', u'TO', u'RB', u',', u'NN', u'RB', u'VBD']",8,False,1,0,2,0,0,0,2,1,1,"[u'ROOT', u'nsubj', u'acl', u'case', u'nmod:to', u'punct', u'neg', u'dep']",True
1447-6,3,director,C,"[u'CD', u'NNS', u'JJ', u'NN']",4,False,2,0,0,0,0,1,0,1,0,"[u'ROOT', u'nummod', u'amod', u'dep']",False
1447-6,3,director,J,"[u'CD', u'JJ', u'NN', u',', u'NN', u'IN', u'NN']",7,False,3,1,0,0,0,1,0,1,0,"[u'ROOT', u'amod', u'dep', u'punct', u'appos', u'case', u'nmod:on']",False
1447-6,3,director,L,"[u'CD', u'NNS', u'JJ', u'TO', u'DT', u'NN', u'CC', u'VBG', u'JJ', u'NN']",10,False,3,0,1,1,0,2,0,1,1,"[u'ROOT', u'nummod', u'nmod:npmod', u'case', u'det', u'nmod:to', u'cc', u'conj:and', u'amod', u'dobj']",False
1447-6,3,director,F,"[u'CD', u'NN', u'VBG', u'RB', u'TO', u'DT', u'NN']",7,False,2,0,1,1,0,0,1,1,1,"[u'ROOT', u'nummod', u'dep', u'compound:prt', u'case', u'det', u'nmod:to']",False
1447-6,3,director,None,"[u'CD', u'NN', u',', u'NN', u',', u'CD', u'NNS', u'IN', u'NN']",9,False,4,1,0,0,0,0,0,2,0,"[u'ROOT', u'nummod', u'punct', u'appos', u'punct', u'nummod', u'appos', u'case', u'nmod:on']",False
1447-6,3,director,B,"[u'CD', u'VBG', u'TO', u'DT', u'NN', u',', u'NN', u'VBD']",8,False,2,0,2,1,0,0,0,1,1,"[u'ROOT', u'nsubj', u'acl', u'case', u'det', u'nmod:to', u'punct', u'appos']",True
1447-6,4,director,G,"[u'CD', u'NN', u'NN']",3,False,2,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod', u'nsubj']",False
1447-6,4,director,J,"[u'LS', u'.', u'NN', u'IN', u'JJ', u'NN', u'IN', u'NN']",8,False,3,2,0,0,0,1,0,0,1,"[u'ROOT', u'punct', u'ROOT', u'case', u'amod', u'nmod:on', u'case', u'nmod:on']",False
1447-6,4,director,D,"[u'CD', u'VBG', u'TO', u'DT', u'NN']",5,False,1,0,1,1,0,0,0,1,1,"[u'ROOT', u'dep', u'case', u'det', u'nmod:to']",False
1447-6,4,director,C,"[u'CD', u'NNS', u'JJ', u'NN']",4,False,2,0,0,0,0,1,0,1,0,"[u'ROOT', u'nummod', u'amod', u'dep']",False
1447-6,4,director,K,"[u'CD', u'VBG', u'TO', u'DT', u'NN', u',', u'NN', u'RB', u'VBD']",9,False,2,0,2,1,0,0,1,1,1,"[u'ROOT', u'nsubj', u'acl', u'case', u'det', u'nmod:to', u'punct', u'neg', u'dep']",True
1447-6,4,director,L,"[u'CD', u'NNS', u'JJ', u'VBG', u'TO', u'DT', u'NN']",7,False,2,0,1,1,0,1,0,1,1,"[u'ROOT', u'nummod', u'nmod:npmod', u'dep', u'case', u'det', u'nmod:to']",False
1447-6,4,director,I,"[u'CD', u'JJ', u'NN', u'RB', u'TO', u'DT', u'NN', u',', u'VBG', u'TO', u'DT', u'NN']",12,True,3,0,1,2,0,1,1,1,2,"[u'ROOT', u'nmod:npmod', u'advmod', u'compound:prt', u'case', u'det', u'nmod:to', u'punct', u'xcomp', u'case', u'det', u'nmod:to']",False
1447-6,4,director,B,"[u'CD', u'VBG', u',', u'NN', u'VBD', u'TO', u'DT', u'NN']",8,False,2,0,2,1,0,0,0,1,1,"[u'ROOT', u'nummod', u'nsubj', u'punct', u'appos', u'case', u'det', u'nmod:to']",False
1447-6,4,director,H,"[u'CD', u'.', u'JJ', u'NN', u',', u'NN', u'VBD', u'TO', u'DT', u'NN', u'.']",11,False,3,0,1,1,0,1,0,1,1,"[u'ROOT', u'punct', u'ROOT', u'amod', u'punct', u'appos', u'acl', u'case', u'det', u'nmod:to', u'punct']",True
1447-6,4,director,A,"[u'CD', u'NN', u'IN', u'DT', u'NN']",5,False,2,1,0,1,0,0,0,1,0,"[u'ROOT', u'nummod', u'case', u'det', u'nmod:with']",False
1447-6,4,director,F,"[u'CD', u'VBG', u'RB', u'TO', u'DT', u'JJ', u'NN']",7,False,1,0,1,1,0,1,1,1,1,"[u'ROOT', u'dep', u'compound:prt', u'case', u'det', u'amod', u'nmod:to']",False
1447-6,5,matcher,None,"[u'VBG', u'IN', u'IN', u'NN', u'.', u'.']",6,False,1,2,1,0,0,0,0,0,0,"[u'ROOT', u'compound:prt', u'case', u'nmod:of', u'punct', u'ROOT']",False
1447-6,5,director,H,"[u'LS', u'.', u'JJ', u'NN', u'IN', u'DT', u'NN']",7,False,2,1,0,1,0,1,0,0,1,"[u'ROOT', u'punct', u'ROOT', u'amod', u'case', u'det', u'nmod:with']",False
1447-6,5,director,L,"[u'CD', u'NNS', u'JJ', u'VBG', u'TO', u'DT', u'NN']",7,False,2,0,1,1,0,1,0,1,1,"[u'ROOT', u'nummod', u'nmod:npmod', u'dep', u'case', u'det', u'nmod:to']",False
1447-6,5,director,None,"[u'CD', u'NN', u'NN', u'CD', u'NNS']",5,False,3,0,0,0,0,0,0,2,0,"[u'ROOT', u'nummod', u'compound', u'nummod', u'dep']",False
1447-6,5,director,None,"[u'NN', u'IN', u'DT', u'NN']",4,False,2,1,0,1,0,0,0,0,0,"[u'ROOT', u'case', u'det', u'nmod:with']",False
1447-6,5,director,None,"[u'NN', u'IN', u'NN', u'IN', u'NN']",5,False,3,2,0,0,0,0,0,0,0,"[u'ROOT', u'case', u'nmod:with', u'case', u'nmod:on']",False
1447-6,5,director,C,"[u'CD', u'NNS', u'NN']",3,False,2,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod', u'dep']",False
1447-6,5,director,K,"[u'CD', u'VBG', u'TO', u'DT', u'NN', u',', u'NN', u'RB', u'VBD']",9,False,2,0,2,1,0,0,1,1,1,"[u'ROOT', u'nsubj', u'acl', u'case', u'det', u'nmod:to', u'punct', u'neg', u'dep']",True
1447-6,5,director,D,"[u'CD', u'VBG', u'TO', u'DT', u'NN']",5,False,1,0,1,1,0,0,0,1,1,"[u'ROOT', u'dep', u'case', u'det', u'nmod:to']",False
1447-6,5,director,B,"[u'CD', u'VBG', u'NN', u'VBD']",4,False,1,0,2,0,0,0,0,1,0,"[u'ROOT', u'nummod', u'compound', u'nsubj']",False
1447-6,5,director,G,"[u'CD', u'NN', u'NN']",3,False,2,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod', u'nsubj']",False
1447-6,5,director,I,"[u'CD', u'JJ', u'NN', u'RB', u'TO', u'DT', u'NN', u',', u'NNS', u'TO', u'DT', u'NN']",12,False,4,0,0,2,0,1,1,1,2,"[u'ROOT', u'nmod:npmod', u'advmod', u'compound:prt', u'nmod', u'det', u'nsubj', u'punct', u'appos', u'case', u'det', u'nmod:to']",False
1447-6,6,director,A,"[u'LS', u'.', u'NN', u'IN', u'NN']",5,False,2,1,0,0,0,0,0,0,1,"[u'ROOT', u'punct', u'ROOT', u'case', u'nmod:with']",False
1447-6,6,matcher,None,"[u'WP', u'VBZ', u'DT', u'NN', u'CD', u'.']",6,False,1,0,1,1,1,0,0,1,0,"[u'ROOT', u'cop', u'det', u'compound', u'nsubj', u'punct']",False
